Geo Point;Geo Shape;CODE_EXPL;NOM_EXPL;ID_HASTUS;NOM_ARRET;ADRESSE;X_PHYS;Y_PHYS;X_PROJ;Y_PROJ;X_DECALE;Y_DECALE;CONC_LIGNE;CONC_PTY;CONC_MODE;CODE_INSEE;COMMUNE
43.597627006766395, 1.4815702136258289;"{""coordinates"": [1.481570213625829, 43.597627006766395], ""type"": ""Point""}";6192449487677451;tisseo;241;Aubisque;AVENUE DE CASTRES;1577403.0;2267499.0;1577398.4;2267496.7;1577402.84614033;2267498.98732075;L01 SC06;L01/17 SC06/10 SC06/9;lineo scolaire;31555;TOULOUSE
43.612523721832254, 1.285682516894388;"{""coordinates"": [1.285682516894388, 43.612523721832254], ""type"": ""Point""}";6192449487677451;tisseo;22681;Balardou;AVENUE DE TOULOUSE;1561623.0;2269458.0;1561618.2;2269459.6;1561623.06193651;2269458.43313524;32;32/4;bus;31417;PIBRAC
43.61390900166318, 1.2856064321233993;"{""coordinates"": [1.285606432123399, 43.61390900166318], ""type"": ""Point""}";6192449487677451;tisseo;22680;Balardou;AVENUE DE TOULOUSE;1561620.0;2269612.0;1561622.4;2269613.2;1561617.44199794;2269612.55330408;32;32/5;bus;31417;PIBRAC
43.59602351535543, 1.5063583799294902;"{""coordinates"": [1.50635837992949, 43.59602351535543], ""type"": ""Point""}";6192449487677451;tisseo;17360;Balma Lasbordes;ALLÉE PAUL GAUGUIN;1579401.0;2267285.0;1579404.8;2267288.0;1579401.03000039;2267284.71562746;72 84;72/112 84/44;bus;31044;BALMA
43.62910309693527, 1.4827072916814232;"{""coordinates"": [1.482707291681423, 43.62910309693527], ""type"": ""Point""}";6192449487677451;tisseo;40173;Balma-Gramont;D64 D;1577560.0;2270961.0;1577565.3;2270961.6;1577560.33913155;2270960.97567302;A;A/3;metro;31044;BALMA
43.628582885983775, 1.4820391773025674;"{""coordinates"": [1.482039177302567, 43.628582885983775], ""type"": ""Point""}";6192449487677451;tisseo;10074;Balma-Gramont;INCONNU;1577503.0;2270937.0;1577508.0;2270937.0;1577503.0029765;2270936.82865343;72;72/112 72/113;bus;31044;BALMA
43.62838490234876, 1.4820441027190578;"{""coordinates"": [1.482044102719058, 43.62838490234876], ""type"": ""Point""}";6192449487677451;tisseo;10075;Balma-Gramont;INCONNU;1577503.0;2270915.0;1577508.8;2270915.9;1577503.80349246;2270915.71325967;84;84/44 84/45;bus;31044;BALMA
43.60616954211279, 1.448304748524422;"{""coordinates"": [1.448304748524422, 43.60616954211279], ""type"": ""Point""}";6192449487677451;tisseo;3671;Jean Jaurès;BOULEVARD DE STRASBOURG;1574735.0;2268497.0;1574729.7;2268493.8;1574733.74368042;2268496.74085849;L09 NCV;L09/33 NCV/22;bus;31555;TOULOUSE
43.52208854916705, 1.3466397637996728;"{""coordinates"": [1.346639763799673, 43.52208854916705], ""type"": ""Point""}";6192449487677451;tisseo;20091;Jean Marais;RUE DU STADE;1566345.0;2259314.0;1566348.3;2259308.8;1566346.12856712;2259313.30387381;85;85/19;bus;31588;VILLENEUVE-TOLOSANE
43.67241887474093, 1.4524849693794781;"{""coordinates"": [1.452484969379478, 43.67241887474093], ""type"": ""Point""}";6192449487677451;tisseo;14430;Jean Moulin;AVENUE DES NOBLES;1575208.0;2275850.0;1575206.7;2275854.3;1575208.26494059;2275849.55121479;60;60/11 60/209 60/212;bus;31282;LAUNAGUET
43.66667188282846, 1.4979810131145033;"{""coordinates"": [1.497981013114503, 43.66667188282846], ""type"": ""Point""}";6192449487677451;tisseo;21720;Jean Moulin;CHEMIN DE VERDALE;1578865.0;2275145.0;1578864.6;2275149.8;1578865.51701296;2275144.88481056;76;76/42;bus;31488;SAINT-JEAN
43.52088367006514, 1.510767688703229;"{""coordinates"": [1.510767688703229, 43.52088367006514], ""type"": ""Point""}";6192449487677451;tisseo;25431;Jean Moulin;AVENUE PIERRE MENDÈS FRANCE;1579609.0;2258932.0;1579607.3;2258935.3;1579609.80765218;2258930.97429999;109;109/12;bus;31113;CASTANET-TOLOSAN
43.64172191745731, 1.4464707285578537;"{""coordinates"": [1.446470728557854, 43.64172191745731], ""type"": ""Point""}";6192449487677451;tisseo;3590;Jean Zay;RUE OLYMPE DE GOUGES;1574660.0;2272449.0;1574655.5;2272448.7;1574660.48141779;2272449.13067013;41;41/5;bus;31555;TOULOUSE
43.609205684798376, 1.4451302289297063;"{""coordinates"": [1.445130228929706, 43.609205684798376], ""type"": ""Point""}";6192449487677451;tisseo;3709;Jeanne d'Arc;BOULEVARD DE STRASBOURG;1574485.0;2268839.0;1574483.5;2268832.9;1574487.55078927;2268835.8310589;L01 L14 NCMT;L01/17 L14/7 NCMT/1;bus lineo;31555;TOULOUSE
43.490965662573664, 1.3434994422517235;"{""coordinates"": [1.343499442251723, 43.490965662573664], ""type"": ""Point""}";6192449487677451;tisseo;70001;Joffrery Nord;BOULEVARD DE JOFFRERY;1566023.0;2255862.0;1566020.0;2255864.2;1566024.05195178;2255861.27054838;301;301/5;bus;31395;MURET
43.56173389365338, 1.304836323296682;"{""coordinates"": [1.304836323296682, 43.56173389365338], ""type"": ""Point""}";6192449487677451;tisseo;15872;Jonquilles;RUE SAINT-EXUPÉRY;1563055.0;2263785.0;1563050.4;2263782.5;1563054.5032866;2263785.35710326;67;67/17;bus;31424;PLAISANCE-DU-TOUCH
43.52642702300051, 1.3241027677951844;"{""coordinates"": [1.324102767795184, 43.52642702300051], ""type"": ""Point""}";6192449487677451;tisseo;36231;Jonquilles;CHEMIN DES MAILHEAUX;1564533.0;2259832.0;1564529.3;2259835.7;1564532.8256724;2259832.15468642;321 87;321/5 87/31 87/35;bus;31588;VILLENEUVE-TOLOSANE
43.49592014258935, 1.3985449652428816;"{""coordinates"": [1.398544965242882, 43.49592014258935], ""type"": ""Point""}";6192449487677451;tisseo;11910;Jordanis;ROUTE DE LACROIX FALGARDE;1570485.0;2256326.0;1570488.3;2256329.3;1570484.89528128;2256325.63832137;311 316;311/10 316/10;bus;31420;PINSAGUEL
43.62489007989602, 1.4915244853569292;"{""coordinates"": [1.491524485356929, 43.62489007989602], ""type"": ""Point""}";6192449487677451;tisseo;8212;Joseph Hubert;RUE DU LUAN;1578261.0;2270513.0;1578263.4;2270514.1;1578259.00778366;2270511.71076674;106 72;106 72/112;TAD bus;31044;BALMA
43.64540325239839, 1.3654259016756949;"{""coordinates"": [1.365425901675695, 43.64540325239839], ""type"": ""Point""}";6192449487677451;tisseo;21760;Joseph Strauss;ROUTE DE CORNEBARRIEU;1568130.0;2272982.0;1568132.9;2272976.6;1568131.21831799;2272981.30870955;30 74;30/2 74/15 74/16 74/17;bus;31069;BLAGNAC
43.64522379842291, 1.3654679011396897;"{""coordinates"": [1.36546790113969, 43.64522379842291], ""type"": ""Point""}";6192449487677451;tisseo;21761;Joseph Strauss;D1;1568133.0;2272962.0;1568131.7;2272965.4;1568133.57674732;2272960.76558315;30 74;30/1 74/14 74/7 74/9;bus;31069;BLAGNAC
43.574125494913915, 1.4519915934324237;"{""coordinates"": [1.451991593432424, 43.574125494913915], ""type"": ""Point""}";6192449487677451;tisseo;3751;Jules Julien;AVENUE JULES JULIEN;1574967.0;2264932.0;1574962.6;2264931.3;1574967.4809353;2264932.38465229;34;34/1;bus;31555;TOULOUSE
43.44903377734049, 1.2974173494874495;"{""coordinates"": [1.297417349487449, 43.44903377734049], ""type"": ""Point""}";6192449487677451;tisseo;70781;Justices;RUE DU LANGUEDOC;1562202.0;2251279.0;1562199.3;2251282.0;1562203.08411504;2251278.73190065;313;313/10;bus;31395;MURET
43.45519829545934, 1.4022924413282922;"{""coordinates"": [1.402292441328292, 43.45519829545934], ""type"": ""Point""}";6192449487677451;tisseo;70660;L'Ayguière;CHEMIN DE CAILHABAT;1570702.0;2251797.0;1570708.2;2251796.9;1570703.25398269;2251797.63274331;316;316/10;bus;31248;LABARTHE-SUR-LÈZE
43.655007769279294, 1.4823113819617757;"{""coordinates"": [1.482311381961776, 43.655007769279294], ""type"": ""Point""}";6192449487677451;tisseo;10183;L'Union Grande Halle;RUE DU SOMPORT;1577578.0;2273872.0;1577580.0;2273873.8;1577579.99050858;2273873.7881803;L09;L09/33 L09/39;bus;31561;L'UNION
43.56419639233825, 1.474366569915069;"{""coordinates"": [1.474366569915069, 43.56419639233825], ""type"": ""Point""}";6192449487677451;tisseo;26680;LAAS;AVENUE DU COLONEL ROCHE;1576754.0;2263796.0;1576752.0;2263794.5;1576756.06961533;2263797.40486335;27 37 L07;27/40 27/8 37/16 L07/45 L07/50;bus lineo;31555;TOULOUSE
43.668467698163695, 1.5150628476719932;"{""coordinates"": [1.515062847671993, 43.668467698163695], ""type"": ""Point""}";6192449487677451;tisseo;20600;La Bisto;INCONNU;1580246.0;2275320.0;1580245.0;2275322.8;1580247.03720817;2275318.23384375;68;68/5;bus;31462;ROUFFIAC-TOLOSAN
43.46624453162137, 1.250288429999661;"{""coordinates"": [1.250288429999661, 43.46624453162137], ""type"": ""Point""}";6192449487677451;tisseo;72000;La Carrère;ROUTE PRINCIPALE;1558428.0;2253269.0;1558433.3;2253265.8;1558429.14998944;2253268.58880042;312;312/3 312/4;bus;31253;LABASTIDETTE
43.68525827505967, 1.3296106012022628;"{""coordinates"": [1.329610601202263, 43.68525827505967], ""type"": ""Point""}";6192449487677451;tisseo;19830;La Croix;ROUTE DE SEILH;1565329.0;2277466.0;;;1565329.0;2277466.0;170 171;170 171;TAD;31032;AUSSONNE
43.425751725735594, 1.3582340716959074;"{""coordinates"": [1.358234071695907, 43.425751725735594], ""type"": ""Point""}";6192449487677451;tisseo;70530;La Croix Blanche 1;ROUTE DE LAGARDELLE;1567073.0;2248595.0;1567078.0;2248599.9;1567074.51857202;2248596.31117579;314;314/2;bus;31165;EAUNES
43.42651320057436, 1.357336615898985;"{""coordinates"": [1.357336615898985, 43.42651320057436], ""type"": ""Point""}";6192449487677451;tisseo;70531;La Croix Blanche 1;ROUTE DE MURET;1567002.0;2248681.0;1566998.4;2248677.4;1567001.89455949;2248680.97603886;314;314/1;bus;31165;EAUNES
43.424191837547376, 1.3605981034462364;"{""coordinates"": [1.360598103446236, 43.424191837547376], ""type"": ""Point""}";6192449487677451;tisseo;70540;La Croix Blanche 2;ROUTE DE LAGARDELLE;1567261.0;2248418.0;1567264.3;2248420.8;1567260.76446609;2248417.26446609;314;314/2;bus;31165;EAUNES
43.42438824849732, 1.3604816745129793;"{""coordinates"": [1.360481674512979, 43.42438824849732], ""type"": ""Point""}";6192449487677451;tisseo;70541;La Croix Blanche 2;ROUTE DE LAGARDELLE;1567252.0;2248440.0;1567247.7;2248436.3;1567251.13505691;2248439.93323327;314;314/1;bus;31165;EAUNES
43.620303436171476, 1.5029512545147654;"{""coordinates"": [1.502951254514765, 43.620303436171476], ""type"": ""Point""}";6192449487677451;tisseo;22121;La Fount;AVENUE GASTON DOUMERGUE;1579174.0;2269987.0;1579171.9;2269985.2;1579175.43553391;2269988.7355339;102 103 106 51;102/3 103/19 103/20 106 51/11;TAD bus;31044;BALMA
43.646325787938, 1.4785852226624687;"{""coordinates"": [1.478585222662469, 43.646325787938], ""type"": ""Point""}";6192449487677451;tisseo;10260;La Franqui;ALLÉE DE PORT-VENDRES;1577260.0;2272913.0;1577256.4;2272914.3;1577261.17017264;2272912.80151645;43 SC11 SC17;43/123 SC11/5 SC17/1;bus scolaire;31561;L'UNION
43.646410986509565, 1.475483896554656;"{""coordinates"": [1.475483896554656, 43.646410986509565], ""type"": ""Point""}";6192449487677451;tisseo;10251;La Palme;ALLÉE DE PORT-VENDRES;1577010.0;2272927.0;1577005.7;2272924.8;1577009.95757131;2272927.42165721;43 SC11 SC17;43/124 SC11/3 SC17/2;bus scolaire;31561;L'UNION
43.56272750460761, 1.3404019846124795;"{""coordinates"": [1.34040198461248, 43.56272750460761], ""type"": ""Point""}";6192449487677451;tisseo;3910;La Ramée Sud;CHEMIN DE LARRAMET;1565930.0;2263838.0;1565926.9;2263833.1;1565929.32821466;2263837.47078638;48;48/2;bus;31557;TOURNEFEUILLE
43.65814969930369, 1.3762313974873157;"{""coordinates"": [1.376231397487316, 43.65814969930369], ""type"": ""Point""}";6192449487677451;tisseo;16430;La Rhune;ROUTE DE GRENADE;1569029.0;2274381.0;1569022.6;2274377.5;1569027.04144326;2274379.79642805;71;71/29;bus;31056;BEAUZELLE
43.625836412910736, 1.5293478973586812;"{""coordinates"": [1.529347897358681, 43.625836412910736], ""type"": ""Point""}";6192449487677451;tisseo;17461;La Seillonne;ROUTE DE BALMA;1581315.0;2270564.0;1581321.8;2270557.5;1581318.599078;2270561.3411064;102 106;102/3 106;TAD bus;31418;PIN-BALMA
43.47688273257021, 1.5006138748673998;"{""coordinates"": [1.5006138748674, 43.47688273257021], ""type"": ""Point""}";6192449487677451;tisseo;25871;La Serre Beauregard;DOMAINE DU VILLARET;1578701.0;2254059.0;1578692.4;2254063.6;1578696.89438202;2254061.40898877;202;202/2;bus;31151;CORRONSAC
43.4623426239041, 1.5060993549609;"{""coordinates"": [1.5060993549609, 43.4623426239041], ""type"": ""Point""}";6192449487677451;tisseo;25840;La Tour;ROUTE DE CORONSSAC;1579116.0;2252436.0;1579118.8;2252440.5;1579115.90728241;2252436.42174241;202;202/1;bus;31366;MONTBRUN-LAURAGAIS
43.63381832161157, 1.4357814852972994;"{""coordinates"": [1.435781485297299, 43.63381832161157], ""type"": ""Point""}";6192449487677451;tisseo;50170;La Vache;INCONNU;1573718.0;2271566.0;1573714.5;2271568.3;1573718.97213596;2271566.06393202;B;B/16;metro;31555;TOULOUSE
43.633644136291856, 1.4349142161779311;"{""coordinates"": [1.434914216177931, 43.633644136291856], ""type"": ""Point""}";6192449487677451;tisseo;22314;La Vache;INCONNU;1573711.0;2271569.0;1573711.4;2271573.2;1573711.69370951;2271568.20864419;59;59/45 59/47 59/50 59/51;bus;31555;TOULOUSE
43.63356616186697, 1.4351393139816002;"{""coordinates"": [1.4351393139816, 43.63356616186697], ""type"": ""Point""}";6192449487677451;tisseo;22310;La Vache;TRAVÉE_LA VACHE1;1573729.0;2271560.0;1573729.2;2271556.7;1573729.2424868;2271561.69981644;SC36 SC37 SC41;SC36/10 SC36/11 SC37/13 SC37/14 SC41/4;scolaire;31555;TOULOUSE
43.633565323606184, 1.4350773639411512;"{""coordinates"": [1.435077363941151, 43.633565323606184], ""type"": ""Point""}";6192449487677451;tisseo;22318;La Vache;TRAVÉE_LA VACHE1;1573724.0;2271560.0;1573724.0;2271556.8;1573724.04292582;2271561.79981374;169;169/5 169/6;bus;31555;TOULOUSE
43.50476149912776, 1.6202325113704454;"{""coordinates"": [1.620232511370445, 43.50476149912776], ""type"": ""Point""}";6192449487677451;tisseo;25071;La Vierge;D31;1588428.0;2256990.0;1588415.1;2256994.4;1588419.8715415;2256992.90588095;201;201/10;bus;31192;FOURQUEVAUX
43.704196894858846, 1.4640369582306956;"{""coordinates"": [1.464036958230696, 43.704196894858846], ""type"": ""Point""}";6192449487677451;tisseo;14560;Labastidole;CHEMIN DE LABASTIDOLE;1576204.0;2279363.0;1576206.3;2279369.0;1576204.40163142;2279364.37439769;113 26 33 SC10 SC22 SC34 SC35;113/3 26/6 33/12 33/13 33/15 SC10/3 SC22/1 SC34/4 SC35/7;bus scolaire;31410;PECHBONNIEU
43.548036726808455, 1.5136951169973791;"{""coordinates"": [1.513695116997379, 43.548036726808455], ""type"": ""Point""}";6192449487677451;tisseo;18720;Labège Innopole Gare SNCF;D57 B;1579899.0;2261944.0;1579903.5;2261939.6;1579900.22534731;2261943.37844541;109;109/11;bus;31254;LABÈGE
43.614091376593734, 1.508480962831751;"{""coordinates"": [1.508480962831751, 43.614091376593734], ""type"": ""Point""}";6192449487677451;tisseo;17620;Lac St-Clair;CHEMIN DE SIRONIS;1579608.0;2269289.0;1579607.1;2269292.7;1579608.51242465;2269287.90364132;106 51;106 51/11;TAD bus;31044;BALMA
43.6641244422349, 1.4143282434912419;"{""coordinates"": [1.414328243491242, 43.6641244422349], ""type"": ""Point""}";6192449487677451;tisseo;7800;Lacourtensourt Gare SNCF;AVENUE DES ÉTATS-UNIS;1572114.0;2274986.0;1572109.8;2274983.6;1572114.05468059;2274986.22634596;59 SC32;59/45 59/51 SC32/10;bus scolaire;31022;AUCAMVILLE
43.71604855586914, 1.3901775376904728;"{""coordinates"": [1.390177537690473, 43.71604855586914], ""type"": ""Point""}";6192449487677451;tisseo;32490;Lacs;RUE DES LACS;1570277.0;2280791.0;1570271.7;2280788.5;1570276.17213595;2280790.73606798;59 SC43;59/45 SC43/2;bus scolaire;31293;LESPINASSE
43.50733153324617, 1.4145481392130317;"{""coordinates"": [1.414548139213032, 43.50733153324617], ""type"": ""Point""}";6192449487677451;tisseo;12051;Ladevan;CHEMIN DE LADEVAN;1571803.0;2257569.0;;;1571803.0;2257569.0;119;119;TAD;31259;LACROIX-FALGARDE
43.59642846781474, 1.4732761920811874;"{""coordinates"": [1.473276192081187, 43.59642846781474], ""type"": ""Point""}";6192449487677451;tisseo;3961;Lafilaire;BOULEVARD DELTOUR;1576731.0;2267378.0;1576726.1;2267377.6;1576731.0402484;2267378.37067875;23 37 51;23/50 37/17 51/11;bus;31555;TOULOUSE
43.595897179363135, 1.4732647053942873;"{""coordinates"": [1.473264705394287, 43.595897179363135], ""type"": ""Point""}";6192449487677451;tisseo;3960;Lafilaire;BOULEVARD DELTOUR;1576729.0;2267319.0;1576734.7;2267320.1;1576729.75147797;2267319.38436758;23 37 51;23/49 37/16 51/10;bus;31555;TOULOUSE
43.60133876905444, 1.4976313409027164;"{""coordinates"": [1.497631340902716, 43.60133876905444], ""type"": ""Point""}";6192449487677451;tisseo;17320;Lagarde;AVENUE DE LAGARDE;1578707.0;2267888.0;1578710.6;2267882.9;1578707.82649902;2267887.06025147;72;72/112;bus;31044;BALMA
43.54881459321512, 1.5132801331378511;"{""coordinates"": [1.513280133137851, 43.54881459321512], ""type"": ""Point""}";6192449487677451;tisseo;18980;Lalande;ROUTE DE BAZIÈGE LA LAURAGAISE;1579867.0;2262031.0;1579868.7;2262035.1;1579866.21930531;2262030.75878429;80;80/12;bus;31254;LABÈGE
43.54892242877255, 1.5132651322015007;"{""coordinates"": [1.513265132201501, 43.54892242877255], ""type"": ""Point""}";6192449487677451;tisseo;18981;Lalande;ROUTE DE BAZIÈGE LA LAURAGAISE;1579866.0;2262043.0;1579863.5;2262038.1;1579865.97262124;2262042.44581916;80;80/11;bus;31254;LABÈGE
43.45822672591761, 1.3805976207070683;"{""coordinates"": [1.380597620707068, 43.45822672591761], ""type"": ""Point""}";6192449487677451;tisseo;70730;Lanasse;ROUTE DE LABARTHE;1568953.0;2252167.0;1568950.9;2252161.9;1568953.28273907;2252166.29574277;316;316/10;bus;31248;LABARTHE-SUR-LÈZE
43.57311751193507, 1.4161463588224747;"{""coordinates"": [1.416146358822475, 43.57311751193507], ""type"": ""Point""}";6192449487677451;tisseo;23021;Landes;RUE DE LA TOURAINE;1572070.0;2264874.0;1572068.5;2264868.5;1572070.36221566;2264873.14027508;13;13/9;bus;31555;TOULOUSE
43.58614348860929, 1.4749947367573741;"{""coordinates"": [1.474994736757374, 43.58614348860929], ""type"": ""Point""}";6192449487677451;tisseo;3980;Langevin;AVENUE JEAN RIEUX;1576849.0;2266233.0;1576852.5;2266236.1;1576848.39996591;2266233.23823124;51 L08;51/10 L08/52;bus lineo;31555;TOULOUSE
43.63602833408209, 1.4528750694506447;"{""coordinates"": [1.452875069450645, 43.63602833408209], ""type"": ""Point""}";6192449487677451;tisseo;8100;Lanusse;AVENUE MAURICE BOURGÈS-MAUNOURY;1575165.0;2271807.0;1575161.6;2271807.9;1575166.59998092;2271807.8861879;19 L12;19/29 L12/26;bus lineo;31555;TOULOUSE
43.55076508536144, 1.4703079859107768;"{""coordinates"": [1.470307985910777, 43.55076508536144], ""type"": ""Point""}";6192449487677451;tisseo;14831;Lapeyrade;AVENUE TOLOSANE;1576399.0;2262310.0;1576394.5;2262308.2;1576399.11538462;2262310.12307692;56 81 82;56/8 81/15 82/62 82/63;bus;31446;RAMONVILLE-SAINT-AGNE
43.58991543994604, 1.3765226977123024;"{""coordinates"": [1.376522697712302, 43.58991543994604], ""type"": ""Point""}";6192449487677451;tisseo;3841;Lardenne;AVENUE DE LARDENNE;1568906.0;2266801.0;1568906.6;2266807.0;1568906.38281388;2266802.00471921;L03;L03/10;lineo;31555;TOULOUSE
43.58954821317825, 1.3766563177676059;"{""coordinates"": [1.376656317767606, 43.58954821317825], ""type"": ""Point""}";6192449487677451;tisseo;3843;Lardenne;CHEMIN DE FERROLÈBRES;1568916.0;2266760.0;1568921.2;2266757.1;1568916.97427283;2266759.77268215;46;46/2;bus;31555;TOULOUSE
43.58971471964865, 1.3769739154923335;"{""coordinates"": [1.376973915492334, 43.58971471964865], ""type"": ""Point""}";6192449487677451;tisseo;3845;Lardenne;CHEMIN DE FERROLÈBRES;1568942.0;2266778.0;1568936.8;2266781.7;1568941.05829158;2266779.07951287;SC03;SC03/3;scolaire;31555;TOULOUSE
43.51768256506996, 1.3463878023489473;"{""coordinates"": [1.346387802348947, 43.51768256506996], ""type"": ""Point""}";6192449487677451;tisseo;20730;Las Fonsès;ROUTE DE VILLENEUVE;1566315.0;2258825.0;1566311.5;2258818.7;1566309.02168853;2258814.3898931;85;85/12 85/19;bus;31588;VILLENEUVE-TOLOSANE
43.59308940497388, 1.5733878733426399;"{""coordinates"": [1.57338787334264, 43.59308940497388], ""type"": ""Point""}";6192449487677451;tisseo;22101;Lasserre;CHEMIN LASSERRE;1584807.0;2266865.0;1584803.8;2266860.2;1584807.15759712;2266863.90493476;103 106 107;103/19 103/20 106 107/7;TAD bus;31184;FLOURENS
43.59280692100005, 1.573840358180439;"{""coordinates"": [1.573840358180439, 43.59280692100005], ""type"": ""Point""}";6192449487677451;tisseo;22100;Lasserre;CHEMIN LASSERRE;1584843.0;2266833.0;1584844.4;2266835.9;1584842.12764829;2266831.44619065;103 106 107;103/18 103/21 106 107/6;TAD bus;31184;FLOURENS
43.6784426886224, 1.3674052899816385;"{""coordinates"": [1.367405289981638, 43.6784426886224], ""type"": ""Point""}";6192449487677451;tisseo;16951;Laubis;CHEMIN DE PERCIN;1568361.0;2276649.0;1568352.9;2276647.4;1568357.651442;2276648.95685546;130 171 71;130/4 130/8 171 71/29;TAD bus;31541;SEILH
43.5867245545991, 1.5345130647584415;"{""coordinates"": [1.534513064758442, 43.5867245545991], ""type"": ""Point""}";6192449487677451;tisseo;17890;Lauragais;ROUTE DE CASTRES;1581656.0;2266212.0;1581654.7;2266217.4;1581655.82429753;2266212.52804402;106 107 84 SC06;106 107/6 84/44 84/45 SC06/11 SC06/12;TAD bus scolaire;31445;QUINT-FONSEGRIVES
43.586609337016334, 1.5339461424432281;"{""coordinates"": [1.533946142443228, 43.586609337016334], ""type"": ""Point""}";6192449487677451;tisseo;17891;Lauragais;ROUTE DE CASTRES;1581610.0;2266200.0;1581612.5;2266195.7;1581609.97826962;2266200.01750807;106 107 84 SC06;106 107/7 84/44 84/45 SC06/10 SC06/9;TAD bus scolaire;31445;QUINT-FONSEGRIVES
43.565607976700996, 1.512190462917083;"{""coordinates"": [1.512190462917083, 43.565607976700996], ""type"": ""Point""}";6192449487677451;tisseo;27331;Laure Delerot;ROUTE DE REVEL;1579812.0;2263898.0;1579809.0;2263893.1;1579811.45979503;2263897.45309182;109 L09;109/12 L09/33;bus;31555;TOULOUSE
43.62240301162772, 1.4633075891805638;"{""coordinates"": [1.463307589180564, 43.62240301162772], ""type"": ""Point""}";6192449487677451;tisseo;8051;Le Brix;AVENUE DE LAVAUR;1575979.0;2270278.0;1575982.5;2270283.3;1575980.12950088;2270278.8976445;L12;L12/25;lineo;31555;TOULOUSE
43.63297163595288, 1.5079946234101351;"{""coordinates"": [1.507994623410135, 43.63297163595288], ""type"": ""Point""}";6192449487677451;tisseo;21370;Le Chapitre;D66;1579606.0;2271387.0;1579604.7;2271390.9;1579606.60374903;2271386.27660951;106 20;106 20/84;TAD bus;31044;BALMA
43.68881353496483, 1.5039854434729398;"{""coordinates"": [1.50398544347294, 43.68881353496483], ""type"": ""Point""}";6192449487677451;tisseo;10901;Le Fossat;ROUTE DE BARRANQUET;1579393.0;2277596.0;1579398.5;2277593.3;1579394.35138945;2277596.09088346;76;76/43;bus;31273;LAPEYROUSE-FOSSAT
43.71645304658303, 1.4508576602099088;"{""coordinates"": [1.450857660209909, 43.71645304658303], ""type"": ""Point""}";6192449487677451;tisseo;21550;Le Grand;ROUTE DE GRATENTOUR;1575167.0;2280744.0;1575164.4;2280739.5;1575166.98434549;2280743.78032223;33;33/11 33/14;bus;31410;PECHBONNIEU
43.517144410416286, 1.3340066443271883;"{""coordinates"": [1.334006644327188, 43.517144410416286], ""type"": ""Point""}";6192449487677451;tisseo;12921;Le Parc;AVENUE DES PYRÉNÉES;1565313.0;2258785.0;;;1565313.0;2258785.0;58 87;58/1 58/2 58/3 58/4 58/5 58/6 87/35;bus;31203;FROUZINS
43.53023204852168, 1.4582506638659316;"{""coordinates"": [1.458250663865932, 43.53023204852168], ""type"": ""Point""}";6192449487677451;tisseo;14671;Le Pastel;D4 C;1575383.0;2260047.0;;;1575383.0;2260047.0;119;119;TAD;31411;PECHBUSQUE
43.609346960239314, 1.4315974249689696;"{""coordinates"": [1.43159742496897, 43.609346960239314], ""type"": ""Point""}";6192449487677451;tisseo;4120;Leclerc;BOULEVARD LASCROSSES;1573393.0;2268875.0;1573388.6;2268877.1;1573390.5379432;2268872.4908378;45 L14;45/7 L14/1;bus lineo;31555;TOULOUSE
43.60925804820238, 1.4323430725827448;"{""coordinates"": [1.432343072582745, 43.60925804820238], ""type"": ""Point""}";6192449487677451;tisseo;4123;Leclerc;BOULEVARD DU MARÉCHAL LECLERC;1573453.0;2268864.0;1573451.1;2268866.1;1573455.52006488;2268863.7626882;63 L01;63/2 L01/14 L01/20;bus lineo;31555;TOULOUSE
43.58352368219001, 1.4880014728717328;"{""coordinates"": [1.488001472871733, 43.58352368219001], ""type"": ""Point""}";6192449487677451;tisseo;3851;Ledormeur;CHEMIN DE LA TERRASSE;1577894.0;2265923.0;1577890.1;2265919.9;1577894.027918;2265922.9905907;23 37;23/50 37/17;bus;31555;TOULOUSE
43.576818569013405, 1.5499317338142966;"{""coordinates"": [1.549931733814297, 43.576818569013405], ""type"": ""Point""}";6192449487677451;tisseo;24310;Leiria;D18;1582882.0;2265090.0;1582886.2;2265098.5;1582884.1736809;2265093.92900111;104 106;104/3 106;TAD bus;31445;QUINT-FONSEGRIVES
43.5975937524307, 1.4036073526256652;"{""coordinates"": [1.403607352625665, 43.5975937524307], ""type"": ""Point""}";6192449487677451;tisseo;3831;Lemire;VOIE DU TOEC;1571109.0;2267612.0;1571115.1;2267612.0;1571110.18563907;2267612.92144268;L02;L02/9;lineo;31555;TOULOUSE
43.485069279213114, 1.427155648028091;"{""coordinates"": [1.427155648028091, 43.485069279213114], ""type"": ""Point""}";6192449487677451;tisseo;13730;Les Crêtes;CHEMIN DES CRÊTES;1572776.0;2255077.0;;;1572776.0;2255077.0;119;119;TAD;31227;GOYRANS
43.6871557283904, 1.4948464075857293;"{""coordinates"": [1.494846407585729, 43.6871557283904], ""type"": ""Point""}";6192449487677451;tisseo;10871;Les Deux Cèdres;ROUTE DU CHÂTEAU D'EAU;1578653.0;2277425.0;1578655.7;2277419.4;1578653.67776296;2277423.97280629;SC10 SC21;SC10/3 SC21/2;scolaire;31484;SAINT-GENIÈS-BELLEVUE
