Geo Point;Geo Shape;CODE_EXPL;NOM_EXPL;ID_HASTUS;NOM_ARRET;ADRESSE;X_PHYS;Y_PHYS;X_PROJ;Y_PROJ;X_DECALE;Y_DECALE;CONC_LIGNE;CONC_PTY;CONC_MODE;CODE_INSEE;COMMUNE
43.638744705967795, 1.5215252808441853;"{""coordinates"": [1.521525280844185, 43.638744705967795], ""type"": ""Point""}";6192449487677451;tisseo;21281;Mont Pin;CHEMIN DE MIREILLE;1580709.0;2272009.0;1580714.4;2272006.5;1580710.04212231;2272008.9513062;20;20/85 20/86;bus;31389;MONTRABÉ
43.58688110445862, 1.4817879076007112;"{""coordinates"": [1.481787907600711, 43.58688110445862], ""type"": ""Point""}";6192449487677451;tisseo;4791;Mont Ventoux;CHEMIN DE LA TERRASSE;1577399.0;2266305.0;1577395.4;2266299.9;1577398.36430965;2266303.92652062;23 37;23/50 37/17;bus;31555;TOULOUSE
43.647530944605116, 1.5278950742565374;"{""coordinates"": [1.527895074256537, 43.647530944605116], ""type"": ""Point""}";6192449487677451;tisseo;21351;Montrabé Stade;ALLÉE DE L'AUTAN;1581240.0;2272976.0;1581245.6;2272972.7;1581241.81226312;2272975.96390093;20;20/85 20/86;bus;31389;MONTRABÉ
43.617307635444384, 1.319029657507852;"{""coordinates"": [1.319029657507852, 43.617307635444384], ""type"": ""Point""}";6192449487677451;tisseo;26970;Morbihan;BOULEVARD VICTOR HUGO;1564325.0;2269935.0;1564328.5;2269929.8;1564326.51598853;2269934.38952051;L02;L02/8;lineo;31149;COLOMIERS
43.577221929150426, 1.4399141264614672;"{""coordinates"": [1.439914126461467, 43.577221929150426], ""type"": ""Point""}";6192449487677451;tisseo;4740;Mouettes;ALLÉE HENRI SELLIER;1573998.0;2265294.0;1573997.4;2265287.7;1573997.83368277;2265292.68115642;44;44/53;bus;31555;TOULOUSE
43.420660070986216, 1.3737604538220178;"{""coordinates"": [1.373760453822018, 43.420660070986216], ""type"": ""Point""}";6192449487677451;tisseo;70550;Moulin D'Augé;ROUTE DE LAGARDELLE;1568319.0;2248005.0;1568321.0;2248008.4;1568318.86781761;2248003.87741244;314;314/2;bus;31165;EAUNES
43.66569078682528, 1.4401557039083017;"{""coordinates"": [1.440155703908302, 43.66569078682528], ""type"": ""Point""}";6192449487677451;tisseo;4750;Moulis;ROUTE DE LAUNAGUET;1574200.0;2275121.0;1574195.5;2275122.5;1574200.43493406;2275121.69599389;60;60/11 60/209 60/212;bus;31282;LAUNAGUET
43.465008489339816, 1.3246850846796614;"{""coordinates"": [1.324685084679661, 43.465008489339816], ""type"": ""Point""}";6192449487677451;tisseo;24006;Muret Gare SNCF - Parvis;MURET GARE SNCF_TRAVÉE3;1564444.0;2253009.0;1564448.0;2253007.8;1564443.56916291;2253010.1167952;314 317;314/1 314/2 317/10 317/11;bus;31395;MURET
43.54956812778128, 1.538461425995296;"{""coordinates"": [1.538461425995296, 43.54956812778128], ""type"": ""Point""}";6192449487677451;tisseo;18440;Mûriers;AVENUE AUGUSTIN LABOUILHE;1581903.0;2262079.0;1581901.5;2262082.6;1581904.24464459;2262078.42065482;83;83/5;bus;31506;SAINT-ORENS-DE-GAMEVILLE
43.5795214236381, 1.2857916953736501;"{""coordinates"": [1.28579169537365, 43.5795214236381], ""type"": ""Point""}";6192449487677451;tisseo;22460;Mûriers;RUE DES MÛRIERS;1561557.0;2265792.0;1561555.1;2265794.9;1561558.18910776;2265790.96840831;121 55;121/8 55/8;bus;31424;PLAISANCE-DU-TOUCH
43.549602247120674, 1.5383120857792258;"{""coordinates"": [1.538312085779226, 43.549602247120674], ""type"": ""Point""}";6192449487677451;tisseo;18441;Mûriers;AVENUE AUGUSTIN LABOUILHE;1581891.0;2262083.0;1581894.6;2262078.1;1581892.28006342;2262082.52844863;83;83/4;bus;31506;SAINT-ORENS-DE-GAMEVILLE
43.55143723111613, 1.4572204422136856;"{""coordinates"": [1.457220442213686, 43.55143723111613], ""type"": ""Point""}";6192449487677451;tisseo;4910;Narrade;D35 A;1575343.0;2262404.0;1575348.8;2262404.9;1575343.81205456;2262404.5530125;54;54/17 54/81;bus;31555;TOULOUSE
43.605250074209316, 1.4793736561306934;"{""coordinates"": [1.479373656130693, 43.605250074209316], ""type"": ""Point""}";6192449487677451;tisseo;4922;Navarre;AVENUE JEAN CHAUBET;1577241.0;2268349.0;1577243.0;2268342.7;1577241.64783849;2268347.51369497;51;51/10;bus;31555;TOULOUSE
43.60515075578495, 1.4793513535023504;"{""coordinates"": [1.47935135350235, 43.60515075578495], ""type"": ""Point""}";6192449487677451;tisseo;4923;Navarre;AVENUE JEAN CHAUBET;1577239.0;2268338.0;1577238.1;2268341.3;1577239.42578242;2268336.47897304;51;51/11;bus;31555;TOULOUSE
43.60466719341493, 1.4802305824390902;"{""coordinates"": [1.48023058243909, 43.60466719341493], ""type"": ""Point""}";6192449487677451;tisseo;4920;Navarre;CHEMIN DU CHÂTEAU DE L'HERS;1577309.0;2268283.0;1577313.9;2268285.1;1577309.34039247;2268283.04817661;L12;L12/25;lineo;31555;TOULOUSE
43.604883177338074, 1.4802252049272364;"{""coordinates"": [1.480225204927236, 43.604883177338074], ""type"": ""Point""}";6192449487677451;tisseo;4921;Navarre;CHEMIN DU CHÂTEAU DE L'HERS;1577309.0;2268307.0;1577304.9;2268305.0;1577309.45719866;2268307.05716805;L12;L12/26;lineo;31555;TOULOUSE
43.46115062412971, 1.324370486490839;"{""coordinates"": [1.324370486490839, 43.46115062412971], ""type"": ""Point""}";6192449487677451;tisseo;13130;Niel;ROUTE D'EAUNES;1564410.0;2252581.0;1564413.7;2252581.7;1564408.71800996;2252581.27600085;302 303 306 310 314 58;302/1 303/5 306/10 306/11 310/6 314/2 58/18 58/19 58/20;bus;31395;MURET
43.665729172163815, 1.496094529537818;"{""coordinates"": [1.496094529537818, 43.665729172163815], ""type"": ""Point""}";6192449487677451;tisseo;21641;Négrier;CHEMIN VERDALE;1578711.0;2275043.0;1578715.7;2275039.0;1578711.90204192;2275042.2520016;76;76/43;bus;31488;SAINT-JEAN
43.66488980694537, 1.4952347941745914;"{""coordinates"": [1.495234794174591, 43.66488980694537], ""type"": ""Point""}";6192449487677451;tisseo;21640;Négrier;CHEMIN VERDALE;1578640.0;2274951.0;1578637.1;2274955.4;1578640.21122064;2274951.48588373;76;76/42;bus;31488;SAINT-JEAN
43.638373916696544, 1.4715323540366128;"{""coordinates"": [1.471532354036613, 43.638373916696544], ""type"": ""Point""}";6192449487677451;tisseo;5161;Ohnet;AVENUE D'ATLANTA;1576675.0;2272040.0;1576678.9;2272042.7;1576675.12697239;2272039.41910642;33 43 76 SC02;33/12 33/13 33/15 43/124 76/43 SC02/3;bus scolaire;31555;TOULOUSE
43.55488242065709, 1.4283043181330322;"{""coordinates"": [1.428304318133032, 43.55488242065709], ""type"": ""Point""}";6192449487677451;tisseo;23061;Oncopole - Lise Enjalbert;AVENUE IRÈNE JOLIOT-CURIE;1573014.0;2262830.0;1573015.0;2262837.7;1573014.31227242;2262832.74752276;13 25 L05;13/10 25/3 L05/17 L05/27;bus lineo;31555;TOULOUSE
43.555280488016166, 1.427786560639204;"{""coordinates"": [1.427786560639204, 43.555280488016166], ""type"": ""Point""}";6192449487677451;tisseo;23060;Oncopole - Lise Enjalbert;AVENUE IRÈNE JOLIOT-CURIE;1572973.0;2262875.0;1572973.1;2262873.0;1572973.80097274;2262877.95061988;13 25 L05;13/9 25/1 L05/18 L05/24;bus lineo;31555;TOULOUSE
43.55538015834675, 1.4318069956608046;"{""coordinates"": [1.431806995660805, 43.55538015834675], ""type"": ""Point""}";6192449487677451;tisseo;23059;Oncopole Courrière;AVENUE HUBERT CURIEN;1573298.0;2262880.0;1573294.5;2262874.6;1573299.46551724;2262874.0137931;13 25 L05;13/10 25/3 L05/17 L05/27;bus lineo;31555;TOULOUSE
43.60931644157928, 1.3486008781549954;"{""coordinates"": [1.348600878154995, 43.60931644157928], ""type"": ""Point""}";6192449487677451;tisseo;16122;Oratoire;ALLÉE DE NAUROUZE;1566694.0;2269000.0;1566694.9;2268993.7;1566694.77758772;2268998.6985013;25 L02;25/1 L02/8;bus lineo;31149;COLOMIERS
43.54248973149702, 1.5432468138098534;"{""coordinates"": [1.543246813809853, 43.54248973149702], ""type"": ""Point""}";6192449487677451;tisseo;18461;Orée du Bois;AVENUE DE REVEL;1582276.0;2261286.0;1582272.3;2261281.8;1582275.38119964;2261285.73779112;83 L07;83/5 L07/50;bus lineo;31506;SAINT-ORENS-DE-GAMEVILLE
43.56142253816491, 1.391987197935809;"{""coordinates"": [1.391987197935809, 43.56142253816491], ""type"": ""Point""}";6192449487677451;tisseo;4731;Ourliac;D980;1570094.0;2263612.0;1570091.0;2263607.2;1570094.07635427;2263611.14157892;25 49 50 58 85;25/1 49/2 50/2 58/1 58/2 58/3 58/4 85/19;bus;31555;TOULOUSE
43.42048444215437, 1.3163927168504332;"{""coordinates"": [1.316392716850433, 43.42048444215437], ""type"": ""Point""}";6192449487677451;tisseo;70330;P. Mendès France;AVENUE HENRI PEYRUSSE;1563674.0;2248077.0;1563678.7;2248075.7;1563674.19029949;2248077.85930575;310;310/6;bus;31395;MURET
43.522627768410324, 1.322239768316733;"{""coordinates"": [1.322239768316733, 43.522627768410324], ""type"": ""Point""}";6192449487677451;tisseo;29020;Painlevé;CHEMIN DES MAILHEAUX;1564374.0;2259413.0;1564371.4;2259415.1;1564375.69703352;2259412.54353702;321 L11;321/5 L11/14;bus lineo;31203;FROUZINS
43.52518450558162, 1.3872987371265482;"{""coordinates"": [1.387298737126548, 43.52518450558162], ""type"": ""Point""}";6192449487677451;tisseo;11191;Palarin;AVENUE DE LA GARE;1569638.0;2259594.0;1569644.6;2259591.0;1569640.38524193;2259593.68989595;321 49 85;321/4 49/2 85/19;bus;31433;PORTET-SUR-GARONNE
43.64716588552359, 1.4651755393387274;"{""coordinates"": [1.465175539338727, 43.64716588552359], ""type"": ""Point""}";6192449487677451;tisseo;26531;Paléficat;CHEMIN VIREBENT;1576180.0;2273026.0;1576185.1;2273023.2;1576180.10135153;2273023.31624765;114;114/7;bus;31555;TOULOUSE
43.62104658282139, 1.5103060100073884;"{""coordinates"": [1.510306010007388, 43.62104658282139], ""type"": ""Point""}";6192449487677451;tisseo;17430;Paradoux;AVENUE GEORGES CLEMENCEAU;1579769.0;2270059.0;1579769.8;2270066.2;1579769.65638112;2270061.20206306;102 103 106;102/5 103/18 103/21 106;TAD bus;31044;BALMA
43.52217345843843, 1.4228357781468945;"{""coordinates"": [1.422835778146895, 43.52217345843843], ""type"": ""Point""}";6192449487677451;tisseo;12031;Parc Confluent;RUE DE FOURBET;1572504.0;2259205.0;;;1572504.0;2259205.0;119;119;TAD;31433;PORTET-SUR-GARONNE
43.56047840743731, 1.5299063137930728;"{""coordinates"": [1.529906313793073, 43.56047840743731], ""type"": ""Point""}";6192449487677451;tisseo;18391;Partanaïs;AVENUE DE LA MARQUEILLE;1581233.0;2263303.0;1581232.6;2263296.6;1581233.42199493;2263301.53196962;83;83/5;bus;31506;SAINT-ORENS-DE-GAMEVILLE
43.61354858425471, 1.4314151085580797;"{""coordinates"": [1.43141510855808, 43.61354858425471], ""type"": ""Point""}";6192449487677451;tisseo;5201;Passerelle Haedens;BOULEVARD DE LA MARQUETTE;1573387.0;2269342.0;1573390.5;2269336.6;1573387.96489937;2269340.90967107;15 70;15/4 70/23 70/26;bus;31555;TOULOUSE
43.59741360611465, 1.5390501243207806;"{""coordinates"": [1.539050124320781, 43.59741360611465], ""type"": ""Point""}";6192449487677451;tisseo;17531;Rebeillou;ROUTE LASBORDES;1582043.0;2267393.0;;;1582043.0;2267393.0;106;106;TAD;31184;FLOURENS
43.6446896694108, 1.452965306178916;"{""coordinates"": [1.452965306178916, 43.6446896694108], ""type"": ""Point""}";6192449487677451;tisseo;7191;Vignes;RUE DES VIGNES;1575190.0;2272769.0;1575196.8;2272769.4;1575191.81279305;2272769.75744487;26 SC33 SC34 SC35;26/15 26/6 SC33/3 SC34/4 SC35/7;bus scolaire;31555;TOULOUSE
43.69476518189772, 1.4386423901796137;"{""coordinates"": [1.438642390179614, 43.69476518189772], ""type"": ""Point""}";6192449487677451;tisseo;14770;Vignes;RUE DES VIGNES;1574138.0;2278353.0;1574141.5;2278355.8;1574137.92212897;2278352.30731638;113;113/4;bus;31116;CASTELGINEST
43.51599157387687, 1.4171316466048753;"{""coordinates"": [1.417131646604875, 43.51599157387687], ""type"": ""Point""}";6192449487677451;tisseo;12040;Vigoulet Auzil;D4;1572030.0;2258527.0;;;1572030.0;2258527.0;119;119;TAD;31433;PORTET-SUR-GARONNE
43.45167268532822, 1.4012475921008054;"{""coordinates"": [1.401247592100805, 43.45167268532822], ""type"": ""Point""}";6192449487677451;tisseo;70670;Village;CHEMIN DE LAGARDELLE;1570610.0;2251407.0;1570616.6;2251406.6;1570611.69497651;2251407.5699199;316;316/10;bus;31248;LABARTHE-SUR-LÈZE
43.525338089928425, 1.340959435984677;"{""coordinates"": [1.340959435984677, 43.525338089928425], ""type"": ""Point""}";6192449487677451;tisseo;36140;Villeneuve Centre;AVENUE DE CUGNAUX;1565893.0;2259684.0;1565897.3;2259683.9;1565892.30433463;2259684.10815272;L11;L11/27 L11/31;lineo;31588;VILLENEUVE-TOLOSANE
43.58515705351597, 1.3851574595118945;"{""coordinates"": [1.385157459511895, 43.58515705351597], ""type"": ""Point""}";6192449487677451;tisseo;7261;Villèle;CHEMIN DE RAMELET-MOUNDI;1569593.0;2266259.0;1569592.2;2266262.6;1569593.55653367;2266257.78753531;46 67;46/2 67/16;bus;31555;TOULOUSE
43.669828769946626, 1.516604686585418;"{""coordinates"": [1.516604686585418, 43.669828769946626], ""type"": ""Point""}";6192449487677451;tisseo;10642;Viste;ROUTE D'ALBI;1580373.0;2275469.0;1580368.2;2275478.0;1580365.5725356;2275482.25398999;SC01;SC01/3;scolaire;31462;ROUFFIAC-TOLOSAN
43.50345750251891, 1.320786883446758;"{""coordinates"": [1.320786883446758, 43.50345750251891], ""type"": ""Point""}";6192449487677451;tisseo;12990;Vitarelles;ROUTE DE TOULOUSE;1564214.0;2257286.0;1564220.1;2257284.7;1564215.47170478;2257286.59179368;58;58/126 58/129 58/134 58/18 58/19 58/20;bus;31547;SEYSSES
43.58746946029607, 1.3941126385309333;"{""coordinates"": [1.394112638530933, 43.58746946029607], ""type"": ""Point""}";6192449487677451;tisseo;2931;Vitarelles;CHEMIN DE RAMELET-MOUNDI;1570321.0;2266502.0;1570320.1;2266505.8;1570322.67247878;2266501.51253538;67;67/16;bus;31555;TOULOUSE
43.63526687654754, 1.4437595459650772;"{""coordinates"": [1.443759545965077, 43.63526687654754], ""type"": ""Point""}";6192449487677451;tisseo;7231;Voivenel;RUE ERNEST RENAN;1574428.0;2271736.0;1574433.8;2271735.6;1574428.83861062;2271736.22017367;41;41/5;bus;31555;TOULOUSE
43.516477535533525, 1.53508377644378;"{""coordinates"": [1.53508377644378, 43.516477535533525], ""type"": ""Point""}";6192449487677451;tisseo;28871;ZAC La Masquère;RUE DE L'HERS;1581566.0;2258408.0;1581571.5;2258407.1;1581566.60342123;2258408.11168983;204;204/12;bus;31169;ESCALQUENS
43.51649726131202, 1.5352193771439078;"{""coordinates"": [1.535219377143908, 43.51649726131202], ""type"": ""Point""}";6192449487677451;tisseo;28870;ZAC La Masquère;RUE DE L'HERS;1581577.0;2258410.0;1581572.4;2258411.5;1581577.29543037;2258410.48276772;204;204/11;bus;31169;ESCALQUENS
43.61187773383304, 1.4217567369934943;"{""coordinates"": [1.421756736993494, 43.61187773383304], ""type"": ""Point""}";6192449487677451;tisseo;27410;ZAC Ponts Jumeaux;BOULEVARD DE L'EMBOUCHURE;1572604.0;2269171.0;1572606.1;2269165.1;1572605.09633468;2269169.99822988;15 70 NCMT;15/4 70/23 70/26 NCMT/1;bus;31555;TOULOUSE
43.463830742835114, 1.5943972531255093;"{""coordinates"": [1.594397253125509, 43.463830742835114], ""type"": ""Point""}";6192449487677451;tisseo;25460;ZAC du Rivel Sud;D16;1586263.0;2252478.0;1586272.0;2252473.3;1586267.62246052;2252475.71601905;204;204/11;bus;31381;MONTGISCARD
43.490388758248756, 1.3154699023682526;"{""coordinates"": [1.315469902368253, 43.490388758248756], ""type"": ""Point""}";6192449487677451;tisseo;20300;ZI La Piche;ROUTE DE MURET;1563755.0;2255843.0;1563759.4;2255845.3;1563755.06688771;2255842.80517779;315 58;315/11 58/126 58/18 58/19 58/20;bus;31547;SEYSSES
43.535028600956544, 1.3875958051846315;"{""coordinates"": [1.387595805184632, 43.535028600956544], ""type"": ""Point""}";6192449487677451;tisseo;11000;ZI de Courties;BOULEVARD DES COURTIES;1569683.0;2260687.0;1569689.2;2260687.2;1569684.21059947;2260687.52539569;49;49/1;bus;31433;PORTET-SUR-GARONNE
43.585852159658714, 1.3769403547491519;"{""coordinates"": [1.376940354749152, 43.585852159658714], ""type"": ""Point""}";6192449487677451;tisseo;20400;Zamenhof;ALLÉE DU DOCTEUR LUDWIK LEJZER ZAMENHOF;1568931.0;2266349.0;1568927.6;2266346.3;1568931.08623093;2266349.88415874;46;46/1;bus;31555;TOULOUSE
43.688136134476814, 1.3369131229975344;"{""coordinates"": [1.336913122997534, 43.688136134476814], ""type"": ""Point""}";6192449487677451;tisseo;19871;Zone du Moulin;ROUTE DE SEILH;1565924.0;2277774.0;;;1565924.0;2277774.0;170 171;170 171;TAD;31032;AUSSONNE
43.56231831563167, 1.2647698799933023;"{""coordinates"": [1.264769879993302, 43.56231831563167], ""type"": ""Point""}";6192449487677451;tisseo;17100;Zoo Plaisance;RUE DES LANDES;1559820.0;2263916.0;1559825.3;2263912.6;1559821.61422927;2263915.97862312;116;116/3;bus;31424;PLAISANCE-DU-TOUCH
43.473539891267244, 1.551106605317857;"{""coordinates"": [1.551106605317857, 43.473539891267244], ""type"": ""Point""}";6192449487677451;tisseo;25631;Mairie Donneville;D813;1582779.0;2253616.0;1582763.1;2253602.3;1582766.9897059;2253605.44168554;205;205/2;bus;31162;DONNEVILLE
43.678921793008755, 1.3906865805421056;"{""coordinates"": [1.390686580542106, 43.678921793008755], ""type"": ""Point""}";6192449487677451;tisseo;13461;Mairie Fenouillet;RUE JEAN JAURÈS;1570239.0;2276666.0;1570243.1;2276671.3;1570240.35411057;2276667.1214726;SC32;SC32/10;scolaire;31182;FENOUILLET
43.59441631709014, 1.562779213341476;"{""coordinates"": [1.562779213341476, 43.59441631709014], ""type"": ""Point""}";6192449487677451;tisseo;17583;Mairie Flourens;RUE DU COLLÈGE;1583953.0;2267027.0;1583959.1;2267031.3;1583955.05194778;2267028.36516214;107;107/7;bus;31184;FLOURENS
43.55284716255353, 1.1914113410754108;"{""coordinates"": [1.191411341075411, 43.55284716255353], ""type"": ""Point""}";6192449487677451;tisseo;24641;Mairie Fontenilles;RUE DU 8 MAI 1945;1553872.0;2262989.0;1553860.7;2262991.2;1553865.60290338;2262990.21941931;401;401/8;bus;31188;FONTENILLES
43.55276229711772, 1.1911662807386794;"{""coordinates"": [1.191166280738679, 43.55276229711772], ""type"": ""Point""}";6192449487677451;tisseo;24640;Mairie Fontenilles;RUE DU 8 MAI 1945;1553852.0;2262980.0;1553860.0;2262980.5;1553855.01184836;2262980.84401046;401;401/6;bus;31188;FONTENILLES
43.72232209019519, 1.4314444530171215;"{""coordinates"": [1.431444453017122, 43.72232209019519], ""type"": ""Point""}";6192449487677451;tisseo;14142;Mairie Gratentour;D14;1573615.0;2281425.0;1573610.3;2281422.5;1573614.69645983;2281424.88141574;69;69/3;bus;31230;GRATENTOUR
43.72226675283446, 1.431346578933124;"{""coordinates"": [1.431346578933124, 43.72226675283446], ""type"": ""Point""}";6192449487677451;tisseo;14143;Mairie Gratentour;D14;1573607.0;2281419.0;1573611.0;2281421.4;1573606.62306474;2281418.9828865;69;69/4;bus;31230;GRATENTOUR
43.502611471367146, 1.5088999875508873;"{""coordinates"": [1.508899987550887, 43.502611471367146], ""type"": ""Point""}";6192449487677451;tisseo;26100;Mairie Pechabou;AVENUE D'OCCITANIE;1579422.0;2256905.0;1579417.2;2256905.1;1579422.19881894;2256904.99133002;202;202/1 202/2;bus;31409;PÉCHABOU
43.48906138039041, 1.5143864797185287;"{""coordinates"": [1.514386479718529, 43.48906138039041], ""type"": ""Point""}";6192449487677451;tisseo;26021;Mairie Pompertuzat;D94;1579839.0;2255392.0;1579830.0;2255401.3;1579833.6857707;2255397.92137686;202;202/2;bus;31429;POMPERTUZAT
43.5676095572402, 1.5061494348547062;"{""coordinates"": [1.506149434854706, 43.5676095572402], ""type"": ""Point""}";6192449487677451;tisseo;1390;Malepère;ROUTE DE REVEL;1579328.0;2264129.0;1579331.5;2264132.1;1579327.37979038;2264129.26735589;L09;L09/39;bus;31555;TOULOUSE
43.567194139830065, 1.5060481691148002;"{""coordinates"": [1.5060481691148, 43.567194139830065], ""type"": ""Point""}";6192449487677451;tisseo;27554;Malepère;MALEPÈRE 2;1579319.0;2264083.0;1579322.2;2264082.1;1579317.94436778;2264084.72479881;201;201/10 201/9;bus;31555;TOULOUSE
43.559425744123025, 1.4247831178678338;"{""coordinates"": [1.424783117867834, 43.559425744123025], ""type"": ""Point""}";6192449487677451;tisseo;4451;Marchant;INCONNU;1572739.0;2263340.0;1572734.8;2263341.5;1572739.6900129;2263340.45703608;13 L05;13/9 L05/17 L05/27;bus lineo;31555;TOULOUSE
43.54477661855358, 1.5066210341582502;"{""coordinates"": [1.50662103415825, 43.54477661855358], ""type"": ""Point""}";6192449487677451;tisseo;28860;Marco Polo;L'OCCITANE;1579321.0;2261592.0;1579325.8;2261595.1;1579321.73915334;2261592.18289109;204;204/11;bus;31254;LABÈGE
43.60906386640464, 1.5074516280956005;"{""coordinates"": [1.507451628095601, 43.60906386640464], ""type"": ""Point""}";6192449487677451;tisseo;17661;Max Linder;ROUTE DE MONS;1579515.0;2268732.0;1579513.4;2268726.4;1579514.9269003;2268731.16115275;106 72;106 72/113;TAD bus;31044;BALMA
43.58344319730469, 1.4150393267127477;"{""coordinates"": [1.415039326712748, 43.58344319730469], ""type"": ""Point""}";6192449487677451;tisseo;40050;Mermoz;RUE JEAN MERMOZ;1572035.0;2266027.0;1572040.4;2266023.7;1572036.06611;2266026.19347096;A;A/3;metro;31555;TOULOUSE
43.570251205011616, 1.386616393526105;"{""coordinates"": [1.386616393526105, 43.570251205011616], ""type"": ""Point""}";6192449487677451;tisseo;4770;Mesplé;RUE ROGER CAMBOULIVES;1569679.0;2264601.0;1569681.0;2264603.5;1569679.50059828;2264598.73018296;18 21 25 48 53 58 L11;18/41 18/49 21/16 21/20 25/3 48/3 53/2 58/5 58/6 L11/14;bus lineo;31555;TOULOUSE
43.47912049316701, 1.3531173980730897;"{""coordinates"": [1.35311739807309, 43.47912049316701], ""type"": ""Point""}";6192449487677451;tisseo;11871;Mesplé;RUE DES ÉCOLES;1566775.0;2254531.0;1566770.5;2254529.1;1566775.06152114;2254531.1475656;317;317/10;bus;31533;SAUBENS
43.656088710933346, 1.471423158698439;"{""coordinates"": [1.471423158698439, 43.656088710933346], ""type"": ""Point""}";6192449487677451;tisseo;28800;Mimosas;BOULEVARD DES FONTANELLES;1576702.0;2274008.0;1576700.2;2274012.7;1576702.4125153;2274008.21616503;42;42/5;bus;31561;L'UNION
43.620259821601316, 1.4358272904865848;"{""coordinates"": [1.435827290486585, 43.620259821601316], ""type"": ""Point""}";6192449487677451;tisseo;50151;Minimes - Cl. Nougaro;AVENUE DES MINIMES;1573754.0;2270122.0;;;1573754.0;2270122.0;B;B/15;metro;31555;TOULOUSE
43.6204582272233, 1.4357604534278108;"{""coordinates"": [1.435760453427811, 43.6204582272233], ""type"": ""Point""}";6192449487677451;tisseo;4460;Minimes - Claude Nougaro;AVENUE DES MINIMES;1573752.0;2270103.0;1573757.2;2270104.6;1573752.33235962;2270103.45716269;29;29/36;bus;31555;TOULOUSE
43.66098753100311, 1.4921319547116665;"{""coordinates"": [1.492131954711666, 43.66098753100311], ""type"": ""Point""}";6192449487677451;tisseo;10980;Mirabelles;D888;1578382.0;2274522.0;1578380.9;2274525.7;1578383.00743267;2274521.1658267;73;73/82;bus;31488;SAINT-JEAN
43.67913686271594, 1.4540137230286247;"{""coordinates"": [1.454013723028625, 43.67913686271594], ""type"": ""Point""}";6192449487677451;tisseo;14460;Mirabelles;AVENUE DES CHALETS;1575345.0;2276594.0;1575341.1;2276592.6;1575345.57963941;2276594.82099769;60;60/11 60/209 60/212;bus;31282;LAUNAGUET
43.67868989214558, 1.4542483193403917;"{""coordinates"": [1.454248319340392, 43.67868989214558], ""type"": ""Point""}";6192449487677451;tisseo;14461;Mirabelles;AVENUE DES CHALETS;1575363.0;2276544.0;1575366.9;2276546.8;1575362.42786405;2276544.56393202;60;60/10 60/211 60/7;bus;31282;LAUNAGUET
43.63473855859309, 1.5208043378133582;"{""coordinates"": [1.520804337813358, 43.63473855859309], ""type"": ""Point""}";6192449487677451;tisseo;21271;Mireille;CHEMIN DE MIREILLE;1580643.0;2271565.0;1580647.3;2271567.4;1580642.66766711;2271565.51811476;20;20/85 20/86;bus;31044;BALMA
43.64870256441481, 1.5329620181996815;"{""coordinates"": [1.532962018199681, 43.64870256441481], ""type"": ""Point""}";6192449487677451;tisseo;21361;Mistral;ALLÉE DU MISTRAL;1581651.0;2273099.0;1581651.9;2273092.4;1581651.9;2273097.4;20;20/85 20/86;bus;31389;MONTRABÉ
43.6617264775314, 1.2822904388755325;"{""coordinates"": [1.282290438875533, 43.6617264775314], ""type"": ""Point""}";6192449487677451;tisseo;29431;Mondonville Moulis;D37;1561461.0;2274929.0;;;1561461.0;2274929.0;171;171;TAD;31351;MONDONVILLE
43.66168661789086, 1.2820311519009362;"{""coordinates"": [1.282031151900936, 43.66168661789086], ""type"": ""Point""}";6192449487677451;tisseo;29432;Mondonville Moulis;D37;1561440.0;2274925.0;1561448.3;2274920.8;1561444.01107897;2274923.36986808;75;75/8 75/9;bus;31351;MONDONVILLE
43.6617264775314, 1.2822904388755325;"{""coordinates"": [1.282290438875533, 43.6617264775314], ""type"": ""Point""}";6192449487677451;tisseo;29433;Mondonville Moulis;D37;1561461.0;2274929.0;1561455.4;2274932.5;1561455.40461156;2274932.4909571;74;74/15 74/16 74/7 74/9;bus;31351;MONDONVILLE
43.71809632395249, 1.4818195977102904;"{""coordinates"": [1.48181959771029, 43.71809632395249], ""type"": ""Point""}";6192449487677451;tisseo;14601;Montberon;PLACE JEAN GRIMAUD;1577665.0;2280881.0;1577665.5;2280881.9;1577662.79218342;2280877.69702239;26 SC34 SC35;26/3 26/6 SC34/3 SC34/4 SC35/5 SC35/7;bus scolaire;31364;MONTBERON
43.68900299376603, 1.3764143522122276;"{""coordinates"": [1.376414352212228, 43.68900299376603], ""type"": ""Point""}";6192449487677451;tisseo;13511;Montplaisir;ROUTE DE GAGNAC;1569110.0;2277808.0;1569113.2;2277811.1;1569109.30623045;2277807.96335231;SC32;SC32/10;scolaire;31182;FENOUILLET
43.5991708591703, 1.6040272637814907;"{""coordinates"": [1.604027263781491, 43.5991708591703], ""type"": ""Point""}";6192449487677451;tisseo;22111;Montségur;D66 D;1587292.0;2267499.0;1587295.4;2267493.6;1587293.26219425;2267498.11993214;102 106 107;102/3 106 107/7;TAD bus;31163;DRÉMIL-LAFAGE
43.68157653138377, 1.480533584228968;"{""coordinates"": [1.480533584228968, 43.68157653138377], ""type"": ""Point""}";6192449487677451;tisseo;10820;Mottes;AVENUE BELLEVUE;1577488.0;2276826.0;1577486.7;2276829.3;1577488.75793362;2276824.74314701;33;33/11 33/14;bus;31484;SAINT-GENIÈS-BELLEVUE
