quartier,distance_transport_m,est_metro_proche
Rangueil / Saouzelong,294.3,1
Rangueil / Saouzelong,173.5,0
Côte Pavée / Jolimont,105.5,0
Borderouge / Bagatelle,201.6,0
Rangueil / Saouzelong,179.4,0
Rangueil / Saouzelong,101.0,0
Borderouge / Bagatelle,142.5,0
Borderouge / Bagatelle,20.4,0
Borderouge / Bagatelle,39.4,1
Croix-Daurade / Minimes,61.9,0
Borderouge / Bagatelle,95.0,0
Capitole / Carmes,37.7,0
Côte Pavée / Jolimont,300.3,0
Côte Pavée / Jolimont,67.1,0
Côte Pavée / Jolimont,209.1,0
Rangueil / Saouzelong,130.7,0
Saint-Cyprien / Empalot,266.2,0
Borderouge / Bagatelle,101.3,0
Rangueil / Saouzelong,207.9,0
Rangueil / Saouzelong,93.3,0
Saint-Cyprien / Empalot,67.4,0
Saint-Cyprien / Empalot,47.0,0
Borderouge / Bagatelle,265.5,0
Borderouge / Bagatelle,260.4,0
Rangueil / Saouzelong,116.6,0
Capitole / Carmes,337.3,0
Capitole / Carmes,337.3,0
Rangueil / Saouzelong,121.5,0
Borderouge / Bagatelle,103.6,0
Côte Pavée / Jolimont,22.1,0
Croix-Daurade / Minimes,270.0,0
Croix-Daurade / Minimes,212.7,1
Capitole / Carmes,173.1,0
Capitole / Carmes,12.9,0
Côte Pavée / Jolimont,124.5,0
Rangueil / Saouzelong,176.3,0
Borderouge / Bagatelle,141.6,0
Borderouge / Bagatelle,122.4,0
Côte Pavée / Jolimont,110.9,1
Borderouge / Bagatelle,53.5,0
Saint-Cyprien / Empalot,517.4,0
Capitole / Carmes,183.3,0
Saint-Cyprien / Empalot,201.5,0
Saint-Cyprien / Empalot,201.5,0
Rangueil / Saouzelong,108.7,1
Rangueil / Saouzelong,218.8,0
Croix-Daurade / Minimes,221.1,0
Rangueil / Saouzelong,147.2,0
Borderouge / Bagatelle,105.6,0
Rangueil / Saouzelong,123.9,0
Saint-Cyprien / Empalot,324.8,0
Saint-Cyprien / Empalot,19.3,0
Côte Pavée / Jolimont,48.7,0
Borderouge / Bagatelle,123.0,0
Capitole / Carmes,340.1,0
Côte Pavée / Jolimont,290.3,0
Borderouge / Bagatelle,156.5,0
Côte Pavée / Jolimont,12.4,0
Capitole / Carmes,205.0,0
Saint-Cyprien / Empalot,51.2,0
Côte Pavée / Jolimont,160.0,0
Croix-Daurade / Minimes,166.4,0
Capitole / Carmes,122.8,0
Rangueil / Saouzelong,78.8,0
Capitole / Carmes,155.4,0
Côte Pavée / Jolimont,142.2,0
Saint-Cyprien / Empalot,102.6,0
Rangueil / Saouzelong,55.8,0
Borderouge / Bagatelle,143.2,0
Rangueil / Saouzelong,129.6,0
Borderouge / Bagatelle,81.0,0
Croix-Daurade / Minimes,130.6,0
Capitole / Carmes,163.1,0
Croix-Daurade / Minimes,295.8,0
Saint-Cyprien / Empalot,124.0,0
Rangueil / Saouzelong,149.0,1
Côte Pavée / Jolimont,54.3,0
Croix-Daurade / Minimes,54.8,0
Borderouge / Bagatelle,68.3,0
Saint-Cyprien / Empalot,119.8,0
Rangueil / Saouzelong,170.7,0
Croix-Daurade / Minimes,118.6,0
Côte Pavée / Jolimont,115.5,0
Capitole / Carmes,196.4,0
Capitole / Carmes,196.4,0
Rangueil / Saouzelong,91.1,0
Borderouge / Bagatelle,145.2,0
Saint-Cyprien / Empalot,76.2,0
Borderouge / Bagatelle,11.9,0
Côte Pavée / Jolimont,111.1,0
Borderouge / Bagatelle,108.4,0
Rangueil / Saouzelong,128.8,0
Saint-Cyprien / Empalot,52.2,0
Borderouge / Bagatelle,209.9,0
Capitole / Carmes,99.4,0
Croix-Daurade / Minimes,386.2,0
Croix-Daurade / Minimes,48.4,0
Croix-Daurade / Minimes,48.4,0
Borderouge / Bagatelle,237.9,0
Côte Pavée / Jolimont,67.4,0
Saint-Cyprien / Empalot,96.7,0
Côte Pavée / Jolimont,61.6,0
Côte Pavée / Jolimont,61.6,0
Côte Pavée / Jolimont,299.7,0
Rangueil / Saouzelong,39.6,0
Côte Pavée / Jolimont,66.7,0
Rangueil / Saouzelong,129.4,0
Borderouge / Bagatelle,102.4,0
Rangueil / Saouzelong,223.0,0
Capitole / Carmes,130.0,0
Saint-Cyprien / Empalot,1.6,0
Croix-Daurade / Minimes,93.4,0
Croix-Daurade / Minimes,161.2,0
Borderouge / Bagatelle,61.4,0
Saint-Cyprien / Empalot,128.2,0
Croix-Daurade / Minimes,309.6,0
Borderouge / Bagatelle,421.6,0
Capitole / Carmes,215.6,0
Saint-Cyprien / Empalot,148.1,0
Borderouge / Bagatelle,190.8,1
Côte Pavée / Jolimont,60.0,0
Rangueil / Saouzelong,193.7,0
Rangueil / Saouzelong,53.8,0
Rangueil / Saouzelong,234.2,0
Côte Pavée / Jolimont,58.0,0
Croix-Daurade / Minimes,8.6,0
Rangueil / Saouzelong,208.7,1
Rangueil / Saouzelong,291.5,1
Borderouge / Bagatelle,351.7,0
Côte Pavée / Jolimont,79.6,0
Côte Pavée / Jolimont,117.4,0
Borderouge / Bagatelle,122.4,0
Capitole / Carmes,161.4,0
Borderouge / Bagatelle,192.0,0
Rangueil / Saouzelong,171.6,0
Borderouge / Bagatelle,68.3,0
Croix-Daurade / Minimes,202.5,0
Rangueil / Saouzelong,15.1,0
Borderouge / Bagatelle,191.7,0
Côte Pavée / Jolimont,235.9,0
Capitole / Carmes,203.6,0
Borderouge / Bagatelle,330.7,0
Saint-Cyprien / Empalot,246.1,0
Borderouge / Bagatelle,116.1,0
Borderouge / Bagatelle,67.6,0
Côte Pavée / Jolimont,160.9,0
Borderouge / Bagatelle,344.2,0
Borderouge / Bagatelle,113.5,0
Saint-Cyprien / Empalot,80.7,1
Rangueil / Saouzelong,109.6,0
Capitole / Carmes,46.5,0
Croix-Daurade / Minimes,333.4,0
Capitole / Carmes,156.1,0
Borderouge / Bagatelle,34.1,0
Rangueil / Saouzelong,200.7,0
Côte Pavée / Jolimont,227.8,0
Borderouge / Bagatelle,74.8,0
Côte Pavée / Jolimont,183.9,0
Borderouge / Bagatelle,213.7,0
Rangueil / Saouzelong,190.3,0
Capitole / Carmes,92.1,0
Borderouge / Bagatelle,157.3,0
Croix-Daurade / Minimes,153.6,0
Rangueil / Saouzelong,206.7,0
Croix-Daurade / Minimes,194.2,0
Rangueil / Saouzelong,68.5,0
Capitole / Carmes,67.6,0
Saint-Cyprien / Empalot,113.9,0
Côte Pavée / Jolimont,191.9,0
Capitole / Carmes,47.4,1
Croix-Daurade / Minimes,329.9,0
Borderouge / Bagatelle,257.0,0
Côte Pavée / Jolimont,50.1,0
Côte Pavée / Jolimont,198.2,0
Capitole / Carmes,123.2,0
Rangueil / Saouzelong,209.9,0
Saint-Cyprien / Empalot,264.5,0
Capitole / Carmes,132.9,0
Rangueil / Saouzelong,125.1,0
Saint-Cyprien / Empalot,220.2,0
Borderouge / Bagatelle,103.3,0
Croix-Daurade / Minimes,88.6,0
Borderouge / Bagatelle,80.5,0
Saint-Cyprien / Empalot,69.1,0
Saint-Cyprien / Empalot,69.1,0
Capitole / Carmes,229.7,0
Borderouge / Bagatelle,123.8,0
Côte Pavée / Jolimont,352.9,0
Borderouge / Bagatelle,127.0,0
Borderouge / Bagatelle,121.5,1
Capitole / Carmes,130.3,0
Rangueil / Saouzelong,173.3,0
Saint-Cyprien / Empalot,171.9,0
Saint-Cyprien / Empalot,312.8,0
Capitole / Carmes,18.9,0
Croix-Daurade / Minimes,198.4,0
Côte Pavée / Jolimont,130.5,0
Saint-Cyprien / Empalot,221.3,0
Croix-Daurade / Minimes,251.4,0
Rangueil / Saouzelong,185.9,0
Rangueil / Saouzelong,55.1,0
Capitole / Carmes,312.7,0
Croix-Daurade / Minimes,8.6,0
Croix-Daurade / Minimes,160.9,0
Capitole / Carmes,151.1,0
Saint-Cyprien / Empalot,91.9,0
Rangueil / Saouzelong,316.5,0
Capitole / Carmes,68.5,1
Capitole / Carmes,68.5,1
Capitole / Carmes,68.5,1
Capitole / Carmes,40.0,0
Rangueil / Saouzelong,378.8,0
Borderouge / Bagatelle,194.6,0
Rangueil / Saouzelong,115.2,0
Côte Pavée / Jolimont,326.5,0
Saint-Cyprien / Empalot,76.2,0
Côte Pavée / Jolimont,298.5,0
Capitole / Carmes,66.0,0
Capitole / Carmes,66.0,0
Borderouge / Bagatelle,24.2,0
Capitole / Carmes,113.9,0
Croix-Daurade / Minimes,6.3,0
Capitole / Carmes,41.4,0
Côte Pavée / Jolimont,9.6,0
Borderouge / Bagatelle,266.0,0
Rangueil / Saouzelong,57.9,0
Rangueil / Saouzelong,166.1,0
Rangueil / Saouzelong,180.2,0
Rangueil / Saouzelong,114.5,0
Borderouge / Bagatelle,259.3,0
Rangueil / Saouzelong,73.9,0
Côte Pavée / Jolimont,105.6,0
Rangueil / Saouzelong,66.4,0
Croix-Daurade / Minimes,181.6,0
Borderouge / Bagatelle,196.6,0
Capitole / Carmes,108.8,0
Croix-Daurade / Minimes,138.5,0
Capitole / Carmes,64.4,0
Capitole / Carmes,105.1,0
Rangueil / Saouzelong,43.9,0
Borderouge / Bagatelle,232.0,0
Rangueil / Saouzelong,144.5,0
Capitole / Carmes,91.2,0
Côte Pavée / Jolimont,115.1,1
Saint-Cyprien / Empalot,97.7,0
Côte Pavée / Jolimont,39.9,0
Borderouge / Bagatelle,98.4,0
Capitole / Carmes,176.4,0
Côte Pavée / Jolimont,41.3,0
Borderouge / Bagatelle,91.1,0
Borderouge / Bagatelle,130.6,0
Rangueil / Saouzelong,116.1,0
Borderouge / Bagatelle,35.7,0
Borderouge / Bagatelle,118.1,0
Capitole / Carmes,119.8,0
Capitole / Carmes,134.8,0
Saint-Cyprien / Empalot,212.8,0
Saint-Cyprien / Empalot,17.5,0
Côte Pavée / Jolimont,138.3,0
Borderouge / Bagatelle,157.6,0
Saint-Cyprien / Empalot,9.4,0
Saint-Cyprien / Empalot,146.3,0
Côte Pavée / Jolimont,37.4,0
Borderouge / Bagatelle,78.4,0
Saint-Cyprien / Empalot,72.1,0
Capitole / Carmes,215.5,0
Côte Pavée / Jolimont,113.8,0
Borderouge / Bagatelle,68.3,0
Borderouge / Bagatelle,68.3,0
Rangueil / Saouzelong,188.1,0
Saint-Cyprien / Empalot,66.5,0
Borderouge / Bagatelle,129.9,0
Saint-Cyprien / Empalot,102.6,0
Côte Pavée / Jolimont,155.9,0
Borderouge / Bagatelle,207.2,0
Borderouge / Bagatelle,205.5,0
Rangueil / Saouzelong,160.6,0
Borderouge / Bagatelle,311.4,0
Rangueil / Saouzelong,297.1,1
Rangueil / Saouzelong,136.1,0
Borderouge / Bagatelle,94.4,0
Borderouge / Bagatelle,94.4,0
Rangueil / Saouzelong,77.4,0
Rangueil / Saouzelong,171.1,0
Borderouge / Bagatelle,33.4,0
Capitole / Carmes,168.2,0
Rangueil / Saouzelong,21.6,0
Borderouge / Bagatelle,266.7,0
Capitole / Carmes,42.4,0
Rangueil / Saouzelong,139.2,0
Croix-Daurade / Minimes,95.6,0
Saint-Cyprien / Empalot,115.8,0
Capitole / Carmes,116.7,0
Capitole / Carmes,46.9,0
Croix-Daurade / Minimes,108.4,0
Capitole / Carmes,120.3,0
Croix-Daurade / Minimes,68.2,1
Côte Pavée / Jolimont,98.6,0
Rangueil / Saouzelong,172.1,0
Rangueil / Saouzelong,172.1,0
Borderouge / Bagatelle,32.0,0
Borderouge / Bagatelle,148.0,0
Borderouge / Bagatelle,33.7,0
Croix-Daurade / Minimes,56.6,0
Borderouge / Bagatelle,215.9,0
Saint-Cyprien / Empalot,83.9,0
Saint-Cyprien / Empalot,46.1,0
Capitole / Carmes,115.7,0
Croix-Daurade / Minimes,123.5,0
Borderouge / Bagatelle,190.8,0
Capitole / Carmes,102.2,0
Rangueil / Saouzelong,141.6,1
Côte Pavée / Jolimont,106.3,0
Saint-Cyprien / Empalot,164.3,0
Saint-Cyprien / Empalot,172.8,0
Saint-Cyprien / Empalot,172.8,0
Côte Pavée / Jolimont,54.3,0
Saint-Cyprien / Empalot,330.1,0
Saint-Cyprien / Empalot,330.1,0
Côte Pavée / Jolimont,261.3,0
Croix-Daurade / Minimes,272.6,0
Capitole / Carmes,138.2,0
Côte Pavée / Jolimont,289.9,0
Croix-Daurade / Minimes,167.7,0
Croix-Daurade / Minimes,167.7,0
Capitole / Carmes,312.7,0
Rangueil / Saouzelong,297.3,0
Croix-Daurade / Minimes,119.2,0
Rangueil / Saouzelong,103.8,0
Côte Pavée / Jolimont,107.8,0
Capitole / Carmes,185.9,0
Côte Pavée / Jolimont,105.5,0
Borderouge / Bagatelle,87.7,0
Borderouge / Bagatelle,152.2,0
Borderouge / Bagatelle,409.8,0
Capitole / Carmes,106.8,0
Côte Pavée / Jolimont,141.4,0
Côte Pavée / Jolimont,141.4,0
Rangueil / Saouzelong,188.4,1
Côte Pavée / Jolimont,113.7,0
Côte Pavée / Jolimont,48.9,0
Saint-Cyprien / Empalot,102.6,0
Rangueil / Saouzelong,162.9,0
Borderouge / Bagatelle,99.7,0
Capitole / Carmes,121.7,0
Rangueil / Saouzelong,67.8,0
Capitole / Carmes,126.6,0
Côte Pavée / Jolimont,44.7,0
Rangueil / Saouzelong,110.4,0
Borderouge / Bagatelle,113.5,0
Borderouge / Bagatelle,113.5,0
Borderouge / Bagatelle,113.5,0
Borderouge / Bagatelle,113.5,0
Capitole / Carmes,136.9,0
Croix-Daurade / Minimes,245.1,0
Côte Pavée / Jolimont,29.2,0
Côte Pavée / Jolimont,116.7,0
Borderouge / Bagatelle,89.1,0
Côte Pavée / Jolimont,60.5,0
Saint-Cyprien / Empalot,86.8,0
Côte Pavée / Jolimont,205.2,0
Côte Pavée / Jolimont,206.5,0
Capitole / Carmes,187.2,0
Côte Pavée / Jolimont,242.1,0
Capitole / Carmes,163.2,0
Croix-Daurade / Minimes,42.4,0
Croix-Daurade / Minimes,122.3,0
Rangueil / Saouzelong,179.3,0
Rangueil / Saouzelong,156.3,1
Rangueil / Saouzelong,24.5,0
Capitole / Carmes,170.5,0
Rangueil / Saouzelong,192.1,0
Rangueil / Saouzelong,32.9,0
Rangueil / Saouzelong,463.8,0
Croix-Daurade / Minimes,28.6,0
Borderouge / Bagatelle,119.4,0
Borderouge / Bagatelle,39.5,0
Côte Pavée / Jolimont,50.1,0
Capitole / Carmes,45.1,0
Capitole / Carmes,134.8,0
Côte Pavée / Jolimont,99.2,0
Côte Pavée / Jolimont,140.4,0
Saint-Cyprien / Empalot,307.0,0
Côte Pavée / Jolimont,160.0,0
Rangueil / Saouzelong,19.2,0
Saint-Cyprien / Empalot,120.3,0
Borderouge / Bagatelle,153.0,0
Côte Pavée / Jolimont,246.2,0
Croix-Daurade / Minimes,47.6,0
Borderouge / Bagatelle,255.9,0
Capitole / Carmes,147.6,1
Capitole / Carmes,285.4,0
Saint-Cyprien / Empalot,84.4,0
Capitole / Carmes,43.0,0
Borderouge / Bagatelle,222.6,0
Borderouge / Bagatelle,199.5,0
Capitole / Carmes,127.7,0
Côte Pavée / Jolimont,232.2,0
Saint-Cyprien / Empalot,312.2,0
Rangueil / Saouzelong,122.1,0
Capitole / Carmes,53.6,0
Côte Pavée / Jolimont,289.6,0
Saint-Cyprien / Empalot,241.3,0
Capitole / Carmes,66.1,0
Capitole / Carmes,138.3,1
Borderouge / Bagatelle,109.1,0
Saint-Cyprien / Empalot,289.9,0
Rangueil / Saouzelong,114.0,0
Saint-Cyprien / Empalot,84.6,0
Côte Pavée / Jolimont,33.7,0
Rangueil / Saouzelong,81.5,0
Rangueil / Saouzelong,231.8,1
Saint-Cyprien / Empalot,65.3,0
Capitole / Carmes,120.3,0
Capitole / Carmes,27.8,0
Côte Pavée / Jolimont,83.3,0
Capitole / Carmes,126.6,0
Borderouge / Bagatelle,142.5,0
Côte Pavée / Jolimont,202.6,0
Capitole / Carmes,14.1,0
Saint-Cyprien / Empalot,63.7,0
Rangueil / Saouzelong,209.9,0
Rangueil / Saouzelong,188.1,0
Rangueil / Saouzelong,203.1,0
Côte Pavée / Jolimont,81.0,0
Capitole / Carmes,64.8,0
Saint-Cyprien / Empalot,135.6,0
Capitole / Carmes,149.1,0
Capitole / Carmes,121.1,0
Borderouge / Bagatelle,30.9,0
Croix-Daurade / Minimes,33.1,0
Saint-Cyprien / Empalot,312.8,0
Côte Pavée / Jolimont,31.8,0
Saint-Cyprien / Empalot,42.7,0
Croix-Daurade / Minimes,272.6,0
Borderouge / Bagatelle,88.4,0
Côte Pavée / Jolimont,66.7,0
Saint-Cyprien / Empalot,55.9,0
Côte Pavée / Jolimont,111.2,0
Côte Pavée / Jolimont,50.5,0
Rangueil / Saouzelong,175.0,0
Côte Pavée / Jolimont,59.3,0
Borderouge / Bagatelle,17.3,0
Borderouge / Bagatelle,269.4,0
Côte Pavée / Jolimont,197.8,0
Saint-Cyprien / Empalot,120.7,0
Capitole / Carmes,137.6,0
Borderouge / Bagatelle,77.9,0
Côte Pavée / Jolimont,308.2,0
Rangueil / Saouzelong,45.3,0
Capitole / Carmes,75.9,0
Saint-Cyprien / Empalot,98.3,0
Rangueil / Saouzelong,179.4,0
Borderouge / Bagatelle,140.1,0
Croix-Daurade / Minimes,83.2,0
Saint-Cyprien / Empalot,201.5,0
Capitole / Carmes,131.1,0
Saint-Cyprien / Empalot,163.7,0
Côte Pavée / Jolimont,157.1,0
Capitole / Carmes,152.2,0
Borderouge / Bagatelle,129.6,0
Rangueil / Saouzelong,156.5,0
Saint-Cyprien / Empalot,128.6,0
Rangueil / Saouzelong,242.3,0
Capitole / Carmes,139.7,0
Rangueil / Saouzelong,182.3,0
Côte Pavée / Jolimont,266.0,0
Croix-Daurade / Minimes,102.8,0
Capitole / Carmes,67.9,0
Capitole / Carmes,95.2,1
Capitole / Carmes,150.0,0
Rangueil / Saouzelong,164.4,0
Borderouge / Bagatelle,168.7,0
Borderouge / Bagatelle,83.8,0
Côte Pavée / Jolimont,177.2,0
Rangueil / Saouzelong,125.3,0
Saint-Cyprien / Empalot,209.7,0
Borderouge / Bagatelle,298.1,0
Rangueil / Saouzelong,156.5,0
Saint-Cyprien / Empalot,51.2,0
Capitole / Carmes,122.9,0
Capitole / Carmes,61.1,0
Côte Pavée / Jolimont,343.1,0
Croix-Daurade / Minimes,251.4,0
Borderouge / Bagatelle,67.3,1
Borderouge / Bagatelle,44.2,0
Borderouge / Bagatelle,259.3,0
Capitole / Carmes,167.3,0
Saint-Cyprien / Empalot,129.1,0
Borderouge / Bagatelle,50.9,0
Capitole / Carmes,275.2,0
Rangueil / Saouzelong,81.5,0
Côte Pavée / Jolimont,62.5,0
Borderouge / Bagatelle,61.6,0
Côte Pavée / Jolimont,314.3,0
Capitole / Carmes,25.1,0
Croix-Daurade / Minimes,63.3,0
Capitole / Carmes,226.0,0
Saint-Cyprien / Empalot,130.1,0
Côte Pavée / Jolimont,65.0,0
Saint-Cyprien / Empalot,68.4,0
Côte Pavée / Jolimont,253.5,0
Côte Pavée / Jolimont,365.2,0
Rangueil / Saouzelong,182.3,0
Croix-Daurade / Minimes,144.3,0
Rangueil / Saouzelong,165.9,0
Borderouge / Bagatelle,199.3,0
Rangueil / Saouzelong,115.5,0
Côte Pavée / Jolimont,52.3,0
Croix-Daurade / Minimes,88.6,0
Côte Pavée / Jolimont,344.6,0
Saint-Cyprien / Empalot,87.9,0
Côte Pavée / Jolimont,183.0,0
Capitole / Carmes,62.8,0
Saint-Cyprien / Empalot,184.4,0
Côte Pavée / Jolimont,320.9,0
Croix-Daurade / Minimes,342.4,1
Côte Pavée / Jolimont,333.2,0
Capitole / Carmes,48.0,0
Rangueil / Saouzelong,148.4,0
Côte Pavée / Jolimont,309.6,0
Côte Pavée / Jolimont,242.0,1
Saint-Cyprien / Empalot,39.4,0
Rangueil / Saouzelong,135.2,0
Capitole / Carmes,133.2,0
Croix-Daurade / Minimes,90.8,0
Borderouge / Bagatelle,113.5,0
Rangueil / Saouzelong,128.4,0
Côte Pavée / Jolimont,59.6,0
Rangueil / Saouzelong,229.5,0
Côte Pavée / Jolimont,146.5,0
Capitole / Carmes,34.0,0
Rangueil / Saouzelong,279.5,0
Capitole / Carmes,158.4,0
Rangueil / Saouzelong,297.3,1
Capitole / Carmes,209.0,0
Capitole / Carmes,197.6,0
Capitole / Carmes,255.4,0
Borderouge / Bagatelle,349.7,0
Capitole / Carmes,125.4,0
Côte Pavée / Jolimont,188.7,0
Croix-Daurade / Minimes,187.4,0
Croix-Daurade / Minimes,148.8,0
Borderouge / Bagatelle,159.5,0
Croix-Daurade / Minimes,138.7,0
Côte Pavée / Jolimont,178.7,0
Borderouge / Bagatelle,164.6,0
Borderouge / Bagatelle,164.6,0
Saint-Cyprien / Empalot,20.0,0
Côte Pavée / Jolimont,23.3,0
Borderouge / Bagatelle,30.9,0
Capitole / Carmes,56.5,0
Rangueil / Saouzelong,118.2,0
Capitole / Carmes,117.1,0
Capitole / Carmes,71.0,0
Croix-Daurade / Minimes,189.4,0
Rangueil / Saouzelong,291.4,0
Rangueil / Saouzelong,175.6,0
Côte Pavée / Jolimont,310.8,1
Saint-Cyprien / Empalot,61.8,0
Côte Pavée / Jolimont,159.7,1
Capitole / Carmes,288.0,0
Capitole / Carmes,288.0,0
Saint-Cyprien / Empalot,100.0,0
Rangueil / Saouzelong,406.1,0
Borderouge / Bagatelle,15.1,0
Borderouge / Bagatelle,115.1,0
Borderouge / Bagatelle,208.9,0
Saint-Cyprien / Empalot,160.0,0
Rangueil / Saouzelong,214.8,0
Capitole / Carmes,215.7,0
Côte Pavée / Jolimont,310.8,1
Rangueil / Saouzelong,303.0,0
Rangueil / Saouzelong,109.6,0
Saint-Cyprien / Empalot,194.3,0
Côte Pavée / Jolimont,129.4,1
Croix-Daurade / Minimes,295.0,0
Capitole / Carmes,34.5,0
Rangueil / Saouzelong,133.7,1
Capitole / Carmes,123.2,0
Saint-Cyprien / Empalot,103.2,0
Saint-Cyprien / Empalot,99.8,0
Borderouge / Bagatelle,82.7,0
Capitole / Carmes,134.0,0
Côte Pavée / Jolimont,166.7,0
Capitole / Carmes,214.0,0
Côte Pavée / Jolimont,1.6,0
Croix-Daurade / Minimes,164.1,0
Rangueil / Saouzelong,104.8,0
Rangueil / Saouzelong,104.8,0
Rangueil / Saouzelong,104.8,0
Rangueil / Saouzelong,104.8,0
Rangueil / Saouzelong,120.0,0
Capitole / Carmes,170.1,0
Saint-Cyprien / Empalot,162.5,0
Capitole / Carmes,58.5,0
Capitole / Carmes,113.8,0
Rangueil / Saouzelong,129.8,0
Croix-Daurade / Minimes,81.3,1
Croix-Daurade / Minimes,102.4,0
Côte Pavée / Jolimont,37.9,0
Rangueil / Saouzelong,197.3,0
Borderouge / Bagatelle,92.6,0
Borderouge / Bagatelle,117.2,0
Borderouge / Bagatelle,243.8,0
Borderouge / Bagatelle,63.4,0
Borderouge / Bagatelle,250.4,0
Borderouge / Bagatelle,64.8,0
Rangueil / Saouzelong,163.6,0
Borderouge / Bagatelle,133.6,0
Capitole / Carmes,15.0,0
Côte Pavée / Jolimont,255.7,0
Côte Pavée / Jolimont,255.7,0
Rangueil / Saouzelong,20.1,0
Saint-Cyprien / Empalot,126.4,0
Côte Pavée / Jolimont,197.1,0
Capitole / Carmes,129.7,0
Capitole / Carmes,27.6,0
Borderouge / Bagatelle,260.1,0
Côte Pavée / Jolimont,88.1,0
Côte Pavée / Jolimont,46.9,0
Capitole / Carmes,97.3,0
Borderouge / Bagatelle,42.0,0
Rangueil / Saouzelong,69.6,0
Saint-Cyprien / Empalot,114.6,0
Borderouge / Bagatelle,33.1,0
Saint-Cyprien / Empalot,203.2,0
Côte Pavée / Jolimont,81.4,0
Borderouge / Bagatelle,107.5,0
Côte Pavée / Jolimont,254.2,0
Borderouge / Bagatelle,251.3,0
Saint-Cyprien / Empalot,324.8,0
Côte Pavée / Jolimont,127.9,0
Borderouge / Bagatelle,304.9,0
Capitole / Carmes,135.2,0
Côte Pavée / Jolimont,111.2,0
Saint-Cyprien / Empalot,116.8,0
Côte Pavée / Jolimont,194.7,0
Croix-Daurade / Minimes,22.2,0
Borderouge / Bagatelle,36.7,0
Rangueil / Saouzelong,100.2,0
Côte Pavée / Jolimont,113.9,0
Rangueil / Saouzelong,11.2,0
Saint-Cyprien / Empalot,184.0,1
Capitole / Carmes,267.5,0
Borderouge / Bagatelle,90.6,0
Saint-Cyprien / Empalot,62.2,0
Rangueil / Saouzelong,225.6,0
Côte Pavée / Jolimont,260.4,0
Borderouge / Bagatelle,376.3,0
Capitole / Carmes,114.6,0
Borderouge / Bagatelle,268.6,0
Côte Pavée / Jolimont,180.7,0
Côte Pavée / Jolimont,151.9,0
Capitole / Carmes,197.2,0
Croix-Daurade / Minimes,59.0,0
Rangueil / Saouzelong,150.7,0
Rangueil / Saouzelong,150.7,0
Saint-Cyprien / Empalot,56.0,0
Rangueil / Saouzelong,96.2,0
Côte Pavée / Jolimont,83.9,0
Croix-Daurade / Minimes,326.2,0
Borderouge / Bagatelle,107.1,1
Rangueil / Saouzelong,470.6,0
Rangueil / Saouzelong,470.6,0
Rangueil / Saouzelong,470.6,0
Rangueil / Saouzelong,470.6,0
Côte Pavée / Jolimont,103.7,0
Borderouge / Bagatelle,47.8,0
Capitole / Carmes,215.1,0
Rangueil / Saouzelong,97.2,0
Côte Pavée / Jolimont,50.2,1
Rangueil / Saouzelong,164.4,0
Rangueil / Saouzelong,199.3,0
Capitole / Carmes,184.7,0
Borderouge / Bagatelle,155.8,0
Côte Pavée / Jolimont,117.6,0
Borderouge / Bagatelle,33.4,0
Rangueil / Saouzelong,242.5,0
Croix-Daurade / Minimes,202.5,0
Rangueil / Saouzelong,214.0,0
Capitole / Carmes,170.1,0
Borderouge / Bagatelle,183.2,0
Capitole / Carmes,227.8,0
Rangueil / Saouzelong,150.1,0
Croix-Daurade / Minimes,212.9,0
Capitole / Carmes,55.9,0
Rangueil / Saouzelong,26.9,0
Rangueil / Saouzelong,218.6,0
Saint-Cyprien / Empalot,34.9,0
Croix-Daurade / Minimes,16.3,0
Côte Pavée / Jolimont,36.8,0
Borderouge / Bagatelle,181.8,0
Capitole / Carmes,135.7,0
Rangueil / Saouzelong,110.7,0
Côte Pavée / Jolimont,358.1,0
Rangueil / Saouzelong,62.2,0
Côte Pavée / Jolimont,246.4,0
Capitole / Carmes,64.8,0
Côte Pavée / Jolimont,174.8,0
Saint-Cyprien / Empalot,109.6,0
Rangueil / Saouzelong,8.0,0
Capitole / Carmes,241.1,1
Capitole / Carmes,241.1,1
Côte Pavée / Jolimont,246.7,0
Côte Pavée / Jolimont,246.7,0
Côte Pavée / Jolimont,246.7,0
Côte Pavée / Jolimont,246.7,0
Borderouge / Bagatelle,125.3,0
Rangueil / Saouzelong,48.3,0
Rangueil / Saouzelong,76.6,0
Saint-Cyprien / Empalot,64.0,0
Croix-Daurade / Minimes,249.0,0
Côte Pavée / Jolimont,40.4,0
Côte Pavée / Jolimont,229.0,0
Croix-Daurade / Minimes,130.1,0
Croix-Daurade / Minimes,141.2,0
Croix-Daurade / Minimes,28.6,0
Borderouge / Bagatelle,49.2,0
Borderouge / Bagatelle,70.6,1
Saint-Cyprien / Empalot,269.8,0
Côte Pavée / Jolimont,151.7,0
Saint-Cyprien / Empalot,124.0,0
Croix-Daurade / Minimes,211.9,0
Saint-Cyprien / Empalot,272.2,0
Capitole / Carmes,64.9,0
Rangueil / Saouzelong,58.3,0
Côte Pavée / Jolimont,198.1,0
Saint-Cyprien / Empalot,51.3,0
Côte Pavée / Jolimont,238.8,0
Côte Pavée / Jolimont,238.8,0
Borderouge / Bagatelle,222.6,0
Rangueil / Saouzelong,74.0,0
Borderouge / Bagatelle,152.5,0
Croix-Daurade / Minimes,103.7,0
