quartier,distance_transport_m,est_metro_proche
Rangueil / Saouzelong,128.4,0
Rangueil / Saouzelong,227.7,0
Rangueil / Saouzelong,19.6,0
Rangueil / Saouzelong,134.6,0
Côte Pavée / Jolimont,111.2,0
Borderouge / Bagatelle,91.8,0
Capitole / Carmes,41.7,0
Capitole / Carmes,183.1,1
Côte Pavée / Jolimont,188.5,0
Côte Pavée / Jolimont,341.2,0
Borderouge / Bagatelle,179.7,0
Saint-Cyprien / Empalot,68.1,0
Borderouge / Bagatelle,261.1,0
Rangueil / Saouzelong,147.2,0
Borderouge / Bagatelle,22.6,0
Saint-Cyprien / Empalot,44.3,0
Côte Pavée / Jolimont,49.7,0
Côte Pavée / Jolimont,49.7,0
Côte Pavée / Jolimont,49.7,0
Capitole / Carmes,105.6,0
Rangueil / Saouzelong,188.0,0
Borderouge / Bagatelle,219.4,0
Saint-Cyprien / Empalot,105.2,0
Capitole / Carmes,50.6,0
Côte Pavée / Jolimont,71.2,0
Saint-Cyprien / Empalot,127.9,0
Capitole / Carmes,165.6,0
Rangueil / Saouzelong,81.4,0
Capitole / Carmes,154.3,1
Rangueil / Saouzelong,190.2,0
Rangueil / Saouzelong,97.2,0
Côte Pavée / Jolimont,284.9,0
Borderouge / Bagatelle,153.4,0
Borderouge / Bagatelle,70.0,0
Côte Pavée / Jolimont,89.2,0
Saint-Cyprien / Empalot,116.4,0
Rangueil / Saouzelong,85.7,0
Côte Pavée / Jolimont,89.2,0
Capitole / Carmes,102.3,0
Côte Pavée / Jolimont,320.9,0
Borderouge / Bagatelle,113.5,0
Saint-Cyprien / Empalot,126.4,0
Croix-Daurade / Minimes,180.5,0
Capitole / Carmes,200.2,0
Rangueil / Saouzelong,143.6,0
Côte Pavée / Jolimont,198.1,0
Côte Pavée / Jolimont,42.6,0
Rangueil / Saouzelong,4.8,0
Saint-Cyprien / Empalot,21.9,0
Rangueil / Saouzelong,116.3,0
Côte Pavée / Jolimont,182.6,0
Côte Pavée / Jolimont,217.0,0
Saint-Cyprien / Empalot,97.7,0
Croix-Daurade / Minimes,94.4,0
Rangueil / Saouzelong,103.8,0
Rangueil / Saouzelong,297.1,1
Croix-Daurade / Minimes,313.6,0
Côte Pavée / Jolimont,66.7,0
Rangueil / Saouzelong,80.9,0
Borderouge / Bagatelle,58.7,0
Borderouge / Bagatelle,263.9,0
Borderouge / Bagatelle,84.3,0
Croix-Daurade / Minimes,209.7,0
Borderouge / Bagatelle,83.1,0
Saint-Cyprien / Empalot,93.7,0
Croix-Daurade / Minimes,15.0,0
Côte Pavée / Jolimont,348.2,1
Borderouge / Bagatelle,56.6,0
Borderouge / Bagatelle,56.6,0
Borderouge / Bagatelle,158.9,0
Côte Pavée / Jolimont,236.9,0
Rangueil / Saouzelong,4.5,0
Borderouge / Bagatelle,250.4,0
Rangueil / Saouzelong,165.6,0
Rangueil / Saouzelong,200.4,0
Capitole / Carmes,329.5,0
Saint-Cyprien / Empalot,147.4,1
Saint-Cyprien / Empalot,63.4,0
Croix-Daurade / Minimes,40.5,0
Croix-Daurade / Minimes,40.5,0
Rangueil / Saouzelong,45.0,0
Rangueil / Saouzelong,225.0,0
Borderouge / Bagatelle,205.3,0
Côte Pavée / Jolimont,71.7,0
Capitole / Carmes,36.0,0
Rangueil / Saouzelong,183.1,0
Côte Pavée / Jolimont,61.5,0
Borderouge / Bagatelle,257.0,0
Saint-Cyprien / Empalot,15.1,0
Borderouge / Bagatelle,138.8,0
Capitole / Carmes,152.8,0
Saint-Cyprien / Empalot,456.0,0
Borderouge / Bagatelle,88.8,0
Rangueil / Saouzelong,86.7,0
Borderouge / Bagatelle,11.7,0
Borderouge / Bagatelle,7.0,0
Croix-Daurade / Minimes,299.1,0
Saint-Cyprien / Empalot,50.1,0
Borderouge / Bagatelle,75.7,0
Rangueil / Saouzelong,173.5,0
Capitole / Carmes,105.6,0
Côte Pavée / Jolimont,202.2,0
Saint-Cyprien / Empalot,166.4,0
Saint-Cyprien / Empalot,20.7,0
Côte Pavée / Jolimont,33.3,1
Saint-Cyprien / Empalot,151.4,0
Capitole / Carmes,172.4,0
Capitole / Carmes,172.4,0
Capitole / Carmes,172.4,0
Borderouge / Bagatelle,152.2,0
Borderouge / Bagatelle,545.5,0
Borderouge / Bagatelle,99.5,0
Saint-Cyprien / Empalot,12.3,0
Côte Pavée / Jolimont,178.1,0
Borderouge / Bagatelle,286.0,0
Capitole / Carmes,97.6,0
Borderouge / Bagatelle,22.6,0
Saint-Cyprien / Empalot,175.5,0
Croix-Daurade / Minimes,148.3,0
Rangueil / Saouzelong,239.8,0
Rangueil / Saouzelong,195.4,0
Rangueil / Saouzelong,29.5,0
Capitole / Carmes,165.7,0
Saint-Cyprien / Empalot,192.4,0
Saint-Cyprien / Empalot,19.4,0
Rangueil / Saouzelong,165.9,0
Borderouge / Bagatelle,286.0,0
Rangueil / Saouzelong,120.4,0
Borderouge / Bagatelle,283.6,0
Borderouge / Bagatelle,283.6,0
Rangueil / Saouzelong,76.1,0
Borderouge / Bagatelle,27.7,0
Capitole / Carmes,78.2,0
Croix-Daurade / Minimes,46.3,0
Côte Pavée / Jolimont,69.6,0
Côte Pavée / Jolimont,368.3,0
Borderouge / Bagatelle,148.9,0
Borderouge / Bagatelle,189.0,0
Borderouge / Bagatelle,343.2,1
Borderouge / Bagatelle,343.2,1
Rangueil / Saouzelong,95.1,0
Côte Pavée / Jolimont,167.4,0
Croix-Daurade / Minimes,217.4,0
Saint-Cyprien / Empalot,171.0,0
Saint-Cyprien / Empalot,171.0,0
Borderouge / Bagatelle,93.5,0
Saint-Cyprien / Empalot,3.8,0
Côte Pavée / Jolimont,115.9,0
Côte Pavée / Jolimont,59.2,0
Rangueil / Saouzelong,77.6,0
Côte Pavée / Jolimont,59.5,0
Borderouge / Bagatelle,117.2,0
Rangueil / Saouzelong,69.6,0
Borderouge / Bagatelle,76.0,0
Capitole / Carmes,90.1,0
Côte Pavée / Jolimont,112.9,0
Croix-Daurade / Minimes,174.1,0
Rangueil / Saouzelong,121.4,1
Côte Pavée / Jolimont,80.9,0
Capitole / Carmes,168.2,0
Borderouge / Bagatelle,214.7,1
Côte Pavée / Jolimont,44.6,0
Capitole / Carmes,50.9,0
Saint-Cyprien / Empalot,143.4,0
Saint-Cyprien / Empalot,74.9,0
Borderouge / Bagatelle,157.8,1
Borderouge / Bagatelle,319.0,0
Borderouge / Bagatelle,107.5,0
Borderouge / Bagatelle,71.1,0
Saint-Cyprien / Empalot,288.1,0
Capitole / Carmes,225.1,0
Borderouge / Bagatelle,172.3,0
Rangueil / Saouzelong,7.4,0
Saint-Cyprien / Empalot,42.7,0
Saint-Cyprien / Empalot,67.4,0
Capitole / Carmes,273.3,0
Croix-Daurade / Minimes,185.5,0
Croix-Daurade / Minimes,195.9,0
Rangueil / Saouzelong,177.1,0
Saint-Cyprien / Empalot,330.6,0
Croix-Daurade / Minimes,15.0,0
Capitole / Carmes,115.0,0
Côte Pavée / Jolimont,35.6,0
Croix-Daurade / Minimes,190.4,0
Saint-Cyprien / Empalot,129.1,0
Capitole / Carmes,142.3,0
Croix-Daurade / Minimes,8.6,0
Borderouge / Bagatelle,36.7,0
Croix-Daurade / Minimes,326.1,1
Borderouge / Bagatelle,257.0,0
Rangueil / Saouzelong,87.7,0
Saint-Cyprien / Empalot,100.0,0
Borderouge / Bagatelle,141.8,0
Capitole / Carmes,215.5,0
Croix-Daurade / Minimes,310.0,0
Capitole / Carmes,129.3,0
Capitole / Carmes,129.3,0
Côte Pavée / Jolimont,81.3,0
Côte Pavée / Jolimont,81.3,0
Côte Pavée / Jolimont,81.3,0
Rangueil / Saouzelong,69.5,0
Capitole / Carmes,192.9,0
Capitole / Carmes,136.5,0
Capitole / Carmes,191.2,0
Côte Pavée / Jolimont,226.9,0
Côte Pavée / Jolimont,226.9,0
Borderouge / Bagatelle,68.9,0
Borderouge / Bagatelle,68.9,0
Borderouge / Bagatelle,179.1,0
Côte Pavée / Jolimont,320.9,0
Borderouge / Bagatelle,175.5,0
Rangueil / Saouzelong,44.9,0
Borderouge / Bagatelle,153.4,0
Rangueil / Saouzelong,114.8,0
Rangueil / Saouzelong,71.4,0
Côte Pavée / Jolimont,36.9,0
Côte Pavée / Jolimont,183.7,0
Borderouge / Bagatelle,176.2,0
Rangueil / Saouzelong,158.4,0
Rangueil / Saouzelong,110.8,0
Rangueil / Saouzelong,50.6,0
Capitole / Carmes,140.4,0
Rangueil / Saouzelong,359.3,0
Capitole / Carmes,165.7,0
Capitole / Carmes,100.3,0
Rangueil / Saouzelong,165.4,0
Saint-Cyprien / Empalot,105.5,0
Capitole / Carmes,193.7,0
Côte Pavée / Jolimont,81.8,0
Rangueil / Saouzelong,226.3,0
Borderouge / Bagatelle,59.0,0
Capitole / Carmes,244.3,0
Croix-Daurade / Minimes,127.2,0
Côte Pavée / Jolimont,175.5,0
Borderouge / Bagatelle,224.3,0
Borderouge / Bagatelle,152.2,0
Saint-Cyprien / Empalot,74.9,0
Borderouge / Bagatelle,239.1,0
Rangueil / Saouzelong,172.6,0
Côte Pavée / Jolimont,120.1,0
Borderouge / Bagatelle,140.7,0
Borderouge / Bagatelle,142.8,0
Borderouge / Bagatelle,11.8,0
Rangueil / Saouzelong,97.2,0
Rangueil / Saouzelong,97.2,0
Côte Pavée / Jolimont,58.8,0
Borderouge / Bagatelle,421.6,0
Borderouge / Bagatelle,13.9,1
Capitole / Carmes,152.2,0
Capitole / Carmes,146.4,0
Borderouge / Bagatelle,80.0,1
Borderouge / Bagatelle,84.7,1
Borderouge / Bagatelle,188.2,0
Borderouge / Bagatelle,289.5,0
Rangueil / Saouzelong,79.1,0
Rangueil / Saouzelong,110.9,0
Croix-Daurade / Minimes,166.3,1
Croix-Daurade / Minimes,237.3,0
Saint-Cyprien / Empalot,109.2,0
Borderouge / Bagatelle,91.4,0
Borderouge / Bagatelle,121.4,0
Côte Pavée / Jolimont,156.5,0
Côte Pavée / Jolimont,136.6,0
Croix-Daurade / Minimes,125.5,0
Saint-Cyprien / Empalot,184.0,1
Capitole / Carmes,81.2,0
Rangueil / Saouzelong,86.2,0
Borderouge / Bagatelle,121.5,1
Rangueil / Saouzelong,139.1,0
Borderouge / Bagatelle,194.6,0
Saint-Cyprien / Empalot,105.2,0
Borderouge / Bagatelle,104.9,0
Capitole / Carmes,32.7,0
Borderouge / Bagatelle,168.6,0
Rangueil / Saouzelong,11.9,0
Rangueil / Saouzelong,25.7,0
Borderouge / Bagatelle,58.5,0
Saint-Cyprien / Empalot,195.9,0
Rangueil / Saouzelong,214.0,0
Croix-Daurade / Minimes,90.8,0
Rangueil / Saouzelong,267.1,0
Capitole / Carmes,207.2,0
Rangueil / Saouzelong,125.6,1
Côte Pavée / Jolimont,51.9,0
Borderouge / Bagatelle,317.2,0
Croix-Daurade / Minimes,292.1,0
Saint-Cyprien / Empalot,178.8,1
Rangueil / Saouzelong,81.4,0
Borderouge / Bagatelle,13.9,0
Côte Pavée / Jolimont,296.1,0
Capitole / Carmes,246.9,0
Côte Pavée / Jolimont,191.0,0
Rangueil / Saouzelong,191.9,1
Saint-Cyprien / Empalot,225.7,0
Saint-Cyprien / Empalot,64.1,0
Saint-Cyprien / Empalot,104.6,0
Côte Pavée / Jolimont,200.2,0
Borderouge / Bagatelle,45.1,0
Borderouge / Bagatelle,45.1,0
Saint-Cyprien / Empalot,321.8,0
Rangueil / Saouzelong,157.2,0
Borderouge / Bagatelle,72.6,0
Croix-Daurade / Minimes,390.9,0
Rangueil / Saouzelong,80.1,0
Rangueil / Saouzelong,201.8,0
Côte Pavée / Jolimont,29.7,0
Capitole / Carmes,100.6,0
Borderouge / Bagatelle,119.3,1
Saint-Cyprien / Empalot,90.4,0
Croix-Daurade / Minimes,6.9,0
Borderouge / Bagatelle,139.6,0
Rangueil / Saouzelong,212.8,0
Côte Pavée / Jolimont,214.0,0
Rangueil / Saouzelong,128.4,0
Borderouge / Bagatelle,27.7,0
Borderouge / Bagatelle,369.6,0
Capitole / Carmes,121.1,0
Côte Pavée / Jolimont,105.6,0
Saint-Cyprien / Empalot,271.2,0
Saint-Cyprien / Empalot,271.2,0
Borderouge / Bagatelle,234.5,0
Saint-Cyprien / Empalot,144.7,0
Saint-Cyprien / Empalot,441.1,0
Borderouge / Bagatelle,281.3,0
Rangueil / Saouzelong,48.3,0
Rangueil / Saouzelong,97.6,0
Capitole / Carmes,142.2,0
Borderouge / Bagatelle,420.6,0
Borderouge / Bagatelle,221.7,0
Côte Pavée / Jolimont,159.6,0
Croix-Daurade / Minimes,38.3,0
Borderouge / Bagatelle,87.5,0
Borderouge / Bagatelle,77.4,0
Rangueil / Saouzelong,176.6,0
Rangueil / Saouzelong,109.6,0
Capitole / Carmes,59.6,1
Croix-Daurade / Minimes,249.0,0
Borderouge / Bagatelle,278.0,0
Saint-Cyprien / Empalot,97.7,0
Borderouge / Bagatelle,88.8,0
Côte Pavée / Jolimont,51.0,0
Borderouge / Bagatelle,126.1,0
Borderouge / Bagatelle,164.5,0
Côte Pavée / Jolimont,99.7,0
Capitole / Carmes,116.2,0
Borderouge / Bagatelle,89.1,0
Saint-Cyprien / Empalot,76.2,0
Saint-Cyprien / Empalot,248.9,0
Borderouge / Bagatelle,142.1,0
Borderouge / Bagatelle,84.5,0
Borderouge / Bagatelle,65.5,0
Capitole / Carmes,15.4,0
Rangueil / Saouzelong,216.4,0
Capitole / Carmes,297.0,0
Côte Pavée / Jolimont,28.6,0
Capitole / Carmes,106.6,0
Rangueil / Saouzelong,53.7,0
Croix-Daurade / Minimes,184.7,0
Capitole / Carmes,19.8,0
Capitole / Carmes,201.8,0
Côte Pavée / Jolimont,301.2,0
Borderouge / Bagatelle,112.0,0
Côte Pavée / Jolimont,111.8,0
Côte Pavée / Jolimont,150.1,0
Rangueil / Saouzelong,95.7,0
Saint-Cyprien / Empalot,100.9,0
Capitole / Carmes,277.8,0
Capitole / Carmes,60.3,0
Borderouge / Bagatelle,337.9,1
Rangueil / Saouzelong,67.8,0
Saint-Cyprien / Empalot,113.9,0
Croix-Daurade / Minimes,154.7,0
Côte Pavée / Jolimont,58.0,0
Borderouge / Bagatelle,214.3,0
Rangueil / Saouzelong,51.1,0
Croix-Daurade / Minimes,113.3,0
Capitole / Carmes,106.1,1
Saint-Cyprien / Empalot,192.4,0
Côte Pavée / Jolimont,56.3,0
Borderouge / Bagatelle,30.9,0
Côte Pavée / Jolimont,66.1,0
Côte Pavée / Jolimont,66.1,0
Côte Pavée / Jolimont,235.9,0
Côte Pavée / Jolimont,135.5,1
Côte Pavée / Jolimont,101.1,0
Saint-Cyprien / Empalot,248.9,0
Borderouge / Bagatelle,102.7,0
Rangueil / Saouzelong,134.1,0
Borderouge / Bagatelle,142.8,0
Côte Pavée / Jolimont,223.1,1
Côte Pavée / Jolimont,229.5,0
Borderouge / Bagatelle,223.3,0
Capitole / Carmes,10.1,0
Capitole / Carmes,145.6,1
Côte Pavée / Jolimont,219.8,0
Rangueil / Saouzelong,89.7,0
Côte Pavée / Jolimont,243.3,1
Capitole / Carmes,40.4,0
Rangueil / Saouzelong,85.0,0
Rangueil / Saouzelong,24.5,0
Côte Pavée / Jolimont,115.1,0
Capitole / Carmes,123.2,0
Croix-Daurade / Minimes,180.5,0
Borderouge / Bagatelle,257.4,0
Côte Pavée / Jolimont,159.1,0
Capitole / Carmes,372.8,0
Croix-Daurade / Minimes,116.3,0
Capitole / Carmes,285.4,0
Saint-Cyprien / Empalot,97.7,0
Saint-Cyprien / Empalot,304.2,0
Capitole / Carmes,117.1,0
Saint-Cyprien / Empalot,139.6,0
Rangueil / Saouzelong,33.2,0
Saint-Cyprien / Empalot,118.0,0
Rangueil / Saouzelong,149.9,0
Rangueil / Saouzelong,149.9,0
Croix-Daurade / Minimes,340.9,0
Côte Pavée / Jolimont,87.0,0
Rangueil / Saouzelong,183.7,0
Borderouge / Bagatelle,269.5,0
Borderouge / Bagatelle,240.0,0
Borderouge / Bagatelle,116.0,0
Saint-Cyprien / Empalot,66.5,0
Borderouge / Bagatelle,96.0,0
Côte Pavée / Jolimont,54.3,0
Borderouge / Bagatelle,202.3,0
Rangueil / Saouzelong,115.7,0
Côte Pavée / Jolimont,76.1,0
Saint-Cyprien / Empalot,99.9,0
Rangueil / Saouzelong,103.8,0
Rangueil / Saouzelong,72.5,0
Capitole / Carmes,196.3,1
Borderouge / Bagatelle,136.1,1
Borderouge / Bagatelle,180.7,0
Borderouge / Bagatelle,180.7,0
Borderouge / Bagatelle,180.7,0
Borderouge / Bagatelle,61.0,1
Saint-Cyprien / Empalot,132.4,0
Borderouge / Bagatelle,122.4,0
Capitole / Carmes,129.3,0
Borderouge / Bagatelle,124.3,0
Côte Pavée / Jolimont,165.1,0
Borderouge / Bagatelle,96.3,0
Borderouge / Bagatelle,42.0,0
Borderouge / Bagatelle,63.5,1
Rangueil / Saouzelong,176.0,0
Saint-Cyprien / Empalot,135.0,0
Capitole / Carmes,100.5,0
Capitole / Carmes,29.2,0
Rangueil / Saouzelong,95.4,0
Saint-Cyprien / Empalot,129.4,0
Croix-Daurade / Minimes,120.5,0
Borderouge / Bagatelle,36.7,0
Saint-Cyprien / Empalot,57.1,0
Borderouge / Bagatelle,140.6,0
Capitole / Carmes,34.0,0
Borderouge / Bagatelle,274.7,0
Côte Pavée / Jolimont,109.6,0
Rangueil / Saouzelong,150.8,0
Rangueil / Saouzelong,156.9,0
Borderouge / Bagatelle,208.1,0
Rangueil / Saouzelong,28.2,0
Borderouge / Bagatelle,123.8,0
Côte Pavée / Jolimont,46.4,0
Rangueil / Saouzelong,149.0,0
Capitole / Carmes,68.8,0
Capitole / Carmes,121.9,0
Côte Pavée / Jolimont,201.3,0
Croix-Daurade / Minimes,620.1,0
Borderouge / Bagatelle,80.0,0
Capitole / Carmes,293.4,0
Borderouge / Bagatelle,152.2,0
Saint-Cyprien / Empalot,39.4,0
Côte Pavée / Jolimont,46.8,0
Borderouge / Bagatelle,222.6,0
Croix-Daurade / Minimes,151.3,0
Croix-Daurade / Minimes,115.3,0
Côte Pavée / Jolimont,101.5,0
Borderouge / Bagatelle,348.6,0
Borderouge / Bagatelle,348.6,0
Borderouge / Bagatelle,348.6,0
Borderouge / Bagatelle,348.6,0
Saint-Cyprien / Empalot,122.5,0
Rangueil / Saouzelong,60.4,0
Saint-Cyprien / Empalot,231.2,0
Côte Pavée / Jolimont,334.6,0
Borderouge / Bagatelle,70.0,0
Capitole / Carmes,187.9,1
Côte Pavée / Jolimont,90.2,0
Borderouge / Bagatelle,117.8,0
Borderouge / Bagatelle,366.5,0
Saint-Cyprien / Empalot,82.3,0
Rangueil / Saouzelong,60.6,0
Rangueil / Saouzelong,60.6,0
Borderouge / Bagatelle,89.1,0
Rangueil / Saouzelong,84.0,0
Borderouge / Bagatelle,420.6,0
Côte Pavée / Jolimont,75.3,0
Capitole / Carmes,111.1,0
Saint-Cyprien / Empalot,44.1,0
Capitole / Carmes,122.9,0
Borderouge / Bagatelle,292.8,0
Capitole / Carmes,22.5,1
Croix-Daurade / Minimes,111.8,0
Croix-Daurade / Minimes,97.0,0
Borderouge / Bagatelle,102.4,0
Saint-Cyprien / Empalot,233.7,0
Rangueil / Saouzelong,67.8,0
Côte Pavée / Jolimont,69.0,0
Rangueil / Saouzelong,130.5,0
Côte Pavée / Jolimont,106.7,0
Croix-Daurade / Minimes,110.4,0
Côte Pavée / Jolimont,124.2,0
Saint-Cyprien / Empalot,123.2,0
Capitole / Carmes,294.6,0
Borderouge / Bagatelle,113.5,0
Rangueil / Saouzelong,183.7,0
Capitole / Carmes,147.9,0
Capitole / Carmes,70.5,0
Côte Pavée / Jolimont,307.4,0
Borderouge / Bagatelle,18.7,0
Côte Pavée / Jolimont,123.8,0
Borderouge / Bagatelle,207.1,1
Borderouge / Bagatelle,246.3,0
Capitole / Carmes,93.4,0
Capitole / Carmes,93.4,0
Rangueil / Saouzelong,223.0,0
Croix-Daurade / Minimes,63.9,0
Capitole / Carmes,63.4,0
Rangueil / Saouzelong,58.7,0
Borderouge / Bagatelle,117.8,0
Capitole / Carmes,312.7,0
Croix-Daurade / Minimes,382.7,0
Rangueil / Saouzelong,156.5,0
Rangueil / Saouzelong,217.2,0
Saint-Cyprien / Empalot,20.7,0
Capitole / Carmes,36.7,0
Rangueil / Saouzelong,111.8,0
Rangueil / Saouzelong,111.8,0
Croix-Daurade / Minimes,84.4,0
Croix-Daurade / Minimes,123.9,0
Croix-Daurade / Minimes,24.2,0
Capitole / Carmes,263.9,0
Rangueil / Saouzelong,82.8,0
Côte Pavée / Jolimont,250.4,0
Capitole / Carmes,145.9,0
Saint-Cyprien / Empalot,164.4,0
Saint-Cyprien / Empalot,312.8,0
Côte Pavée / Jolimont,140.4,0
Capitole / Carmes,203.5,0
Rangueil / Saouzelong,101.8,0
Capitole / Carmes,230.8,0
Rangueil / Saouzelong,161.7,0
Rangueil / Saouzelong,378.8,0
Saint-Cyprien / Empalot,29.7,0
Rangueil / Saouzelong,9.6,0
Borderouge / Bagatelle,157.6,0
Capitole / Carmes,166.9,0
Rangueil / Saouzelong,196.0,0
Côte Pavée / Jolimont,105.0,0
Capitole / Carmes,106.6,0
Capitole / Carmes,194.5,0
Croix-Daurade / Minimes,76.0,0
Borderouge / Bagatelle,172.6,0
Rangueil / Saouzelong,58.4,0
Capitole / Carmes,88.3,0
Croix-Daurade / Minimes,162.6,0
Croix-Daurade / Minimes,162.6,0
Croix-Daurade / Minimes,162.6,0
Croix-Daurade / Minimes,162.6,0
Croix-Daurade / Minimes,162.6,0
Croix-Daurade / Minimes,162.6,0
Croix-Daurade / Minimes,162.6,0
Côte Pavée / Jolimont,181.4,0
Rangueil / Saouzelong,69.6,0
Rangueil / Saouzelong,162.9,0
Croix-Daurade / Minimes,199.4,0
Rangueil / Saouzelong,16.6,0
Borderouge / Bagatelle,113.4,0
Côte Pavée / Jolimont,129.4,1
Côte Pavée / Jolimont,106.2,0
Borderouge / Bagatelle,260.4,0
Croix-Daurade / Minimes,228.7,0
Rangueil / Saouzelong,428.6,0
Saint-Cyprien / Empalot,136.1,0
Rangueil / Saouzelong,60.4,0
Rangueil / Saouzelong,267.8,0
Borderouge / Bagatelle,378.5,0
Rangueil / Saouzelong,46.6,1
Côte Pavée / Jolimont,203.9,0
Rangueil / Saouzelong,276.6,0
Côte Pavée / Jolimont,173.9,0
Borderouge / Bagatelle,162.4,0
Rangueil / Saouzelong,60.4,0
Côte Pavée / Jolimont,68.2,0
Capitole / Carmes,73.4,0
Borderouge / Bagatelle,338.3,0
Borderouge / Bagatelle,338.3,0
Rangueil / Saouzelong,143.6,0
Borderouge / Bagatelle,368.2,0
Saint-Cyprien / Empalot,234.2,0
Rangueil / Saouzelong,39.0,0
Côte Pavée / Jolimont,109.9,0
Saint-Cyprien / Empalot,129.2,0
Saint-Cyprien / Empalot,295.7,0
Croix-Daurade / Minimes,135.0,0
Croix-Daurade / Minimes,316.3,0
Côte Pavée / Jolimont,117.0,0
Borderouge / Bagatelle,81.3,0
Croix-Daurade / Minimes,108.8,0
Saint-Cyprien / Empalot,76.2,0
Capitole / Carmes,245.5,0
Rangueil / Saouzelong,10.3,0
Rangueil / Saouzelong,204.0,0
Rangueil / Saouzelong,164.2,0
Rangueil / Saouzelong,186.0,0
Rangueil / Saouzelong,116.3,0
Côte Pavée / Jolimont,126.9,0
Borderouge / Bagatelle,53.3,0
Borderouge / Bagatelle,81.0,0
Croix-Daurade / Minimes,196.9,0
Borderouge / Bagatelle,59.2,0
Saint-Cyprien / Empalot,57.1,0
Saint-Cyprien / Empalot,312.8,0
Capitole / Carmes,149.2,0
Saint-Cyprien / Empalot,312.8,0
Côte Pavée / Jolimont,80.0,0
Croix-Daurade / Minimes,142.5,0
Rangueil / Saouzelong,19.2,0
Borderouge / Bagatelle,270.1,0
Capitole / Carmes,133.8,0
Rangueil / Saouzelong,19.2,0
Capitole / Carmes,114.6,0
Borderouge / Bagatelle,254.1,0
Rangueil / Saouzelong,19.2,0
Côte Pavée / Jolimont,22.2,0
Borderouge / Bagatelle,19.7,0
Croix-Daurade / Minimes,73.7,0
Rangueil / Saouzelong,38.6,0
Rangueil / Saouzelong,60.4,0
Côte Pavée / Jolimont,141.7,0
Rangueil / Saouzelong,60.4,0
Croix-Daurade / Minimes,115.6,0
Rangueil / Saouzelong,60.4,0
Rangueil / Saouzelong,124.5,0
Borderouge / Bagatelle,187.4,0
Rangueil / Saouzelong,38.8,0
Rangueil / Saouzelong,80.9,0
Saint-Cyprien / Empalot,125.9,0
Côte Pavée / Jolimont,32.4,0
Borderouge / Bagatelle,163.7,1
Capitole / Carmes,175.2,0
Rangueil / Saouzelong,63.1,0
Borderouge / Bagatelle,103.6,0
Rangueil / Saouzelong,70.8,0
Borderouge / Bagatelle,233.5,0
Saint-Cyprien / Empalot,120.3,0
Côte Pavée / Jolimont,82.4,0
Rangueil / Saouzelong,85.3,0
Borderouge / Bagatelle,87.9,0
Borderouge / Bagatelle,150.0,0
Côte Pavée / Jolimont,193.8,0
Saint-Cyprien / Empalot,34.7,0
Saint-Cyprien / Empalot,149.8,0
Borderouge / Bagatelle,70.0,0
Saint-Cyprien / Empalot,175.1,0
Borderouge / Bagatelle,180.9,0
Rangueil / Saouzelong,64.6,0
Rangueil / Saouzelong,56.7,0
Côte Pavée / Jolimont,345.2,0
Croix-Daurade / Minimes,80.6,0
Capitole / Carmes,84.8,0
Capitole / Carmes,160.8,0
Capitole / Carmes,197.2,0
Rangueil / Saouzelong,81.5,0
Saint-Cyprien / Empalot,43.5,0
Côte Pavée / Jolimont,223.3,0
Côte Pavée / Jolimont,48.7,0
Côte Pavée / Jolimont,105.5,0
Borderouge / Bagatelle,136.6,0
Côte Pavée / Jolimont,368.3,0
Capitole / Carmes,97.1,0
Borderouge / Bagatelle,52.0,0
Capitole / Carmes,77.0,0
Saint-Cyprien / Empalot,105.2,0
Rangueil / Saouzelong,94.0,0
Côte Pavée / Jolimont,214.2,0
Rangueil / Saouzelong,60.4,0
Borderouge / Bagatelle,135.8,0
Côte Pavée / Jolimont,118.9,0
Borderouge / Bagatelle,106.2,0
Côte Pavée / Jolimont,71.5,0
Rangueil / Saouzelong,18.5,0
Rangueil / Saouzelong,19.2,0
Croix-Daurade / Minimes,180.5,0
Côte Pavée / Jolimont,89.9,0
Côte Pavée / Jolimont,161.8,0
Rangueil / Saouzelong,216.1,0
Borderouge / Bagatelle,260.4,0
Croix-Daurade / Minimes,81.2,0
Saint-Cyprien / Empalot,146.8,0
Rangueil / Saouzelong,103.8,0
Capitole / Carmes,137.1,0
Borderouge / Bagatelle,180.8,0
Côte Pavée / Jolimont,115.1,1
Côte Pavée / Jolimont,28.6,0
Croix-Daurade / Minimes,96.2,0
Borderouge / Bagatelle,158.0,0
Borderouge / Bagatelle,420.6,0
Capitole / Carmes,112.3,0
Borderouge / Bagatelle,131.7,0
Capitole / Carmes,291.1,0
Capitole / Carmes,291.1,0
Côte Pavée / Jolimont,131.4,0
Rangueil / Saouzelong,19.2,0
Capitole / Carmes,188.5,1
Borderouge / Bagatelle,252.1,0
Capitole / Carmes,121.6,0
Capitole / Carmes,102.8,0
Saint-Cyprien / Empalot,226.1,0
Saint-Cyprien / Empalot,317.2,0
Borderouge / Bagatelle,36.6,0
Rangueil / Saouzelong,60.4,0
Rangueil / Saouzelong,132.7,0
Rangueil / Saouzelong,143.6,0
Croix-Daurade / Minimes,203.1,0
Borderouge / Bagatelle,22.6,0
Croix-Daurade / Minimes,73.7,0
Croix-Daurade / Minimes,74.9,0
Rangueil / Saouzelong,82.6,0
Borderouge / Bagatelle,115.4,0
Saint-Cyprien / Empalot,312.8,0
