id_mutation,distance_transport_m,est_metro_proche,mode_arret_proche
1602,131.5,0,bus
1603,275.2,0,bus
1604,10.2,0,bus
1605,276.0,0,bus scolaire
1606,71.6,0,bus
1607,210.3,0,bus
1608,72.3,0,bus
1609,101.0,0,bus
1610,104.7,0,bus
1611,68.1,0,bus
1612,12.8,0,bus lineo scolaire
1613,308.9,0,bus
1614,308.9,0,bus
1615,114.7,0,bus
1616,169.1,0,lineo scolaire
1617,247.8,0,bus lineo
1618,101.2,0,bus
1619,94.0,1,metro
1620,145.0,0,lineo
1621,243.9,0,lineo
1622,243.9,0,lineo
1623,229.0,1,metro
1624,246.5,0,bus lineo scolaire
1625,60.4,0,lineo
1626,24.4,0,lineo
1627,140.5,0,bus
1628,60.4,0,lineo
1629,182.1,0,bus
1630,192.9,0,lineo
1631,234.4,0,lineo scolaire
1632,234.4,0,lineo scolaire
1633,143.0,0,bus
1634,113.5,0,lineo
1635,135.5,0,bus
1636,283.2,0,bus lineo
1637,349.7,0,bus lineo
1638,146.5,0,lineo scolaire
1639,149.0,1,metro
1640,56.7,0,lineo
1641,158.6,1,metro
1642,242.7,0,bus lineo
1643,108.0,0,bus lineo
1644,81.5,0,bus
1645,120.5,0,scolaire
1646,682.2,0,bus scolaire
1647,126.2,0,bus
1648,28.6,0,bus
1649,184.4,1,metro
1650,149.9,0,bus
1651,121.4,0,bus lineo scolaire
1652,222.6,0,bus scolaire
1653,167.1,0,bus
1654,11.3,0,bus
1655,94.0,0,bus lineo
1656,216.4,0,bus
1657,160.4,0,bus
1658,122.7,0,bus
1659,250.0,0,bus
1660,100.0,0,bus
1661,182.1,0,bus lineo
1662,235.3,0,bus
1663,121.9,0,bus
1664,76.5,0,bus lineo
1665,106.0,0,bus lineo
1666,244.9,0,bus
1667,181.0,0,tram
1668,29.5,0,bus
1669,181.0,0,bus lineo
1670,451.1,0,lineo
1671,93.6,0,lineo
1672,78.3,0,bus
1673,550.3,0,lineo scolaire
1674,75.9,0,bus
1675,165.4,0,bus
1676,155.8,0,bus scolaire
1677,92.5,0,bus
1678,451.1,0,lineo
1679,164.1,0,bus
1680,36.7,0,bus
1681,146.2,1,metro
1682,274.4,0,bus
1683,376.0,0,lineo scolaire
1684,47.4,0,bus
1685,84.5,0,bus scolaire
1686,153.4,0,bus
1687,86.3,0,bus
1688,11.2,0,bus
1689,43.1,1,metro
1690,45.3,0,bus lineo
1691,118.2,0,bus
1692,55.7,1,metro
1693,152.6,0,lineo scolaire
1694,72.2,0,bus
1695,81.4,0,bus lineo
1696,97.2,0,bus
1697,97.2,0,bus
1698,97.2,0,bus
1699,175.6,0,bus lineo
1700,86.3,0,bus
1701,176.5,0,bus lineo
1702,171.6,1,metro
1703,116.0,0,tram
1704,66.7,0,bus
1705,105.1,0,bus
1706,66.7,0,bus
1707,323.6,0,bus
1708,203.3,0,bus
1709,26.9,0,bus
1710,223.4,0,bus lineo
1711,68.0,0,bus
1712,138.9,0,bus
1713,239.7,0,bus
1714,63.4,0,bus
1715,174.6,0,lineo
1716,13.1,0,bus
1717,13.1,0,bus
1718,40.5,0,lineo
1719,93.9,0,bus
1720,235.2,0,bus lineo
1721,3.1,0,bus
1722,8.0,0,bus
1723,73.7,0,bus
1724,73.7,0,bus
1725,73.7,0,bus
1726,73.7,0,bus
1727,118.3,0,bus lineo
1728,200.9,0,bus scolaire
1729,137.5,0,bus
1730,137.5,0,bus
1731,249.0,0,bus lineo
1732,86.3,0,bus
1733,86.7,0,lineo
1734,65.3,0,lineo
1735,185.1,0,bus
1736,185.1,0,bus
1737,92.6,0,lineo scolaire
1738,113.5,0,bus
1739,191.1,0,bus
1740,263.1,0,bus
1741,33.5,0,bus
1742,119.0,0,bus lineo
1743,172.1,0,lineo scolaire
1744,250.6,0,lineo
1745,118.3,0,bus
1746,211.2,0,bus
1747,322.7,0,bus
1748,201.7,0,bus
1749,119.4,0,bus
1750,202.8,0,bus lineo
1751,53.8,0,bus scolaire
1752,193.7,0,bus
1753,297.3,1,metro
1754,65.7,0,bus
1755,151.3,0,bus
1756,28.2,0,bus
1757,154.4,0,bus
1758,154.4,0,bus
1759,67.5,0,bus
1760,118.6,0,bus lineo
1761,236.6,0,scolaire
1762,290.3,0,bus lineo
1763,27.1,0,bus lineo
1764,27.1,0,bus lineo
1765,124.0,0,bus
1766,188.3,0,bus
1767,149.5,0,lineo
1768,74.4,0,bus
1769,193.3,0,bus
1770,323.2,0,lineo
1771,37.4,0,bus
1772,320.9,0,lineo
1773,18.2,0,bus
1774,18.3,0,bus
1775,102.0,0,lineo scolaire
1776,94.5,0,tram
1777,191.0,0,bus lineo
1778,199.0,0,bus lineo
1779,137.9,0,bus lineo
1780,160.7,0,bus
1781,77.7,0,bus
1782,41.3,0,lineo
1783,129.4,0,bus
1784,111.2,0,lineo
1785,251.4,0,bus
1786,255.0,0,bus lineo
1787,137.7,0,bus
1788,49.9,0,bus
1789,399.5,0,bus
1790,153.4,0,bus
1791,98.4,0,bus
1792,124.2,0,bus
1793,28.6,0,bus
1794,74.8,0,bus
1795,60.0,0,bus lineo scolaire
1796,81.2,0,lineo
1797,105.7,0,bus
1798,54.5,0,bus
1799,82.4,0,bus lineo
1800,33.2,0,bus
1801,89.8,0,bus
1802,30.5,0,bus
1803,35.4,0,lineo scolaire
1804,104.1,0,bus
1805,181.4,0,lineo scolaire
1806,49.0,1,metro
1807,47.9,0,bus
1808,27.7,0,bus lineo scolaire
1809,148.5,1,metro
1810,175.3,0,bus
1811,161.1,0,bus
1812,23.5,0,bus
1813,13.9,0,bus
1814,212.1,0,scolaire
1815,212.1,0,scolaire
1816,161.5,0,bus scolaire
1817,319.0,0,bus lineo
1818,144.8,0,bus
1819,200.1,0,lineo scolaire
1820,25.6,0,bus
1821,141.2,0,bus lineo
1822,68.1,0,bus lineo
1823,184.7,0,bus
1824,277.2,0,lineo scolaire
1825,158.6,0,bus lineo
1826,88.4,0,bus
1827,11.4,0,bus
1828,35.7,0,bus
1829,121.9,0,bus scolaire
1830,90.8,0,lineo
1831,214.2,0,bus
1832,44.0,0,bus
1833,8.4,0,lineo
1834,121.9,0,bus
1835,30.8,0,bus
1836,187.2,0,bus lineo
1837,94.6,0,bus
1838,105.6,0,lineo
1839,203.8,0,bus
1840,122.1,0,bus
1841,131.8,1,metro
1842,41.4,0,bus
1843,135.2,0,lineo
1844,14.8,0,bus
1845,81.0,0,bus
1846,129.2,0,bus
1847,201.8,0,bus
1848,236.5,0,lineo
1849,13.9,0,bus
1850,242.3,0,lineo
1851,174.4,0,bus
1852,117.4,1,metro
1853,326.4,0,bus
1854,208.9,0,bus
1855,79.9,0,bus
1856,242.7,1,metro
1857,54.6,0,bus
1858,195.4,0,bus lineo
1859,340.9,0,bus lineo scolaire
1860,67.6,0,bus
1861,52.6,0,bus lineo
1862,86.9,0,bus lineo
1863,180.9,0,bus scolaire
1864,151.2,0,bus
1865,79.8,0,bus
1866,201.3,0,bus lineo
1867,44.5,0,bus
1868,82.3,0,bus
1869,389.0,0,lineo
1870,141.9,0,bus
1871,6.5,0,bus
1872,123.3,0,bus
1873,25.6,0,bus
1874,231.8,0,lineo
1875,202.3,0,bus
1876,109.6,0,lineo
1877,89.1,0,bus scolaire
1878,116.0,0,lineo
1879,169.4,0,bus
1880,109.2,0,lineo
1881,130.5,0,bus
1882,93.7,0,bus
1883,104.6,0,bus
1884,254.3,0,lineo
1885,67.8,0,bus
1886,15.0,0,lineo
1887,113.1,0,bus
1888,41.0,0,lineo scolaire
1889,33.5,0,bus
1890,109.6,0,bus
1891,87.1,0,lineo
1892,183.8,0,bus
1893,214.2,0,bus
1894,148.6,0,bus lineo
1895,49.4,0,bus
1896,96.7,0,bus
1897,81.2,0,lineo
1898,224.8,1,metro
1899,91.4,0,lineo
1900,98.5,0,bus lineo
1901,103.7,0,bus
1902,166.8,0,bus lineo
1903,130.3,1,metro
1904,152.0,0,bus
1905,30.2,0,bus
1906,14.1,0,bus
1907,108.1,0,bus scolaire
1908,180.8,0,bus
1909,52.3,0,lineo
1910,69.1,0,bus lineo
1911,373.4,0,bus
1912,332.9,0,bus
1913,95.0,0,bus
1914,324.6,0,bus
1915,240.1,0,lineo scolaire
1916,95.5,0,bus
1917,254.3,0,bus
1918,244.0,0,bus
1919,92.9,0,bus
1920,102.5,0,bus
1921,124.8,0,bus
1922,243.9,0,lineo
1923,113.5,0,bus
1924,32.9,0,bus
1925,131.5,0,bus
1926,177.1,0,bus lineo
1927,81.5,0,bus
1928,142.9,0,lineo scolaire
1929,123.8,0,bus
1930,224.5,0,bus lineo
1931,200.1,0,lineo scolaire
1932,77.8,0,bus
1933,74.6,0,bus
1934,74.6,0,bus
1935,63.4,0,lineo scolaire
1936,82.6,0,bus
1937,76.3,0,bus
1938,203.7,0,bus
1939,180.8,0,bus
1940,87.2,0,bus lineo
1941,64.5,0,bus
1942,135.3,0,lineo
1943,90.8,0,lineo
1944,10.2,0,bus
1945,68.0,0,lineo
1946,53.5,0,lineo
1947,150.0,0,bus
1948,36.2,0,bus
1949,19.7,0,lineo
1950,21.1,0,bus
1951,31.4,0,bus lineo
1952,78.2,0,bus
1953,280.8,0,bus
1954,147.9,0,bus
1955,176.5,0,bus
1956,103.7,0,lineo
1957,290.2,0,bus
1958,121.0,0,bus
1959,174.5,0,lineo
1960,286.5,1,metro
1961,195.3,0,lineo
1962,151.6,0,bus
1963,110.3,0,bus
1964,164.5,0,bus lineo
1965,84.3,0,bus lineo
1966,38.3,0,bus
1967,72.3,0,bus
1968,72.3,0,bus
1969,72.3,0,bus
1970,115.5,0,bus
1971,195.6,0,bus
1972,172.0,0,bus
1973,108.7,0,bus
1974,292.7,0,lineo
1975,157.1,0,tram
1976,257.7,0,bus lineo
1977,131.3,0,lineo
1978,103.3,0,bus lineo
1979,45.5,0,bus
1980,16.6,0,bus lineo
1981,216.4,0,bus
1982,40.0,0,bus
1983,275.2,0,bus
1984,183.0,0,bus
1985,186.8,0,bus
1986,17.3,0,bus
1987,36.7,0,bus
1988,90.8,0,lineo
1989,221.1,0,bus scolaire
1990,178.1,0,bus
1991,151.6,0,lineo
1992,221.0,0,bus
1993,157.9,0,bus
1994,225.2,0,bus
1995,108.4,0,bus
1996,170.7,0,bus
1997,162.5,0,bus
1998,344.7,0,lineo scolaire
1999,56.4,0,bus lineo
2000,129.2,0,bus
2001,155.8,0,lineo
2002,80.5,0,bus
2003,262.5,0,lineo
2004,752.1,0,TAD bus
2005,112.5,0,bus
2006,270.6,0,lineo
2007,207.1,1,metro
2008,286.0,0,lineo scolaire
2009,250.3,0,bus
2010,250.3,0,bus
2011,337.1,0,lineo
2012,24.4,0,bus
2013,62.3,0,bus
2014,138.8,1,metro
2015,142.8,0,lineo
2016,199.3,0,bus
2017,112.3,0,lineo
2018,81.2,0,lineo
2019,152.4,0,lineo
2020,126.1,0,lineo
2021,213.7,0,bus
2022,70.9,0,lineo
2023,68.2,0,bus
2024,140.1,0,bus lineo
2025,66.3,0,bus
2026,421.3,0,lineo
2027,86.9,0,bus lineo
2028,206.1,0,bus
2029,497.3,0,bus
2030,73.0,0,bus
2031,216.2,0,bus
2032,238.9,0,bus
2033,80.7,1,metro
2034,279.2,0,bus lineo
2035,121.1,0,bus lineo
2036,240.1,0,lineo scolaire
2037,249.1,0,bus
2038,121.2,0,bus
2039,107.2,0,lineo
2040,59.2,0,scolaire
2041,106.7,0,bus
2042,165.4,0,bus
2043,59.2,0,scolaire
2044,150.0,0,bus
2045,256.5,0,bus
2046,78.9,0,bus
2047,51.3,0,bus lineo
2048,105.7,0,lineo
2049,194.6,0,bus
2050,134.1,0,bus
2051,280.2,0,bus
2052,280.2,0,bus
2053,186.8,0,bus
2054,88.6,0,bus
2055,274.0,0,bus
2056,120.3,1,metro
2057,330.2,0,bus
2058,227.7,0,bus lineo scolaire
2059,96.6,0,bus lineo
2060,69.8,0,bus
2061,43.4,0,scolaire
2062,141.0,0,bus scolaire
2063,45.8,0,bus
2064,317.4,0,bus lineo scolaire
2065,152.5,0,lineo
2066,60.5,0,bus
2067,285.7,0,lineo scolaire
2068,23.1,0,lineo
2069,224.5,0,bus lineo
2070,39.4,1,metro
2071,59.2,0,scolaire
2072,268.6,0,bus lineo
2073,34.2,0,bus lineo
2074,52.4,0,bus
2075,94.2,0,bus
2076,120.3,1,metro
2077,8.1,0,bus
2078,56.6,0,lineo
2079,142.1,0,bus
2080,39.4,1,metro
2081,142.7,0,bus
2082,105.5,0,bus
2083,221.1,0,lineo scolaire
2084,184.0,0,lineo
2085,123.8,0,bus
2086,175.1,1,metro
2087,50.2,1,metro
2088,80.1,0,bus
2089,98.5,0,bus
2090,277.5,0,bus
2091,118.6,0,bus
2092,67.4,0,bus
2093,169.1,0,lineo scolaire
2094,100.2,0,lineo
2095,99.4,0,bus
2096,139.0,0,bus
2097,188.4,1,metro
2098,142.3,0,bus lineo
2099,81.4,0,bus
2100,214.6,0,bus
2101,161.3,0,bus
2102,102.1,0,bus scolaire
2103,134.8,0,bus lineo
2104,167.0,0,bus lineo
2105,213.9,0,lineo
2106,119.7,0,bus
2107,148.5,0,bus
2108,116.1,0,bus lineo
2109,14.6,0,lineo
2110,243.1,0,bus
2111,50.6,0,bus
2112,153.6,0,lineo
2113,120.3,0,lineo
2114,100.5,0,bus
2115,106.9,0,bus
2116,47.1,0,bus lineo
2117,55.7,0,bus
2118,153.3,0,bus
2119,127.6,0,bus lineo
2120,83.5,0,bus
2121,139.9,0,bus
2122,257.0,0,bus lineo
2123,40.4,0,bus
2124,131.1,0,bus lineo
2125,224.4,0,bus
2126,190.4,0,bus
2127,97.0,0,bus
2128,58.3,0,bus
2129,58.3,0,bus
2130,156.0,0,bus
2131,166.3,0,lineo
2132,22.9,0,bus
2133,232.3,0,bus
2134,42.9,0,bus
2135,119.2,0,lineo
2136,155.4,1,metro
2137,155.4,1,metro
2138,221.7,0,lineo
2139,66.5,0,bus
2140,198.5,0,bus
2141,25.7,0,bus
2142,59.2,0,scolaire
2143,260.6,0,bus
2144,217.4,0,bus
2145,184.9,0,bus
2146,171.1,0,bus
2147,105.5,0,bus lineo
2148,208.1,0,bus lineo scolaire
2149,28.6,0,bus
2150,254.6,0,bus
2151,179.7,0,bus lineo
2152,293.8,0,bus
2153,210.8,0,bus
2154,23.2,0,bus
2155,214.6,0,bus
2156,75.0,0,bus
2157,105.9,0,bus
2158,178.0,0,bus
2159,120.7,0,bus
2160,258.5,0,bus lineo
2161,386.2,0,bus lineo scolaire
2162,168.3,0,bus
2163,87.0,0,lineo
2164,115.6,0,lineo
2165,39.4,0,bus
2166,240.0,0,bus
2167,176.9,0,lineo
2168,143.3,0,bus
2169,143.3,0,bus
2170,52.8,0,bus
2171,146.0,0,bus
2172,190.9,0,bus lineo
2173,69.2,0,bus
2174,183.2,0,bus
2175,176.9,0,lineo
2176,60.3,0,bus lineo
2177,45.9,0,bus lineo
2178,321.6,0,bus
2179,121.5,1,metro
2180,14.1,0,bus
2181,40.5,0,lineo
2182,132.2,0,bus
2183,113.9,0,bus
2184,157.6,0,bus
2185,235.3,0,bus
2186,252.7,0,bus scolaire
2187,157.6,0,bus
2188,166.8,0,bus
2189,226.3,0,bus lineo
2190,226.5,0,bus
2191,286.0,0,lineo scolaire
2192,189.0,0,bus
2193,209.0,0,bus
2194,171.5,0,bus scolaire
2195,41.6,0,bus
2196,212.9,0,bus lineo
2197,94.0,0,bus lineo
2198,125.2,0,bus lineo scolaire
2199,185.3,0,bus
2200,198.1,0,bus
2201,161.7,0,bus
2202,294.3,1,metro
2203,173.5,0,bus
2204,105.5,0,lineo
2205,201.6,0,bus
2206,179.4,0,lineo
2207,101.0,0,bus
2208,142.5,0,bus
2209,20.4,0,bus lineo
2210,39.4,1,metro
2211,61.9,0,lineo
2212,95.0,0,bus
2213,37.7,0,bus lineo
2214,300.3,0,lineo
2215,67.1,0,bus
2216,209.1,0,bus
2217,130.7,0,bus
2218,266.2,0,lineo
2219,101.3,0,bus
2220,207.9,0,lineo
2221,93.3,0,bus
2222,67.4,0,bus
2223,47.0,0,bus
2224,265.5,0,bus scolaire
2225,260.4,0,lineo scolaire
2226,116.6,0,bus
2227,337.3,0,bus
2228,337.3,0,bus
2229,121.5,0,bus
2230,103.6,0,bus
2231,22.1,0,bus lineo scolaire
2232,270.0,0,bus
2233,212.7,1,metro
2234,173.1,0,bus lineo
2235,12.9,0,bus
2236,124.5,0,lineo
2237,176.3,0,bus
2238,141.6,0,bus
2239,122.4,0,bus
2240,110.9,1,metro
2241,53.5,0,bus
2242,517.4,0,lineo scolaire
2243,183.3,0,bus lineo
2244,201.5,0,tram
2245,201.5,0,tram
2246,108.7,1,metro
2247,218.8,0,bus
2248,221.1,0,bus scolaire
2249,147.2,0,bus lineo
2250,105.6,0,bus
2251,123.9,0,lineo
2252,324.8,0,lineo
2253,19.3,0,bus
2254,48.7,0,bus lineo
2255,123.0,0,bus lineo
2256,340.1,0,bus
2257,290.3,0,bus
2258,156.5,0,bus lineo
2259,12.4,0,lineo scolaire
2260,205.0,0,bus
2261,51.2,0,bus lineo
2262,160.0,0,bus
2263,166.4,0,bus
2264,122.8,0,lineo
2265,78.8,0,bus
2266,155.4,0,bus lineo
2267,142.2,0,lineo scolaire
2268,102.6,0,bus
2269,55.8,0,bus
2270,143.2,0,bus
2271,129.6,0,bus lineo
2272,81.0,0,lineo
2273,130.6,0,bus
2274,163.1,0,bus lineo
2275,295.8,0,bus scolaire
2276,124.0,0,bus
2277,149.0,1,metro
2278,54.3,0,bus
2279,54.8,0,bus
2280,68.3,0,bus
2281,119.8,0,bus
2282,170.7,0,bus
2283,118.6,0,bus
2284,115.5,0,lineo
2285,196.4,0,bus
2286,196.4,0,bus
2287,91.1,0,bus
2288,145.2,0,bus
2289,76.2,0,tram
2290,11.9,0,bus lineo scolaire
2291,111.1,0,lineo scolaire
2292,108.4,0,bus
2293,128.8,0,lineo scolaire
2294,52.2,0,bus
2295,209.9,0,bus
2296,99.4,0,bus lineo
2297,386.2,0,bus lineo scolaire
2298,48.4,0,lineo
2299,48.4,0,lineo
2300,237.9,0,bus
2301,67.4,0,bus
2302,96.7,0,bus
2303,61.6,0,bus
2304,61.6,0,bus
2305,299.7,0,lineo
2306,39.6,0,bus
2307,66.7,0,bus
2308,129.4,0,bus
2309,102.4,0,lineo scolaire
2310,223.0,0,lineo
2311,130.0,0,bus lineo
2312,1.6,0,bus
2313,93.4,0,lineo
2314,161.2,0,lineo scolaire
2315,61.4,0,bus
2316,128.2,0,bus
2317,309.6,0,bus scolaire
2318,421.6,0,bus
2319,215.6,0,bus lineo
2320,148.1,0,bus
2321,190.8,1,metro
2322,60.0,0,bus
2323,193.7,0,bus
2324,53.8,0,bus
2325,234.2,0,bus
2326,58.0,0,bus
2327,8.6,0,lineo
2328,208.7,1,metro
2329,291.5,1,metro
2330,351.7,0,bus
2331,79.6,0,scolaire
2332,117.4,0,lineo
2333,122.4,0,bus
2334,161.4,0,bus lineo
2335,192.0,0,bus
2336,171.6,0,bus
2337,68.3,0,bus
2338,202.5,0,lineo scolaire
2339,15.1,0,bus
2340,191.7,0,bus lineo scolaire
2341,235.9,0,bus
2342,203.6,0,bus
2343,330.7,0,lineo scolaire
2344,246.1,0,bus lineo
2345,116.1,0,bus
2346,67.6,0,bus
2347,160.9,0,lineo
2348,344.2,0,bus
2349,113.5,0,bus
2350,80.7,1,metro
2351,109.6,0,bus
2352,46.5,0,bus lineo
2353,333.4,0,bus scolaire
2354,156.1,0,bus lineo
2355,34.1,0,lineo scolaire
2356,200.7,0,bus lineo
2357,227.8,0,lineo scolaire
2358,74.8,0,bus
2359,183.9,0,bus
2360,213.7,0,bus
2361,190.3,0,bus
2362,92.1,0,bus
2363,157.3,0,bus
2364,153.6,0,lineo
2365,206.7,0,bus
2366,194.2,0,lineo
2367,68.5,0,bus lineo
2368,67.6,0,bus
2369,113.9,0,bus
2370,191.9,0,bus
2371,47.4,1,metro
2372,329.9,0,bus
2373,257.0,0,bus lineo
2374,50.1,0,bus
2375,198.2,0,bus
2376,123.2,0,lineo
2377,209.9,0,lineo
2378,264.5,0,bus
2379,132.9,0,bus lineo
2380,125.1,0,bus
2381,220.2,0,bus
2382,103.3,0,bus lineo
2383,88.6,0,bus
2384,80.5,0,bus
2385,69.1,0,bus lineo
2386,69.1,0,bus lineo
2387,229.7,0,bus
2388,123.8,0,bus
2389,352.9,0,lineo scolaire
2390,127.0,0,bus lineo
2391,121.5,1,metro
2392,130.3,0,bus
2393,173.3,0,bus lineo
2394,171.9,0,lineo
2395,312.8,0,bus lineo
2396,18.9,0,bus lineo
2397,198.4,0,bus lineo scolaire
2398,130.5,0,bus
2399,221.3,0,bus
2400,251.4,0,bus
2401,185.9,0,bus
2402,55.1,0,bus
2403,312.7,0,bus lineo
2404,8.6,0,lineo
2405,160.9,0,lineo scolaire
2406,151.1,0,bus
2407,91.9,0,bus
2408,316.5,0,bus
2409,68.5,1,metro
2410,68.5,1,metro
2411,68.5,1,metro
2412,40.0,0,bus
2413,378.8,0,bus
2414,194.6,0,bus
2415,115.2,0,bus
2416,326.5,0,bus
2417,76.2,0,tram
2418,298.5,0,bus
2419,66.0,0,bus
2420,66.0,0,bus
2421,24.2,0,bus
2422,113.9,0,bus
2423,6.3,0,bus
2424,41.4,0,bus
2425,9.6,0,lineo
2426,266.0,0,lineo scolaire
2427,57.9,0,bus
2428,166.1,0,bus
2429,180.2,0,lineo
2430,114.5,0,bus
2431,259.3,0,bus lineo scolaire
2432,73.9,0,bus
2433,105.6,0,bus
2434,66.4,0,bus
2435,181.6,0,bus lineo
2436,196.6,0,bus lineo scolaire
2437,108.8,0,bus
2438,138.5,0,bus scolaire
2439,64.4,0,bus
2440,105.1,0,bus
2441,43.9,0,bus
2442,232.0,0,bus scolaire
2443,144.5,0,bus
2444,91.2,0,bus lineo
2445,115.1,1,metro
2446,97.7,0,bus
2447,39.9,0,lineo
2448,98.4,0,bus lineo scolaire
2449,176.4,0,bus
2450,41.3,0,lineo
2451,91.1,0,lineo scolaire
2452,130.6,0,bus lineo scolaire
2453,116.1,0,telepherique
2454,35.7,0,bus
2455,118.1,0,bus
2456,119.8,0,bus
2457,134.8,0,bus lineo
2458,212.8,0,bus
2459,17.5,0,lineo
2460,138.3,0,scolaire
2461,157.6,0,bus
2462,9.4,0,bus
2463,146.3,0,bus lineo
2464,37.4,0,bus lineo
2465,78.4,0,bus
2466,72.1,0,tram
2467,215.5,0,bus lineo
2468,113.8,0,bus
2469,68.3,0,bus
2470,68.3,0,bus
2471,188.1,0,bus
2472,66.5,0,bus
2473,129.9,0,bus scolaire
2474,102.6,0,bus
2475,155.9,0,bus
2476,207.2,0,bus
2477,205.5,0,bus
2478,160.6,0,bus lineo
2479,311.4,0,lineo
2480,297.1,1,metro
2481,136.1,0,bus lineo
2482,94.4,0,bus scolaire
2483,94.4,0,bus scolaire
2484,77.4,0,bus
2485,171.1,0,bus
2486,33.4,0,bus
2487,168.2,0,bus
2488,21.6,0,bus
2489,266.7,0,bus scolaire
2490,42.4,0,lineo
2491,139.2,0,lineo
2492,95.6,0,bus scolaire
2493,115.8,0,bus
2494,116.7,0,bus
2495,46.9,0,bus
2496,108.4,0,lineo
2497,120.3,0,bus
2498,68.2,1,metro
2499,98.6,0,lineo
2500,172.1,0,lineo scolaire
2501,172.1,0,lineo scolaire
2502,32.0,0,bus
2503,148.0,0,bus
2504,33.7,0,bus
2505,56.6,0,bus scolaire
2506,215.9,0,bus lineo scolaire
2507,83.9,0,bus
2508,46.1,0,bus
2509,115.7,0,bus
2510,123.5,0,bus
2511,190.8,0,bus
2512,102.2,0,bus lineo
2513,141.6,1,metro
2514,106.3,0,bus
2515,164.3,0,bus lineo
2516,172.8,0,bus lineo
2517,172.8,0,bus lineo
2518,54.3,0,bus
2519,330.1,0,lineo
2520,330.1,0,lineo
2521,261.3,0,lineo
2522,272.6,0,lineo
2523,138.2,0,bus
2524,289.9,0,lineo
2525,167.7,0,bus
2526,167.7,0,bus
2527,312.7,0,bus lineo
2528,297.3,0,bus
2529,119.2,0,bus lineo
2530,103.8,0,bus
2531,107.8,0,bus
2532,185.9,0,bus lineo
2533,105.5,0,lineo
2534,87.7,0,bus
2535,152.2,0,bus
2536,409.8,0,bus scolaire
2537,106.8,0,bus
2538,141.4,0,scolaire
2539,141.4,0,scolaire
2540,188.4,1,metro
2541,113.7,0,bus lineo scolaire
2542,48.9,0,bus lineo
2543,102.6,0,bus
2544,162.9,0,bus
2545,99.7,0,bus
2546,121.7,0,bus
2547,67.8,0,bus
2548,126.6,0,bus lineo
2549,44.7,0,bus
2550,110.4,0,lineo
2551,113.5,0,bus
2552,113.5,0,bus
2553,113.5,0,bus
2554,113.5,0,bus
2555,136.9,0,bus
2556,245.1,0,bus lineo
2557,29.2,0,bus
2558,116.7,0,bus
2559,89.1,0,bus scolaire
2560,60.5,0,bus
2561,86.8,0,bus
2562,205.2,0,lineo
2563,206.5,0,bus
2564,187.2,0,bus lineo
2565,242.1,0,bus
2566,163.2,0,bus
2567,42.4,0,bus
2568,122.3,0,bus lineo
2569,179.3,0,bus lineo
2570,156.3,1,metro
2571,24.5,0,bus
2572,170.5,0,bus
2573,192.1,0,bus
2574,32.9,0,bus
2575,463.8,0,bus
2576,28.6,0,bus
2577,119.4,0,bus
2578,39.5,0,scolaire
2579,50.1,0,bus
2580,45.1,0,bus lineo
2581,134.8,0,bus lineo
2582,99.2,0,bus
2583,140.4,0,lineo scolaire
2584,307.0,0,bus
2585,160.0,0,bus
2586,19.2,0,lineo
2587,120.3,0,bus
2588,153.0,0,bus
2589,246.2,0,bus
2590,47.6,0,bus scolaire
2591,255.9,0,bus lineo scolaire
2592,147.6,1,metro
2593,285.4,0,bus
2594,84.4,0,bus lineo
2595,43.0,0,bus
2596,222.6,0,bus scolaire
2597,199.5,0,bus
2598,127.7,0,bus lineo
2599,232.2,0,lineo
2600,312.2,0,bus
2601,122.1,0,bus
2602,53.6,0,bus lineo
2603,289.6,0,lineo scolaire
2604,241.3,0,bus
2605,66.1,0,bus
2606,138.3,1,metro
2607,109.1,0,bus
2608,289.9,0,bus lineo
2609,114.0,0,lineo
2610,84.6,0,bus
2611,33.7,0,bus
2612,81.5,0,bus
2613,231.8,1,metro
2614,65.3,0,bus
2615,120.3,0,bus
2616,27.8,0,bus lineo
2617,83.3,0,lineo
2618,126.6,0,bus
2619,142.5,0,bus
2620,202.6,0,bus
2621,14.1,0,bus lineo
2622,63.7,0,lineo
2623,209.9,0,lineo
2624,188.1,0,bus
2625,203.1,0,bus
2626,81.0,0,lineo
2627,64.8,0,bus
2628,135.6,0,bus
2629,149.1,0,bus
2630,121.1,0,bus lineo
2631,30.9,0,bus
2632,33.1,0,bus scolaire
2633,312.8,0,bus lineo
2634,31.8,0,bus
2635,42.7,0,bus
2636,272.6,0,lineo
2637,88.4,0,bus
2638,66.7,0,bus
2639,55.9,0,bus
2640,111.2,0,lineo
2641,50.5,0,lineo
2642,175.0,0,bus
2643,59.3,0,lineo scolaire
2644,17.3,0,bus
2645,269.4,0,bus
2646,197.8,0,bus lineo
2647,120.7,0,bus
2648,137.6,0,bus lineo
2649,77.9,0,bus
2650,308.2,0,lineo scolaire
2651,45.3,0,bus
2652,75.9,0,bus
2653,98.3,0,bus
2654,179.4,0,bus
2655,140.1,0,bus lineo
2656,83.2,0,scolaire
2657,201.5,0,tram
2658,131.1,0,bus
2659,163.7,0,bus
2660,157.1,0,bus
2661,152.2,0,bus lineo
2662,129.6,0,bus
2663,156.5,0,bus
2664,128.6,0,bus
2665,242.3,0,bus
2666,139.7,0,bus
2667,182.3,0,lineo
2668,266.0,0,scolaire
2669,102.8,0,bus
