surface_m2,nb_pieces,is_maison,revenu_median_mensuel,taux_pauvrete_pct,population_2019,part_jeunes_pct,part_seniors_pct,mois_mutation,distance_transport_m,est_metro_proche,q_Bagatelle / Reynerie,q_Borderouge / Croix-Daurade,q_Capitole / Carmes,q_Côte Pavée / Jolimont,q_Rangueil / Saouzelong,q_Saint-Cyprien / Arènes
81.0,4,1,1956.6,18.3,66372,26.5,15.3,2,,,True,False,False,False,False,False
65.0,3,0,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
41.0,2,0,1935.5,19.1,96734,32.2,13.0,6,232.0,0.0,False,True,False,False,False,False
27.0,1,0,1638.4,25.8,70238,27.7,10.2,9,164.5,0.0,False,False,False,True,False,False
116.0,5,1,1956.6,18.3,66372,26.5,15.3,1,,,True,False,False,False,False,False
34.0,2,0,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
38.0,2,0,2155.0,15.3,70863,28.8,15.8,3,,,False,False,False,False,False,True
52.0,3,0,1935.5,19.1,96734,32.2,13.0,8,,,False,True,False,False,False,False
112.0,5,0,2155.0,15.3,70863,28.8,15.8,7,,,False,False,False,False,False,True
59.0,3,0,1935.5,19.1,96734,32.2,13.0,11,,,False,True,False,False,False,False
58.0,3,0,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
25.0,1,0,1638.4,25.8,70238,27.7,10.2,11,179.8,0.0,False,False,False,True,False,False
41.0,2,0,2155.0,15.3,70863,28.8,15.8,1,98.3,0.0,False,False,False,False,False,True
90.0,4,1,1529.5,36.2,105462,32.7,11.3,8,131.7,0.0,False,False,False,False,True,False
68.0,3,0,1638.4,25.8,70238,27.7,10.2,9,12.8,0.0,False,False,False,True,False,False
44.0,2,0,1956.6,18.3,66372,26.5,15.3,1,109.5,0.0,True,False,False,False,False,False
66.0,3,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
68.0,3,0,1638.4,25.8,70238,27.7,10.2,2,112.9,0.0,False,False,False,True,False,False
117.0,5,1,2155.0,15.3,70863,28.8,15.8,1,,,False,False,False,False,False,True
59.0,3,0,2155.0,15.3,70863,28.8,15.8,3,,,False,False,False,False,False,True
65.0,3,0,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,1,,,False,True,False,False,False,False
55.0,3,0,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
32.0,1,0,2155.0,15.3,70863,28.8,15.8,7,22.0,0.0,False,False,False,False,False,True
34.0,2,0,2324.5,16.1,83796,41.1,13.4,7,165.6,0.0,False,False,True,False,False,False
56.0,3,0,1956.6,18.3,66372,26.5,15.3,4,180.5,0.0,True,False,False,False,False,False
25.0,1,0,1935.5,19.1,96734,32.2,13.0,1,261.8,0.0,False,True,False,False,False,False
22.0,1,0,2324.5,16.1,83796,41.1,13.4,7,,,False,False,True,False,False,False
27.0,1,0,2324.5,16.1,83796,41.1,13.4,7,238.5,0.0,False,False,True,False,False,False
83.0,4,0,2155.0,15.3,70863,28.8,15.8,11,120.7,0.0,False,False,False,False,False,True
65.0,4,0,1638.4,25.8,70238,27.7,10.2,1,28.6,0.0,False,False,False,True,False,False
100.0,4,1,1956.6,18.3,66372,26.5,15.3,4,,,True,False,False,False,False,False
60.0,2,0,1935.5,19.1,96734,32.2,13.0,11,,,False,True,False,False,False,False
61.0,3,0,1935.5,19.1,96734,32.2,13.0,10,243.6,0.0,False,True,False,False,False,False
64.0,3,0,1935.5,19.1,96734,32.2,13.0,10,78.8,0.0,False,True,False,False,False,False
23.0,1,0,1529.5,36.2,105462,32.7,11.3,10,93.9,0.0,False,False,False,False,True,False
56.0,3,0,2324.5,16.1,83796,41.1,13.4,4,,,False,False,True,False,False,False
74.0,4,0,1956.6,18.3,66372,26.5,15.3,8,,,True,False,False,False,False,False
21.0,1,0,1529.5,36.2,105462,32.7,11.3,7,210.8,0.0,False,False,False,False,True,False
116.0,5,1,1529.5,36.2,105462,32.7,11.3,9,252.1,0.0,False,False,False,False,True,False
63.0,3,0,2324.5,16.1,83796,41.1,13.4,9,92.3,0.0,False,False,True,False,False,False
120.0,5,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
31.0,1,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
43.0,2,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
76.0,4,1,1935.5,19.1,96734,32.2,13.0,2,214.6,0.0,False,True,False,False,False,False
16.0,1,0,2324.5,16.1,83796,41.1,13.4,3,,,False,False,True,False,False,False
53.0,3,0,1529.5,36.2,105462,32.7,11.3,8,167.0,0.0,False,False,False,False,True,False
44.0,2,0,2324.5,16.1,83796,41.1,13.4,3,,,False,False,True,False,False,False
68.0,3,0,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
93.0,4,0,1935.5,19.1,96734,32.2,13.0,11,98.3,0.0,False,True,False,False,False,False
67.0,3,0,1529.5,36.2,105462,32.7,11.3,8,122.1,0.0,False,False,False,False,True,False
58.0,3,0,1935.5,19.1,96734,32.2,13.0,7,15.1,0.0,False,True,False,False,False,False
72.0,3,0,2155.0,15.3,70863,28.8,15.8,5,,,False,False,False,False,False,True
20.0,1,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
61.0,3,0,1529.5,36.2,105462,32.7,11.3,5,195.4,0.0,False,False,False,False,True,False
104.0,5,1,1529.5,36.2,105462,32.7,11.3,3,139.1,0.0,False,False,False,False,True,False
50.0,2,0,1529.5,36.2,105462,32.7,11.3,1,35.7,0.0,False,False,False,False,True,False
110.0,6,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
130.0,7,1,1956.6,18.3,66372,26.5,15.3,4,82.8,0.0,True,False,False,False,False,False
42.0,3,0,2155.0,15.3,70863,28.8,15.8,5,201.5,0.0,False,False,False,False,False,True
45.0,2,0,1935.5,19.1,96734,32.2,13.0,11,,,False,True,False,False,False,False
70.0,3,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
99.0,5,1,1638.4,25.8,70238,27.7,10.2,3,156.5,0.0,False,False,False,True,False,False
35.0,3,0,1638.4,25.8,70238,27.7,10.2,3,,,False,False,False,True,False,False
41.0,2,1,2155.0,15.3,70863,28.8,15.8,10,80.7,0.0,False,False,False,False,False,True
46.0,2,0,1529.5,36.2,105462,32.7,11.3,9,283.7,0.0,False,False,False,False,True,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,7,22.8,0.0,False,True,False,False,False,False
51.0,2,0,2155.0,15.3,70863,28.8,15.8,2,,,False,False,False,False,False,True
39.0,2,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
55.0,3,0,1638.4,25.8,70238,27.7,10.2,10,235.9,0.0,False,False,False,True,False,False
56.0,2,0,1935.5,19.1,96734,32.2,13.0,3,172.6,0.0,False,True,False,False,False,False
23.0,1,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
16.0,1,0,1529.5,36.2,105462,32.7,11.3,9,183.2,1.0,False,False,False,False,True,False
48.0,3,0,1638.4,25.8,70238,27.7,10.2,6,141.4,0.0,False,False,False,True,False,False
49.0,2,0,1638.4,25.8,70238,27.7,10.2,11,,,False,False,False,True,False,False
27.0,1,0,2324.5,16.1,83796,41.1,13.4,5,373.4,0.0,False,False,True,False,False,False
99.0,5,1,1935.5,19.1,96734,32.2,13.0,9,,,False,True,False,False,False,False
78.0,4,1,1956.6,18.3,66372,26.5,15.3,12,,,True,False,False,False,False,False
57.0,3,0,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
130.0,5,1,1935.5,19.1,96734,32.2,13.0,1,,,False,True,False,False,False,False
18.0,1,0,1529.5,36.2,105462,32.7,11.3,3,,,False,False,False,False,True,False
106.0,5,1,1935.5,19.1,96734,32.2,13.0,3,116.0,0.0,False,True,False,False,False,False
67.0,10,0,1638.4,25.8,70238,27.7,10.2,4,323.2,0.0,False,False,False,True,False,False
94.0,4,1,1529.5,36.2,105462,32.7,11.3,7,42.7,1.0,False,False,False,False,True,False
67.0,3,0,1529.5,36.2,105462,32.7,11.3,6,,,False,False,False,False,True,False
106.0,5,1,1956.6,18.3,66372,26.5,15.3,3,,,True,False,False,False,False,False
89.0,4,0,1638.4,25.8,70238,27.7,10.2,9,148.1,0.0,False,False,False,True,False,False
70.0,3,1,1935.5,19.1,96734,32.2,13.0,9,291.8,0.0,False,True,False,False,False,False
42.0,2,0,2324.5,16.1,83796,41.1,13.4,5,173.1,0.0,False,False,True,False,False,False
55.0,3,0,1956.6,18.3,66372,26.5,15.3,1,116.9,0.0,True,False,False,False,False,False
54.0,2,0,1935.5,19.1,96734,32.2,13.0,5,108.1,0.0,False,True,False,False,False,False
50.0,3,0,1935.5,19.1,96734,32.2,13.0,6,,,False,True,False,False,False,False
41.0,2,0,2324.5,16.1,83796,41.1,13.4,5,,,False,False,True,False,False,False
64.0,3,0,2155.0,15.3,70863,28.8,15.8,8,,,False,False,False,False,False,True
38.0,2,0,2324.5,16.1,83796,41.1,13.4,7,101.4,0.0,False,False,True,False,False,False
74.0,4,0,1956.6,18.3,66372,26.5,15.3,4,212.7,1.0,True,False,False,False,False,False
24.0,1,0,2324.5,16.1,83796,41.1,13.4,6,99.4,0.0,False,False,True,False,False,False
64.0,4,1,1638.4,25.8,70238,27.7,10.2,6,,,False,False,False,True,False,False
92.0,4,1,1935.5,19.1,96734,32.2,13.0,4,254.1,0.0,False,True,False,False,False,False
110.0,3,0,2324.5,16.1,83796,41.1,13.4,9,106.3,0.0,False,False,True,False,False,False
47.0,3,0,2324.5,16.1,83796,41.1,13.4,12,56.1,0.0,False,False,True,False,False,False
95.0,6,1,1638.4,25.8,70238,27.7,10.2,11,,,False,False,False,True,False,False
66.0,3,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
57.0,3,0,1935.5,19.1,96734,32.2,13.0,2,78.4,0.0,False,True,False,False,False,False
34.0,2,0,1638.4,25.8,70238,27.7,10.2,9,,,False,False,False,True,False,False
84.0,4,0,1935.5,19.1,96734,32.2,13.0,8,75.2,0.0,False,True,False,False,False,False
19.0,1,0,2155.0,15.3,70863,28.8,15.8,4,76.5,0.0,False,False,False,False,False,True
103.0,6,0,1529.5,36.2,105462,32.7,11.3,2,185.8,0.0,False,False,False,False,True,False
43.0,2,0,2155.0,15.3,70863,28.8,15.8,1,226.1,0.0,False,False,False,False,False,True
34.0,2,0,1935.5,19.1,96734,32.2,13.0,10,,,False,True,False,False,False,False
165.0,4,1,1638.4,25.8,70238,27.7,10.2,6,,,False,False,False,True,False,False
43.0,1,0,2324.5,16.1,83796,41.1,13.4,9,,,False,False,True,False,False,False
30.0,2,0,2155.0,15.3,70863,28.8,15.8,3,,,False,False,False,False,False,True
90.0,4,1,1638.4,25.8,70238,27.7,10.2,5,244.0,0.0,False,False,False,True,False,False
71.0,4,1,1956.6,18.3,66372,26.5,15.3,3,,,True,False,False,False,False,False
32.0,2,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
40.0,2,0,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
63.0,4,0,1638.4,25.8,70238,27.7,10.2,3,,,False,False,False,True,False,False
67.0,4,0,1935.5,19.1,96734,32.2,13.0,3,214.3,0.0,False,True,False,False,False,False
45.0,2,0,1529.5,36.2,105462,32.7,11.3,9,,,False,False,False,False,True,False
30.0,1,0,1935.5,19.1,96734,32.2,13.0,6,,,False,True,False,False,False,False
51.0,3,0,2155.0,15.3,70863,28.8,15.8,12,1.6,0.0,False,False,False,False,False,True
55.0,3,0,1638.4,25.8,70238,27.7,10.2,8,,,False,False,False,True,False,False
31.0,2,0,2324.5,16.1,83796,41.1,13.4,1,,,False,False,True,False,False,False
72.0,3,0,1529.5,36.2,105462,32.7,11.3,1,139.2,0.0,False,False,False,False,True,False
85.0,4,1,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
85.0,4,1,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
85.0,3,0,1638.4,25.8,70238,27.7,10.2,11,,,False,False,False,True,False,False
62.0,3,0,1529.5,36.2,105462,32.7,11.3,8,172.1,0.0,False,False,False,False,True,False
157.0,5,1,1638.4,25.8,70238,27.7,10.2,8,202.8,0.0,False,False,False,True,False,False
45.0,2,0,1529.5,36.2,105462,32.7,11.3,9,,,False,False,False,False,True,False
64.0,3,0,1638.4,25.8,70238,27.7,10.2,10,,,False,False,False,True,False,False
111.0,5,1,1935.5,19.1,96734,32.2,13.0,10,87.5,0.0,False,True,False,False,False,False
21.0,1,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
140.0,6,1,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
29.0,1,0,1956.6,18.3,66372,26.5,15.3,5,,,True,False,False,False,False,False
63.0,3,0,2324.5,16.1,83796,41.1,13.4,5,108.4,0.0,False,False,True,False,False,False
26.0,1,0,2324.5,16.1,83796,41.1,13.4,11,,,False,False,True,False,False,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
74.0,4,1,1529.5,36.2,105462,32.7,11.3,12,198.1,0.0,False,False,False,False,True,False
40.0,3,0,1529.5,36.2,105462,32.7,11.3,9,165.6,0.0,False,False,False,False,True,False
32.0,2,0,1529.5,36.2,105462,32.7,11.3,11,,,False,False,False,False,True,False
100.0,4,1,1638.4,25.8,70238,27.7,10.2,8,111.7,0.0,False,False,False,True,False,False
48.0,3,0,1935.5,19.1,96734,32.2,13.0,11,123.8,0.0,False,True,False,False,False,False
25.0,1,0,2324.5,16.1,83796,41.1,13.4,3,,,False,False,True,False,False,False
31.0,1,0,1638.4,25.8,70238,27.7,10.2,1,320.9,0.0,False,False,False,True,False,False
60.0,3,0,2324.5,16.1,83796,41.1,13.4,6,,,False,False,True,False,False,False
83.0,4,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
156.0,5,0,2324.5,16.1,83796,41.1,13.4,7,56.5,0.0,False,False,True,False,False,False
89.0,5,1,1956.6,18.3,66372,26.5,15.3,5,,,True,False,False,False,False,False
67.0,4,0,1956.6,18.3,66372,26.5,15.3,5,117.4,1.0,True,False,False,False,False,False
22.0,1,0,1529.5,36.2,105462,32.7,11.3,11,,,False,False,False,False,True,False
160.0,4,1,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
70.0,4,1,2155.0,15.3,70863,28.8,15.8,7,203.0,0.0,False,False,False,False,False,True
60.0,2,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
75.0,4,0,1529.5,36.2,105462,32.7,11.3,7,178.1,0.0,False,False,False,False,True,False
17.0,1,0,2324.5,16.1,83796,41.1,13.4,7,,,False,False,True,False,False,False
39.0,2,0,1529.5,36.2,105462,32.7,11.3,1,,,False,False,False,False,True,False
66.0,3,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
76.0,4,1,1956.6,18.3,66372,26.5,15.3,1,,,True,False,False,False,False,False
20.0,1,0,1529.5,36.2,105462,32.7,11.3,5,,,False,False,False,False,True,False
110.0,4,0,1638.4,25.8,70238,27.7,10.2,12,154.6,0.0,False,False,False,True,False,False
66.0,4,0,1529.5,36.2,105462,32.7,11.3,10,238.0,1.0,False,False,False,False,True,False
42.0,2,0,1935.5,19.1,96734,32.2,13.0,8,350.1,0.0,False,True,False,False,False,False
190.0,8,1,1638.4,25.8,70238,27.7,10.2,2,,,False,False,False,True,False,False
48.0,2,0,1529.5,36.2,105462,32.7,11.3,11,,,False,False,False,False,True,False
220.0,9,1,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,10,,,False,True,False,False,False,False
43.0,2,0,2155.0,15.3,70863,28.8,15.8,6,,,False,False,False,False,False,True
38.0,2,0,1638.4,25.8,70238,27.7,10.2,9,129.4,1.0,False,False,False,True,False,False
23.0,1,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
37.0,1,0,2324.5,16.1,83796,41.1,13.4,11,114.7,0.0,False,False,True,False,False,False
77.0,3,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
55.0,3,0,1638.4,25.8,70238,27.7,10.2,10,70.8,0.0,False,False,False,True,False,False
45.0,2,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
87.0,4,1,1956.6,18.3,66372,26.5,15.3,8,,,True,False,False,False,False,False
28.0,1,0,1529.5,36.2,105462,32.7,11.3,12,,,False,False,False,False,True,False
42.0,1,0,2324.5,16.1,83796,41.1,13.4,2,96.8,0.0,False,False,True,False,False,False
35.0,1,0,1529.5,36.2,105462,32.7,11.3,3,,,False,False,False,False,True,False
64.0,3,0,2155.0,15.3,70863,28.8,15.8,3,,,False,False,False,False,False,True
20.0,1,0,2324.5,16.1,83796,41.1,13.4,7,142.2,0.0,False,False,True,False,False,False
63.0,3,0,1638.4,25.8,70238,27.7,10.2,9,,,False,False,False,True,False,False
63.0,3,0,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
46.0,2,0,2324.5,16.1,83796,41.1,13.4,1,69.3,0.0,False,False,True,False,False,False
48.0,2,0,1935.5,19.1,96734,32.2,13.0,7,291.1,0.0,False,True,False,False,False,False
110.0,5,1,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
60.0,2,0,2324.5,16.1,83796,41.1,13.4,7,,,False,False,True,False,False,False
35.0,1,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
62.0,3,0,1638.4,25.8,70238,27.7,10.2,1,166.4,1.0,False,False,False,True,False,False
34.0,1,0,2324.5,16.1,83796,41.1,13.4,10,193.6,0.0,False,False,True,False,False,False
30.0,2,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
83.0,3,0,2155.0,15.3,70863,28.8,15.8,7,,,False,False,False,False,False,True
69.0,3,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
107.0,6,0,1638.4,25.8,70238,27.7,10.2,10,240.9,0.0,False,False,False,True,False,False
14.0,1,0,2155.0,15.3,70863,28.8,15.8,7,100.9,0.0,False,False,False,False,False,True
68.0,4,0,1529.5,36.2,105462,32.7,11.3,3,18.5,0.0,False,False,False,False,True,False
90.0,4,1,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
80.0,3,1,1956.6,18.3,66372,26.5,15.3,6,,,True,False,False,False,False,False
64.0,3,0,1529.5,36.2,105462,32.7,11.3,9,,,False,False,False,False,True,False
32.0,1,0,2324.5,16.1,83796,41.1,13.4,10,143.5,0.0,False,False,True,False,False,False
45.0,2,0,2155.0,15.3,70863,28.8,15.8,4,,,False,False,False,False,False,True
17.0,1,0,1638.4,25.8,70238,27.7,10.2,2,,,False,False,False,True,False,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,11,,,False,True,False,False,False,False
61.0,3,0,1935.5,19.1,96734,32.2,13.0,8,,,False,True,False,False,False,False
63.0,3,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
31.0,1,0,2324.5,16.1,83796,41.1,13.4,3,123.2,0.0,False,False,True,False,False,False
85.0,4,0,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
75.0,3,0,2155.0,15.3,70863,28.8,15.8,11,,,False,False,False,False,False,True
53.0,3,0,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
34.0,2,0,2324.5,16.1,83796,41.1,13.4,3,,,False,False,True,False,False,False
47.0,2,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
194.0,6,1,1956.6,18.3,66372,26.5,15.3,7,,,True,False,False,False,False,False
21.0,1,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
32.0,1,0,1638.4,25.8,70238,27.7,10.2,12,165.3,0.0,False,False,False,True,False,False
107.0,4,1,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
134.0,5,1,1935.5,19.1,96734,32.2,13.0,10,,,False,True,False,False,False,False
70.0,4,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
70.0,4,0,1529.5,36.2,105462,32.7,11.3,6,,,False,False,False,False,True,False
26.0,2,0,1935.5,19.1,96734,32.2,13.0,9,100.4,0.0,False,True,False,False,False,False
63.0,3,0,1956.6,18.3,66372,26.5,15.3,8,,,True,False,False,False,False,False
80.0,4,1,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
89.0,4,0,2155.0,15.3,70863,28.8,15.8,6,39.4,0.0,False,False,False,False,False,True
64.0,3,0,1935.5,19.1,96734,32.2,13.0,7,11.0,0.0,False,True,False,False,False,False
145.0,7,1,1529.5,36.2,105462,32.7,11.3,3,51.1,0.0,False,False,False,False,True,False
64.0,3,0,2155.0,15.3,70863,28.8,15.8,12,,,False,False,False,False,False,True
111.0,4,1,1956.6,18.3,66372,26.5,15.3,2,250.4,0.0,True,False,False,False,False,False
45.0,2,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
89.0,4,0,1529.5,36.2,105462,32.7,11.3,11,289.1,0.0,False,False,False,False,True,False
51.0,2,0,1529.5,36.2,105462,32.7,11.3,5,,,False,False,False,False,True,False
104.0,4,0,1935.5,19.1,96734,32.2,13.0,9,162.4,0.0,False,True,False,False,False,False
20.0,1,0,1935.5,19.1,96734,32.2,13.0,6,208.9,0.0,False,True,False,False,False,False
27.0,1,0,2155.0,15.3,70863,28.8,15.8,9,93.7,0.0,False,False,False,False,False,True
61.0,3,0,1638.4,25.8,70238,27.7,10.2,8,,,False,False,False,True,False,False
23.0,1,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
61.0,3,0,1529.5,36.2,105462,32.7,11.3,3,,,False,False,False,False,True,False
69.0,3,0,1638.4,25.8,70238,27.7,10.2,8,,,False,False,False,True,False,False
90.0,3,0,2324.5,16.1,83796,41.1,13.4,2,88.3,0.0,False,False,True,False,False,False
74.0,4,1,1935.5,19.1,96734,32.2,13.0,6,118.1,0.0,False,True,False,False,False,False
105.0,5,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
49.0,3,0,1529.5,36.2,105462,32.7,11.3,9,133.1,0.0,False,False,False,False,True,False
65.0,3,0,1529.5,36.2,105462,32.7,11.3,11,,,False,False,False,False,True,False
49.0,1,0,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
115.0,5,1,1529.5,36.2,105462,32.7,11.3,9,22.4,0.0,False,False,False,False,True,False
89.0,5,1,1935.5,19.1,96734,32.2,13.0,6,14.1,0.0,False,True,False,False,False,False
162.0,9,1,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
51.0,2,0,2155.0,15.3,70863,28.8,15.8,5,,,False,False,False,False,False,True
21.0,1,0,1529.5,36.2,105462,32.7,11.3,8,69.4,0.0,False,False,False,False,True,False
28.0,1,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
75.0,2,0,2324.5,16.1,83796,41.1,13.4,6,,,False,False,True,False,False,False
66.0,3,0,1638.4,25.8,70238,27.7,10.2,3,,,False,False,False,True,False,False
23.0,2,0,1529.5,36.2,105462,32.7,11.3,6,104.8,0.0,False,False,False,False,True,False
50.0,2,0,2324.5,16.1,83796,41.1,13.4,4,121.9,0.0,False,False,True,False,False,False
54.0,1,0,2324.5,16.1,83796,41.1,13.4,4,164.1,0.0,False,False,True,False,False,False
64.0,3,0,1935.5,19.1,96734,32.2,13.0,9,42.0,0.0,False,True,False,False,False,False
65.0,3,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
19.0,1,0,1638.4,25.8,70238,27.7,10.2,10,155.8,0.0,False,False,False,True,False,False
49.0,2,0,1935.5,19.1,96734,32.2,13.0,1,,,False,True,False,False,False,False
175.0,6,1,1529.5,36.2,105462,32.7,11.3,9,,,False,False,False,False,True,False
65.0,3,0,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
65.0,3,0,1935.5,19.1,96734,32.2,13.0,6,257.0,0.0,False,True,False,False,False,False
180.0,4,1,1638.4,25.8,70238,27.7,10.2,11,205.2,0.0,False,False,False,True,False,False
99.0,3,0,1529.5,36.2,105462,32.7,11.3,6,93.3,0.0,False,False,False,False,True,False
81.0,4,0,1529.5,36.2,105462,32.7,11.3,4,,,False,False,False,False,True,False
79.0,4,0,2155.0,15.3,70863,28.8,15.8,8,233.7,0.0,False,False,False,False,False,True
79.0,4,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
80.0,4,0,2324.5,16.1,83796,41.1,13.4,8,45.9,0.0,False,False,True,False,False,False
14.0,1,0,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
21.0,1,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
53.0,2,0,1638.4,25.8,70238,27.7,10.2,8,205.4,0.0,False,False,False,True,False,False
128.0,6,1,1956.6,18.3,66372,26.5,15.3,2,,,True,False,False,False,False,False
73.0,3,0,2155.0,15.3,70863,28.8,15.8,5,66.5,0.0,False,False,False,False,False,True
23.0,1,0,1638.4,25.8,70238,27.7,10.2,4,,,False,False,False,True,False,False
141.0,5,1,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
62.0,3,0,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
77.0,4,0,1935.5,19.1,96734,32.2,13.0,8,95.7,0.0,False,True,False,False,False,False
45.0,2,0,1529.5,36.2,105462,32.7,11.3,12,287.2,0.0,False,False,False,False,True,False
85.0,5,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
35.0,2,0,2324.5,16.1,83796,41.1,13.4,3,,,False,False,True,False,False,False
62.0,3,0,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
31.0,1,0,2324.5,16.1,83796,41.1,13.4,8,111.4,0.0,False,False,True,False,False,False
29.0,1,0,2155.0,15.3,70863,28.8,15.8,5,,,False,False,False,False,False,True
32.0,2,0,1529.5,36.2,105462,32.7,11.3,6,378.8,0.0,False,False,False,False,True,False
125.0,4,1,1638.4,25.8,70238,27.7,10.2,7,103.2,0.0,False,False,False,True,False,False
149.0,6,1,1638.4,25.8,70238,27.7,10.2,10,,,False,False,False,True,False,False
90.0,3,0,1529.5,36.2,105462,32.7,11.3,12,103.9,0.0,False,False,False,False,True,False
36.0,2,0,1529.5,36.2,105462,32.7,11.3,8,,,False,False,False,False,True,False
71.0,3,0,1638.4,25.8,70238,27.7,10.2,2,,,False,False,False,True,False,False
41.0,2,0,1638.4,25.8,70238,27.7,10.2,6,246.4,0.0,False,False,False,True,False,False
34.0,2,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
102.0,5,0,1638.4,25.8,70238,27.7,10.2,11,,,False,False,False,True,False,False
72.0,3,0,1956.6,18.3,66372,26.5,15.3,8,169.6,0.0,True,False,False,False,False,False
125.0,4,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
63.0,3,0,1935.5,19.1,96734,32.2,13.0,8,,,False,True,False,False,False,False
73.0,3,0,1956.6,18.3,66372,26.5,15.3,10,,,True,False,False,False,False,False
55.0,2,0,1956.6,18.3,66372,26.5,15.3,6,,,True,False,False,False,False,False
32.0,1,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
