surface_m2,nb_pieces,is_maison,revenu_median_mensuel,taux_pauvrete_pct,population_2019,part_jeunes_pct,part_seniors_pct,mois_mutation,distance_transport_m,est_metro_proche,q_Bagatelle / Reynerie,q_Borderouge / Croix-Daurade,q_Capitole / Carmes,q_Côte Pavée / Jolimont,q_Rangueil / Saouzelong,q_Saint-Cyprien / Arènes
66.0,3,0,1956.6,18.3,66372,26.5,15.3,10,,,True,False,False,False,False,False
55.0,2,0,2324.5,16.1,83796,41.1,13.4,11,,,False,False,True,False,False,False
33.0,2,0,1529.5,36.2,105462,32.7,11.3,5,,,False,False,False,False,True,False
68.0,4,0,1638.4,25.8,70238,27.7,10.2,10,130.0,0.0,False,False,False,True,False,False
29.0,2,0,1529.5,36.2,105462,32.7,11.3,10,150.8,0.0,False,False,False,False,True,False
49.0,2,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
46.0,2,0,2324.5,16.1,83796,41.1,13.4,9,,,False,False,True,False,False,False
60.0,3,0,1935.5,19.1,96734,32.2,13.0,1,,,False,True,False,False,False,False
44.0,2,0,2324.5,16.1,83796,41.1,13.4,8,,,False,False,True,False,False,False
154.0,5,0,2324.5,16.1,83796,41.1,13.4,9,215.7,0.0,False,False,True,False,False,False
40.0,2,0,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
20.0,1,0,2155.0,15.3,70863,28.8,15.8,10,,,False,False,False,False,False,True
63.0,3,0,1529.5,36.2,105462,32.7,11.3,11,,,False,False,False,False,True,False
106.0,5,1,1956.6,18.3,66372,26.5,15.3,12,,,True,False,False,False,False,False
82.0,4,0,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
126.0,6,1,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
49.0,2,0,2324.5,16.1,83796,41.1,13.4,10,123.2,0.0,False,False,True,False,False,False
21.0,1,0,1529.5,36.2,105462,32.7,11.3,3,48.3,0.0,False,False,False,False,True,False
68.0,4,0,2324.5,16.1,83796,41.1,13.4,6,196.4,0.0,False,False,True,False,False,False
43.0,2,0,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
83.0,4,1,1529.5,36.2,105462,32.7,11.3,3,,,False,False,False,False,True,False
64.0,3,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
69.0,3,0,1935.5,19.1,96734,32.2,13.0,5,142.9,0.0,False,True,False,False,False,False
65.0,3,0,1529.5,36.2,105462,32.7,11.3,11,57.6,0.0,False,False,False,False,True,False
73.0,4,0,1935.5,19.1,96734,32.2,13.0,8,,,False,True,False,False,False,False
78.0,4,0,1935.5,19.1,96734,32.2,13.0,10,,,False,True,False,False,False,False
11.0,1,0,2324.5,16.1,83796,41.1,13.4,3,116.2,0.0,False,False,True,False,False,False
57.0,3,0,1638.4,25.8,70238,27.7,10.2,3,101.1,0.0,False,False,False,True,False,False
45.0,2,0,1956.6,18.3,66372,26.5,15.3,8,200.6,0.0,True,False,False,False,False,False
91.0,4,0,2155.0,15.3,70863,28.8,15.8,8,165.6,0.0,False,False,False,False,False,True
28.0,1,0,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
29.0,1,0,1529.5,36.2,105462,32.7,11.3,2,265.4,0.0,False,False,False,False,True,False
42.0,2,0,1638.4,25.8,70238,27.7,10.2,7,156.7,1.0,False,False,False,True,False,False
49.0,2,0,2324.5,16.1,83796,41.1,13.4,9,74.6,0.0,False,False,True,False,False,False
84.0,4,1,1935.5,19.1,96734,32.2,13.0,10,,,False,True,False,False,False,False
38.0,2,0,2324.5,16.1,83796,41.1,13.4,1,,,False,False,True,False,False,False
39.0,2,0,1638.4,25.8,70238,27.7,10.2,2,,,False,False,False,True,False,False
102.0,5,0,1529.5,36.2,105462,32.7,11.3,3,60.4,0.0,False,False,False,False,True,False
36.0,2,0,1529.5,36.2,105462,32.7,11.3,6,210.8,0.0,False,False,False,False,True,False
44.0,2,0,1956.6,18.3,66372,26.5,15.3,2,148.6,0.0,True,False,False,False,False,False
107.0,5,0,1638.4,25.8,70238,27.7,10.2,5,,,False,False,False,True,False,False
62.0,3,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
63.0,3,0,1529.5,36.2,105462,32.7,11.3,5,177.1,0.0,False,False,False,False,True,False
43.0,3,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
20.0,1,0,2155.0,15.3,70863,28.8,15.8,10,,,False,False,False,False,False,True
57.0,3,0,2324.5,16.1,83796,41.1,13.4,8,,,False,False,True,False,False,False
60.0,1,0,1638.4,25.8,70238,27.7,10.2,9,,,False,False,False,True,False,False
60.0,3,1,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
28.0,1,0,1529.5,36.2,105462,32.7,11.3,11,,,False,False,False,False,True,False
20.0,1,0,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
78.0,3,0,1638.4,25.8,70238,27.7,10.2,6,232.3,0.0,False,False,False,True,False,False
120.0,4,0,1529.5,36.2,105462,32.7,11.3,6,,,False,False,False,False,True,False
41.0,1,0,2324.5,16.1,83796,41.1,13.4,2,,,False,False,True,False,False,False
78.0,4,0,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
46.0,2,0,1638.4,25.8,70238,27.7,10.2,8,,,False,False,False,True,False,False
73.0,3,0,1529.5,36.2,105462,32.7,11.3,9,,,False,False,False,False,True,False
78.0,3,0,1529.5,36.2,105462,32.7,11.3,7,141.6,1.0,False,False,False,False,True,False
106.0,5,0,2155.0,15.3,70863,28.8,15.8,3,144.7,0.0,False,False,False,False,False,True
73.0,3,0,1529.5,36.2,105462,32.7,11.3,1,,,False,False,False,False,True,False
49.0,2,0,1956.6,18.3,66372,26.5,15.3,4,47.4,0.0,True,False,False,False,False,False
65.0,3,0,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
86.0,4,0,2155.0,15.3,70863,28.8,15.8,9,165.4,0.0,False,False,False,False,False,True
101.0,3,1,1638.4,25.8,70238,27.7,10.2,11,207.4,0.0,False,False,False,True,False,False
39.0,2,0,1935.5,19.1,96734,32.2,13.0,4,22.6,0.0,False,True,False,False,False,False
67.0,4,0,1638.4,25.8,70238,27.7,10.2,9,,,False,False,False,True,False,False
48.0,2,0,1529.5,36.2,105462,32.7,11.3,1,151.4,0.0,False,False,False,False,True,False
90.0,5,1,1956.6,18.3,66372,26.5,15.3,4,,,True,False,False,False,False,False
66.0,3,0,2155.0,15.3,70863,28.8,15.8,12,,,False,False,False,False,False,True
51.0,2,0,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
104.0,3,1,2155.0,15.3,70863,28.8,15.8,12,,,False,False,False,False,False,True
18.0,1,0,1529.5,36.2,105462,32.7,11.3,7,179.9,0.0,False,False,False,False,True,False
72.0,3,0,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
18.0,1,0,2324.5,16.1,83796,41.1,13.4,5,,,False,False,True,False,False,False
55.0,2,0,1638.4,25.8,70238,27.7,10.2,2,80.0,0.0,False,False,False,True,False,False
33.0,2,0,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
39.0,1,0,2324.5,16.1,83796,41.1,13.4,11,,,False,False,True,False,False,False
17.0,1,0,1638.4,25.8,70238,27.7,10.2,11,,,False,False,False,True,False,False
67.0,4,0,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
106.0,5,1,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
56.0,3,0,1935.5,19.1,96734,32.2,13.0,9,,,False,True,False,False,False,False
32.0,2,0,1638.4,25.8,70238,27.7,10.2,1,89.2,0.0,False,False,False,True,False,False
79.0,4,0,2155.0,15.3,70863,28.8,15.8,10,145.7,0.0,False,False,False,False,False,True
20.0,1,0,2155.0,15.3,70863,28.8,15.8,12,34.9,0.0,False,False,False,False,False,True
52.0,2,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
60.0,3,0,2324.5,16.1,83796,41.1,13.4,7,,,False,False,True,False,False,False
110.0,4,0,2324.5,16.1,83796,41.1,13.4,7,,,False,False,True,False,False,False
70.0,3,0,1935.5,19.1,96734,32.2,13.0,11,,,False,True,False,False,False,False
58.0,3,0,2155.0,15.3,70863,28.8,15.8,3,105.2,0.0,False,False,False,False,False,True
63.0,3,0,1529.5,36.2,105462,32.7,11.3,3,,,False,False,False,False,True,False
69.0,3,0,1935.5,19.1,96734,32.2,13.0,6,207.1,1.0,False,True,False,False,False,False
42.0,2,0,2324.5,16.1,83796,41.1,13.4,6,121.7,0.0,False,False,True,False,False,False
55.0,3,0,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
150.0,5,1,2155.0,15.3,70863,28.8,15.8,7,269.8,0.0,False,False,False,False,False,True
51.0,2,0,2324.5,16.1,83796,41.1,13.4,3,,,False,False,True,False,False,False
27.0,1,0,1529.5,36.2,105462,32.7,11.3,12,169.1,0.0,False,False,False,False,True,False
53.0,2,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
58.0,3,1,1956.6,18.3,66372,26.5,15.3,9,222.2,0.0,True,False,False,False,False,False
30.0,2,0,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
87.0,4,0,1935.5,19.1,96734,32.2,13.0,1,100.5,0.0,False,True,False,False,False,False
28.0,2,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
57.0,3,0,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
76.0,4,0,1935.5,19.1,96734,32.2,13.0,12,162.9,0.0,False,True,False,False,False,False
55.0,1,0,1529.5,36.2,105462,32.7,11.3,11,241.9,0.0,False,False,False,False,True,False
63.0,3,0,2155.0,15.3,70863,28.8,15.8,3,,,False,False,False,False,False,True
57.0,3,0,1935.5,19.1,96734,32.2,13.0,10,281.3,0.0,False,True,False,False,False,False
64.0,4,0,1529.5,36.2,105462,32.7,11.3,6,,,False,False,False,False,True,False
69.0,3,0,2155.0,15.3,70863,28.8,15.8,2,222.8,0.0,False,False,False,False,False,True
70.0,3,0,2324.5,16.1,83796,41.1,13.4,6,,,False,False,True,False,False,False
87.0,4,0,2155.0,15.3,70863,28.8,15.8,10,,,False,False,False,False,False,True
59.0,3,0,1935.5,19.1,96734,32.2,13.0,1,,,False,True,False,False,False,False
87.0,4,0,1956.6,18.3,66372,26.5,15.3,12,,,True,False,False,False,False,False
58.0,3,0,2155.0,15.3,70863,28.8,15.8,11,,,False,False,False,False,False,True
33.0,2,0,1956.6,18.3,66372,26.5,15.3,6,181.6,0.0,True,False,False,False,False,False
17.0,1,0,2324.5,16.1,83796,41.1,13.4,5,,,False,False,True,False,False,False
32.0,1,0,1529.5,36.2,105462,32.7,11.3,3,128.4,0.0,False,False,False,False,True,False
77.0,3,0,1956.6,18.3,66372,26.5,15.3,9,,,True,False,False,False,False,False
75.0,2,0,2324.5,16.1,83796,41.1,13.4,4,104.5,0.0,False,False,True,False,False,False
53.0,2,0,2155.0,15.3,70863,28.8,15.8,11,108.2,0.0,False,False,False,False,False,True
95.0,4,0,2324.5,16.1,83796,41.1,13.4,4,50.7,0.0,False,False,True,False,False,False
66.0,3,0,1935.5,19.1,96734,32.2,13.0,10,,,False,True,False,False,False,False
100.0,4,0,1529.5,36.2,105462,32.7,11.3,11,,,False,False,False,False,True,False
30.0,2,0,1529.5,36.2,105462,32.7,11.3,5,,,False,False,False,False,True,False
12.0,1,0,2324.5,16.1,83796,41.1,13.4,5,127.6,0.0,False,False,True,False,False,False
83.0,3,0,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
34.0,2,0,1935.5,19.1,96734,32.2,13.0,11,,,False,True,False,False,False,False
85.0,4,0,2155.0,15.3,70863,28.8,15.8,3,,,False,False,False,False,False,True
28.0,1,0,1935.5,19.1,96734,32.2,13.0,12,67.9,0.0,False,True,False,False,False,False
66.0,3,0,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
65.0,4,1,1956.6,18.3,66372,26.5,15.3,2,144.0,0.0,True,False,False,False,False,False
39.0,2,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
49.0,3,0,2155.0,15.3,70863,28.8,15.8,5,,,False,False,False,False,False,True
61.0,3,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
110.0,4,1,1529.5,36.2,105462,32.7,11.3,12,,,False,False,False,False,True,False
41.0,2,0,2324.5,16.1,83796,41.1,13.4,7,213.8,0.0,False,False,True,False,False,False
27.0,2,0,2324.5,16.1,83796,41.1,13.4,5,275.2,0.0,False,False,True,False,False,False
67.0,3,0,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
82.0,4,0,1956.6,18.3,66372,26.5,15.3,12,,,True,False,False,False,False,False
60.0,3,0,2155.0,15.3,70863,28.8,15.8,4,101.2,0.0,False,False,False,False,False,True
133.0,4,0,2155.0,15.3,70863,28.8,15.8,4,151.3,0.0,False,False,False,False,False,True
42.0,2,0,1935.5,19.1,96734,32.2,13.0,5,,,False,True,False,False,False,False
70.0,3,0,2324.5,16.1,83796,41.1,13.4,5,150.0,0.0,False,False,True,False,False,False
48.0,2,0,1638.4,25.8,70238,27.7,10.2,5,50.2,1.0,False,False,False,True,False,False
41.0,2,0,2155.0,15.3,70863,28.8,15.8,5,,,False,False,False,False,False,True
88.0,4,1,1956.6,18.3,66372,26.5,15.3,8,,,True,False,False,False,False,False
45.0,2,0,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
37.0,2,0,2324.5,16.1,83796,41.1,13.4,7,,,False,False,True,False,False,False
99.0,4,0,1638.4,25.8,70238,27.7,10.2,6,,,False,False,False,True,False,False
58.0,3,0,2155.0,15.3,70863,28.8,15.8,8,,,False,False,False,False,False,True
40.0,2,0,1529.5,36.2,105462,32.7,11.3,12,264.5,0.0,False,False,False,False,True,False
47.0,2,0,1638.4,25.8,70238,27.7,10.2,8,,,False,False,False,True,False,False
100.0,6,1,1935.5,19.1,96734,32.2,13.0,2,161.0,0.0,False,True,False,False,False,False
110.0,5,1,1638.4,25.8,70238,27.7,10.2,7,44.7,0.0,False,False,False,True,False,False
56.0,3,0,1638.4,25.8,70238,27.7,10.2,10,85.4,0.0,False,False,False,True,False,False
65.0,2,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
23.0,1,0,1638.4,25.8,70238,27.7,10.2,9,138.3,0.0,False,False,False,True,False,False
74.0,4,0,1956.6,18.3,66372,26.5,15.3,12,,,True,False,False,False,False,False
80.0,3,0,2324.5,16.1,83796,41.1,13.4,1,,,False,False,True,False,False,False
77.0,4,1,2155.0,15.3,70863,28.8,15.8,11,118.8,0.0,False,False,False,False,False,True
32.0,1,0,1935.5,19.1,96734,32.2,13.0,1,133.9,0.0,False,True,False,False,False,False
92.0,4,1,1529.5,36.2,105462,32.7,11.3,12,,,False,False,False,False,True,False
55.0,3,0,1935.5,19.1,96734,32.2,13.0,5,95.0,0.0,False,True,False,False,False,False
45.0,2,0,2324.5,16.1,83796,41.1,13.4,8,143.5,0.0,False,False,True,False,False,False
17.0,1,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
103.0,4,1,1529.5,36.2,105462,32.7,11.3,10,,,False,False,False,False,True,False
48.0,2,0,2324.5,16.1,83796,41.1,13.4,8,16.5,0.0,False,False,True,False,False,False
65.0,3,0,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
69.0,3,0,1935.5,19.1,96734,32.2,13.0,9,,,False,True,False,False,False,False
128.0,5,1,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
41.0,2,0,1529.5,36.2,105462,32.7,11.3,6,121.5,0.0,False,False,False,False,True,False
137.0,5,1,2155.0,15.3,70863,28.8,15.8,7,269.8,0.0,False,False,False,False,False,True
235.0,9,0,2324.5,16.1,83796,41.1,13.4,1,137.5,0.0,False,False,True,False,False,False
52.0,3,0,1529.5,36.2,105462,32.7,11.3,4,89.7,0.0,False,False,False,False,True,False
81.0,3,0,1956.6,18.3,66372,26.5,15.3,4,,,True,False,False,False,False,False
77.0,4,1,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
63.0,3,1,1956.6,18.3,66372,26.5,15.3,8,,,True,False,False,False,False,False
43.0,2,0,1638.4,25.8,70238,27.7,10.2,6,115.1,1.0,False,False,False,True,False,False
42.0,2,0,2324.5,16.1,83796,41.1,13.4,2,,,False,False,True,False,False,False
91.0,4,0,1935.5,19.1,96734,32.2,13.0,4,162.4,0.0,False,True,False,False,False,False
71.0,3,0,1529.5,36.2,105462,32.7,11.3,4,71.6,0.0,False,False,False,False,True,False
42.0,2,0,1935.5,19.1,96734,32.2,13.0,9,37.1,0.0,False,True,False,False,False,False
67.0,3,0,1935.5,19.1,96734,32.2,13.0,11,,,False,True,False,False,False,False
63.0,3,0,1935.5,19.1,96734,32.2,13.0,10,,,False,True,False,False,False,False
64.0,3,0,1956.6,18.3,66372,26.5,15.3,6,,,True,False,False,False,False,False
35.0,2,0,1935.5,19.1,96734,32.2,13.0,9,154.2,1.0,False,True,False,False,False,False
63.0,3,0,1529.5,36.2,105462,32.7,11.3,3,58.4,0.0,False,False,False,False,True,False
100.0,4,1,1956.6,18.3,66372,26.5,15.3,10,108.8,0.0,True,False,False,False,False,False
153.0,5,1,1935.5,19.1,96734,32.2,13.0,1,,,False,True,False,False,False,False
96.0,5,0,1935.5,19.1,96734,32.2,13.0,2,,,False,True,False,False,False,False
61.0,3,0,2155.0,15.3,70863,28.8,15.8,10,,,False,False,False,False,False,True
62.0,3,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
70.0,3,1,1638.4,25.8,70238,27.7,10.2,3,,,False,False,False,True,False,False
190.0,6,1,1956.6,18.3,66372,26.5,15.3,9,307.1,0.0,True,False,False,False,False,False
54.0,3,0,2324.5,16.1,83796,41.1,13.4,4,75.7,0.0,False,False,True,False,False,False
140.0,4,1,2155.0,15.3,70863,28.8,15.8,4,139.3,0.0,False,False,False,False,False,True
49.0,3,0,1529.5,36.2,105462,32.7,11.3,11,,,False,False,False,False,True,False
21.0,1,0,2155.0,15.3,70863,28.8,15.8,12,52.2,0.0,False,False,False,False,False,True
20.0,1,0,2155.0,15.3,70863,28.8,15.8,7,,,False,False,False,False,False,True
57.0,3,0,1935.5,19.1,96734,32.2,13.0,11,,,False,True,False,False,False,False
65.0,3,0,2155.0,15.3,70863,28.8,15.8,9,,,False,False,False,False,False,True
74.0,4,0,1529.5,36.2,105462,32.7,11.3,5,,,False,False,False,False,True,False
88.0,3,0,1638.4,25.8,70238,27.7,10.2,5,203.8,0.0,False,False,False,True,False,False
96.0,4,0,1638.4,25.8,70238,27.7,10.2,12,25.9,0.0,False,False,False,True,False,False
25.0,1,0,1529.5,36.2,105462,32.7,11.3,4,,,False,False,False,False,True,False
80.0,4,0,2324.5,16.1,83796,41.1,13.4,4,,,False,False,True,False,False,False
64.0,3,0,1529.5,36.2,105462,32.7,11.3,12,144.5,0.0,False,False,False,False,True,False
27.0,2,0,2324.5,16.1,83796,41.1,13.4,4,149.2,0.0,False,False,True,False,False,False
24.0,1,0,1956.6,18.3,66372,26.5,15.3,9,242.8,0.0,True,False,False,False,False,False
70.0,4,1,1638.4,25.8,70238,27.7,10.2,3,,,False,False,False,True,False,False
78.0,4,0,1935.5,19.1,96734,32.2,13.0,11,,,False,True,False,False,False,False
76.0,4,0,2155.0,15.3,70863,28.8,15.8,11,25.6,0.0,False,False,False,False,False,True
68.0,3,0,1529.5,36.2,105462,32.7,11.3,10,121.0,0.0,False,False,False,False,True,False
43.0,2,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
31.0,1,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
50.0,2,0,1935.5,19.1,96734,32.2,13.0,7,230.0,0.0,False,True,False,False,False,False
114.0,5,1,1935.5,19.1,96734,32.2,13.0,9,128.1,0.0,False,True,False,False,False,False
49.0,2,0,1935.5,19.1,96734,32.2,13.0,3,102.4,0.0,False,True,False,False,False,False
24.0,1,0,1529.5,36.2,105462,32.7,11.3,7,,,False,False,False,False,True,False
142.0,5,0,2155.0,15.3,70863,28.8,15.8,12,,,False,False,False,False,False,True
39.0,2,0,1529.5,36.2,105462,32.7,11.3,9,,,False,False,False,False,True,False
30.0,2,0,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
90.0,4,0,1935.5,19.1,96734,32.2,13.0,10,,,False,True,False,False,False,False
40.0,2,0,1935.5,19.1,96734,32.2,13.0,5,123.0,0.0,False,True,False,False,False,False
65.0,4,1,2155.0,15.3,70863,28.8,15.8,3,64.1,0.0,False,False,False,False,False,True
35.0,1,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
56.0,3,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
181.0,6,1,1935.5,19.1,96734,32.2,13.0,12,,,False,True,False,False,False,False
110.0,4,0,2155.0,15.3,70863,28.8,15.8,4,,,False,False,False,False,False,True
100.0,6,1,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
73.0,1,0,1638.4,25.8,70238,27.7,10.2,7,77.3,0.0,False,False,False,True,False,False
38.0,2,1,1935.5,19.1,96734,32.2,13.0,2,84.5,0.0,False,True,False,False,False,False
150.0,6,1,1529.5,36.2,105462,32.7,11.3,2,73.8,0.0,False,False,False,False,True,False
110.0,4,0,2324.5,16.1,83796,41.1,13.4,2,,,False,False,True,False,False,False
38.0,2,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
44.0,2,0,1935.5,19.1,96734,32.2,13.0,7,,,False,True,False,False,False,False
68.0,3,0,1638.4,25.8,70238,27.7,10.2,11,,,False,False,False,True,False,False
131.0,5,0,1935.5,19.1,96734,32.2,13.0,9,,,False,True,False,False,False,False
59.0,3,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
31.0,1,0,1529.5,36.2,105462,32.7,11.3,12,,,False,False,False,False,True,False
90.0,5,1,2155.0,15.3,70863,28.8,15.8,4,,,False,False,False,False,False,True
68.0,4,0,1935.5,19.1,96734,32.2,13.0,7,327.0,0.0,False,True,False,False,False,False
64.0,3,0,1638.4,25.8,70238,27.7,10.2,5,,,False,False,False,True,False,False
115.0,5,0,1638.4,25.8,70238,27.7,10.2,4,,,False,False,False,True,False,False
42.0,2,0,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
62.0,3,0,1529.5,36.2,105462,32.7,11.3,9,109.6,0.0,False,False,False,False,True,False
100.0,5,1,1638.4,25.8,70238,27.7,10.2,12,,,False,False,False,True,False,False
80.0,4,0,1935.5,19.1,96734,32.2,13.0,8,,,False,True,False,False,False,False
101.0,5,1,1935.5,19.1,96734,32.2,13.0,11,103.3,0.0,False,True,False,False,False,False
56.0,3,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
37.0,2,0,1529.5,36.2,105462,32.7,11.3,12,,,False,False,False,False,True,False
142.0,5,0,2155.0,15.3,70863,28.8,15.8,10,,,False,False,False,False,False,True
36.0,2,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
61.0,3,0,1638.4,25.8,70238,27.7,10.2,7,,,False,False,False,True,False,False
29.0,1,0,1638.4,25.8,70238,27.7,10.2,5,,,False,False,False,True,False,False
87.0,4,0,1638.4,25.8,70238,27.7,10.2,11,,,False,False,False,True,False,False
21.0,1,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
16.0,1,0,1956.6,18.3,66372,26.5,15.3,5,135.2,0.0,True,False,False,False,False,False
136.0,4,1,1956.6,18.3,66372,26.5,15.3,11,,,True,False,False,False,False,False
209.0,6,0,2155.0,15.3,70863,28.8,15.8,4,39.1,0.0,False,False,False,False,False,True
40.0,2,0,1935.5,19.1,96734,32.2,13.0,8,64.0,1.0,False,True,False,False,False,False
155.0,5,0,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
71.0,3,1,1935.5,19.1,96734,32.2,13.0,10,,,False,True,False,False,False,False
90.0,3,1,1935.5,19.1,96734,32.2,13.0,11,167.0,0.0,False,True,False,False,False,False
220.0,6,1,1529.5,36.2,105462,32.7,11.3,12,,,False,False,False,False,True,False
76.0,3,0,1935.5,19.1,96734,32.2,13.0,7,49.1,0.0,False,True,False,False,False,False
50.0,2,0,1529.5,36.2,105462,32.7,11.3,12,110.3,0.0,False,False,False,False,True,False
79.0,4,0,2155.0,15.3,70863,28.8,15.8,6,124.0,0.0,False,False,False,False,False,True
50.0,2,0,2324.5,16.1,83796,41.1,13.4,12,,,False,False,True,False,False,False
83.0,4,0,1529.5,36.2,105462,32.7,11.3,1,,,False,False,False,False,True,False
63.0,3,0,1935.5,19.1,96734,32.2,13.0,9,156.0,0.0,False,True,False,False,False,False
24.0,1,0,1529.5,36.2,105462,32.7,11.3,10,80.1,0.0,False,False,False,False,True,False
107.0,4,0,1529.5,36.2,105462,32.7,11.3,2,,,False,False,False,False,True,False
86.0,4,1,1956.6,18.3,66372,26.5,15.3,6,,,True,False,False,False,False,False
100.0,4,1,1638.4,25.8,70238,27.7,10.2,10,263.3,1.0,False,False,False,True,False,False
26.0,1,0,2324.5,16.1,83796,41.1,13.4,3,97.6,0.0,False,False,True,False,False,False
60.0,3,0,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
61.0,4,0,1935.5,19.1,96734,32.2,13.0,12,70.6,0.0,False,True,False,False,False,False
86.0,4,0,1935.5,19.1,96734,32.2,13.0,12,23.3,0.0,False,True,False,False,False,False
30.0,1,0,2324.5,16.1,83796,41.1,13.4,2,172.4,0.0,False,False,True,False,False,False
50.0,2,0,2324.5,16.1,83796,41.1,13.4,12,92.8,0.0,False,False,True,False,False,False
82.0,5,0,1935.5,19.1,96734,32.2,13.0,4,,,False,True,False,False,False,False
46.0,2,0,2324.5,16.1,83796,41.1,13.4,4,,,False,False,True,False,False,False
22.0,1,0,1529.5,36.2,105462,32.7,11.3,9,,,False,False,False,False,True,False
70.0,3,0,2155.0,15.3,70863,28.8,15.8,10,251.8,0.0,False,False,False,False,False,True
52.0,3,0,1935.5,19.1,96734,32.2,13.0,1,,,False,True,False,False,False,False
36.0,2,0,1529.5,36.2,105462,32.7,11.3,3,60.4,0.0,False,False,False,False,True,False
78.0,4,1,1638.4,25.8,70238,27.7,10.2,1,,,False,False,False,True,False,False
63.0,3,1,1935.5,19.1,96734,32.2,13.0,3,,,False,True,False,False,False,False
48.0,3,0,2324.5,16.1,83796,41.1,13.4,8,86.9,0.0,False,False,True,False,False,False
45.0,2,0,1529.5,36.2,105462,32.7,11.3,1,154.4,0.0,False,False,False,False,True,False
66.0,3,0,1638.4,25.8,70238,27.7,10.2,10,,,False,False,False,True,False,False
68.0,2,0,2324.5,16.1,83796,41.1,13.4,10,,,False,False,True,False,False,False
47.0,2,0,1638.4,25.8,70238,27.7,10.2,6,105.5,0.0,False,False,False,True,False,False
51.0,2,0,2324.5,16.1,83796,41.1,13.4,9,,,False,False,True,False,False,False
63.0,3,0,1935.5,19.1,96734,32.2,13.0,6,61.4,0.0,False,True,False,False,False,False
65.0,4,0,1638.4,25.8,70238,27.7,10.2,4,,,False,False,False,True,False,False
81.0,3,0,2324.5,16.1,83796,41.1,13.4,9,108.8,0.0,False,False,True,False,False,False
19.0,1,0,2324.5,16.1,83796,41.1,13.4,4,124.2,0.0,False,False,True,False,False,False
