prix_m2
2745.9
5222.2
4100.0
2333.3
2453.1
21250.0
4375.0
4686.1
2090.9
2433.3
4632.91
6170.7
4848.48
2329.68
2859.5
3147.6
2395.8
3360.91
3417.72
3308.8
2780.3
7575.8
2269.0
3002.41
1947.4
4500.0
2551.05
2524.11
2678.27
2000.0
4879.82
2875.0
2781.4
3554.17
3973.0
4454.5
6277.63
2682.93
7500.0
3977.27
4090.91
2748.81
2670.0
2777.3
4835.2
2381.6
2186.67
1724.1
3095.71
4447.6
2506.6
3000.0
3676.47
3500.0
2538.5
3451.0
3255.12
1875.0
3712.87
3888.9
3931.4
3781.7
1269.2
2650.0
3382.4
1845.65
2395.35
4171.9
4323.5
4772.7
1898.73
2005.5
5636.4
5853.6
3215.5
2230.77
2164.2
3428.6
3289.5
15076.92
2215.6
3069.3
3461.5
2931.39
2487.2
4037.04
2260.87
7894.4
4854.8
2682.9
2720.6
2060.6
2279.1
1950.0
7738.1
2270.3
4434.56
4806.72
16680.0
3737.7
2071.4
4227.27
3637.14
3642.7
3219.5
6278.69
3125.0
4676.5
2395.35
3557.4
2952.4
4029.0
3418.8
3685.0
7446.4
23953.2
30400.0
3720.7
2500.0
3727.27
15047.6
5710.3
2231.91
20299.3
5000.0
5233.87
7453.9
3292.1
2555.6
2702.7
8000.0
2909.1
3313.0
1807.69
6465.5
2758.62
4585.2
34737.8
3055.6
3479.2
2228.92
4666.7
3750.0
2268.4
2820.0
5191.6
2615.4
3062.5
2838.7
2329.9
5798.4
4071.4
5976.43
2929.2
4100.0
3744.9
1527.78
4130.9
2090.9
1231.0
2421.1
2907.69
29363.6
3925.96
3783.8
5065.9
2314.81
3572.8
35555.6
3313.33
3809.5
31481.5
2703.7
3443.4
3090.9
4891.3
4867.2
2804.3
1656.2
3318.18
4244.5
4520.0
2645.83
5980.0
2500.0
3666.4
2622.2
2882.8
4363.1
3428.6
3687.5
3321.4
4750.0
3310.0
3423.1
1784.95
4362.3
4286.5
3656.72
3881.4
1810.81
3125.0
2304.7
3255.8
3717.4
2421.1
2647.06
4880.2
4047.62
9666.67
4636.4
2289.5
3500.0
3059.7
2924.4
4226.19
3287.5
3913.29
5118.8
24000.0
4388.9
4444.4
4192.61
5079.84
3000.0
25000.0
4214.3
17894.7
2500.0
3313.43
5114.29
3875.0
6707.7
4704.08
2770.0
4988.57
2034.09
2801.1
3134.3
4166.7
3661.54
3396.8
4209.0
5156.2
2355.91
2108.7
2177.9
3698.6
2955.22
4031.25
5000.0
1813.6
4207.1
4106.06
3925.2
3036.6
2883.7
3202.0
5540.0
4370.07
2666.67
2640.0
2863.64
5301.5
2484.9
5312.5
3717.0
39210.5
4355.6
3331.3
3233.82
4444.44
3395.07
2681.0
1698.4
3760.7
6433.3
3819.6
1928.6
2833.3
4000.0
3510.2
1485.15
5511.1
2000.0
4748.6
4217.39
3514.7
4586.2
1763.2
3714.3
6546.23
3342.6
2809.0
5544.1
1833.3
4067.4
3430.23
3612.5
4750.0
4544.44
4642.86
2888.89
4622.9
6400.0
2814.17
4271.1
4238.1
3793.0
2381.0
3590.91
2603.2
2362.3
4210.53
1416.7
2446.8
5415.21
3020.8
3440.86
3300.0
24545.5
4041.1
3370.79
1887.6
3733.7
5444.6
2205.9
4762.71
4616.67
2867.2
4638.9
5175.26
3750.0
18786.03
4615.9
3986.2
3229.17
3330.0
3812.5
4241.8
4638.6
2837.2
5807.69
5513.3
2847.3
5819.4
2858.4
3270.6
4285.71
5882.4
2826.92
2483.08
1865.4
2451.45
3461.4
5190.1
1951.7
1959.2
3381.9
2476.8
4250.0
4238.96
5181.4
2150.68
2943.86
2461.5
3026.32
5412.3
4380.65
2300.0
1494.8
4656.25
6180.33
3840.4
4526.3
12714.29
4932.4
2871.3
3690.3
2658.5
4750.0
2567.57
2421.9
7084.02
12384.6
2942.1
2666.67
2259.3
3231.0
3746.3
1487.2
3673.6
3023.8
4467.33
24150.0
5522.39
2037.0
4650.0
1467.7
1901.52
5638.64
5247.7
2947.37
2842.11
1444.44
4736.84
2007.25
14324.3
3121.74
2283.33
4212.5
4069.8
3988.5
6900.0
2384.6
3167.6
3741.0
2304.0
2711.4
34146.3
1980.4
3622.5
4473.7
6589.89
3913.9
2390.2
2604.65
2814.81
2318.2
3531.67
3655.3
2900.0
3333.3
2336.5
3000.0
4399.1
5000.0
2043.51
4307.69
3095.0
2557.3
4187.5
4166.67
3659.2
2286.32
3396.2
2569.0
2613.6
3100.0
3773.58
3343.8
2028.2
3002.17
3614.5
2880.95
4489.0
2650.65
1810.0
1902.0
3437.5
4333.3
2882.35
7079.65
4447.7
1622.9
3541.67
2857.1
8200.0
3249.5
3337.8
19642.9
3173.5
4557.41
2837.2
1515.71
4394.9
3225.0
4556.03
4157.89
7987.7
2191.6
25862.1
13750.0
2298.85
5027.0
4364.86
3393.94
6333.33
2688.9
1744.93
2937.5
8583.3
1775.9
3831.4
4766.67
2777.8
1206.3
3346.94
2227.61
4152.5
4705.9
4571.9
2541.0
22608.7
3095.7
5477.27
2849.2
3428.6
2194.8
11666.7
4223.81
3992.5
4772.5
2692.3
3916.7
5103.7
2058.82
2181.8
2873.3
4320.99
6855.56
4035.7
4811.11
3103.1
26695.0
3763.5
3557.58
2950.0
3012.5
4034.27
2694.4
3847.1
16025.6
2948.7
3464.29
2889.4
3379.7
1631.35
3611.1
10623.75
2756.41
3396.2
4555.6
3547.6
2910.26
3825.8
2884.6
2617.89
3392.6
6611.8
3820.0
3325.0
4405.9
2556.6
3690.5
3448.3
4354.8
14307.7
2737.5
8328.5
3090.9
4020.0
2826.1
40000.0
2846.15
4625.0
4038.46
5894.7
3190.3
4039.8
3529.41
4212.2
2461.5
4500.0
2793.1
2486.1
2675.7
2127.3
4344.63
4062.5
3530.5
3868.6
9586.7
3850.0
4148.6
3898.3
5166.67
2865.2
5625.0
3478.3
2500.0
3210.5
4495.8
3207.55
4194.7
3414.6
3380.3
3500.0
6915.79
6197.33
3985.6
4940.0
4047.0
6665.9
3268.2
5006.8
3343.6
6888.9
2634.85
3278.69
3381.2
2991.5
3739.1
22500.0
3734.94
3756.2
3880.0
2678.6
3400.0
3400.0
4364.1
5233.3
2659.57
5090.0
1971.4
2516.9
3463.4
2195.12
3392.86
2933.3
3203.12
1625.0
20833.33
3900.5
